generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.108095,-13044.8,1,1
500,3,-59.3743,-1478.84,2.57755,0.532
1000,0,-207.19,-1068.45,1.0664,0.499
1500,1,-309.754,-891.755,0.435889,0.588
2000,2,-299.71,-901.926,2.93033,0.525237
2500,1,-312.982,-887.485,0.244248,0.544
3000,2,-334.531,-848.961,2.04525,0.516
3500,1,-343.8,-834.947,1.39038,0.464
4000,1,-411.963,-751.898,2.2129,0.543
4500,0,-416.935,-744.623,1.1066,0.5
5000,1,-404.076,-759.061,0.790827,0.510698
5500,0,-417.261,-742.748,0.2252,0.534
6000,0,-454.955,-699.187,0.320821,0.5398
6500,0,-452.824,-701.969,0.247029,0.392
7000,3,-439.938,-730.829,2.57552,0.48
7500,0,-413.154,-747.999,0.848697,0.556
8000,1,-447.862,-708.128,0.470528,0.521
8500,2,-461.54,-697.229,0.345267,0.596
9000,0,-472.45,-680.538,0.0299314,0.541
9500,1,-485.605,-670.063,2.11176,0.33
10000,0,-483.705,-668.896,0.44206,0.405
10500,0,-526.119,-627.496,2.20798,0.346
11000,1,-529.309,-628.025,1.9574,0.338
11500,0,-510.645,-642.168,1.20721,0.524
12000,0,-512.169,-639.246,0.0351461,0.48875
12500,2,-493.771,-658.821,0.914616,0.368
13000,1,-485.054,-666.974,0.987566,0.482
13500,1,-471.399,-682.012,0.344836,0.37
14000,1,-547.846,-607.438,1.82947,0.47475
14500,1,-549.415,-604.54,0.801309,0.622
15000,2,-516.371,-640.634,0.547619,0.428
15500,0,-483.44,-668.598,0.0756238,0.392
16000,0,-480.522,-671.681,0.174912,0.36
16500,1,-482.528,-671.488,1.08094,0.418
17000,1,-509.279,-642.566,0.638365,0.481383
17500,2,-568.932,-585.574,0.343276,0.562
18000,0,-508.934,-644.339,0.780946,0.467571
18500,1,-521.303,-630.886,0.142032,0.49
19000,3,-521.221,-638.104,2.86974,0.576
19500,3,-506.077,-649.183,1.75418,0.684
20000,2,-492.688,-663.232,2.06725,0.658
20500,1,-497.966,-656.354,0.409527,0.624
21000,2,-515.113,-640.168,1.45982,0.57
21500,0,-525.348,-627.377,1.00126,0.564
22000,3,-548.36,-610.641,3.55419,0.5415
22500,0,-543.486,-609.683,0.629903,0.346
23000,0,-535.634,-617.618,0.686824,0.39
23500,0,-533.876,-618.188,0.12233,0.336
24000,2,-536.056,-622.72,2.79949,0.54525
24500,1,-526.342,-629.002,0.156898,0.476
25000,0,-543.459,-609.687,0.249696,0.44775
25500,1,-556.62,-602.792,2.22619,0.498
26000,2,-574.545,-585.093,3.0888,0.457667
26500,0,-584.315,-571.761,0.0797637,0.556
27000,0,-569.264,-587.109,0.405127,0.4965
27500,0,-572.133,-582.813,0.0709699,0.34
28000,0,-550.189,-603.125,0.203224,0.327
28500,0,-558.663,-597.675,0.488422,0.41
29000,0,-563.803,-591.168,0.103775,0.379
29500,1,-558.411,-600.856,1.02473,0.43
30000,1,-553.512,-602.338,0.81118,0.451
30500,2,-549.15,-609.45,1.70779,0.48
31000,0,-556.225,-597.63,1.0335,0.491
31500,0,-531.916,-623.054,0.675521,0.376
32000,1,-548.33,-605.274,0.906559,0.434
32500,1,-497.285,-653.839,0.198542,0.528
33000,2,-509.866,-642.529,0.291728,0.457
33500,0,-503.266,-648.244,0.240711,0.49
34000,0,-508.363,-643.213,0.0682123,0.444
34500,4,-511.632,-653.368,2.69382,0.612
35000,2,-496.272,-660.381,0.870326,0.622
35500,2,-505.205,-650.433,0.719964,0.61
36000,0,-524.823,-627.338,0.308212,0.543333
36500,0,-526.305,-626.52,0.283008,0.39
37000,3,-518.042,-635.555,1.18202,0.5045
37500,0,-497.82,-656.847,0.0543001,0.532
38000,0,-507.215,-646.309,0.513471,0.476
38500,0,-516.874,-635.313,0.134636,0.474
39000,0,-491.907,-659.844,0.0651255,0.457
39500,1,-511.967,-645.43,0.760524,0.41
40000,0,-487.663,-665.69,0.690927,0.495435
40500,1,-484.969,-669.042,1.80876,0.562
41000,0,-485.375,-667.022,0.295459,0.528
41500,2,-516.808,-636.689,0.515918,0.462
42000,0,-534.969,-620.325,0.955957,0.499
42500,0,-508.667,-643.483,0.674733,0.332
43000,0,-502.807,-648.813,0.344842,0.314
43500,3,-520.08,-643.224,4.64911,0.592
44000,1,-506.572,-644.794,0.537244,0.615
44500,0,-513.197,-641.112,1.2566,0.542
45000,0,-495.128,-657.197,0.446089,0.506
45500,1,-509.291,-644.514,0.745337,0.384
46000,0,-543.41,-610.166,0.109092,0.4709
46500,2,-548.747,-608.747,1.69742,0.524
47000,0,-527.803,-625.216,0.308319,0.578
47500,3,-523.919,-632.92,2.38449,0.472
48000,1,-537.378,-617.53,1.28973,0.492059
48500,1,-543.212,-612.829,0.326283,0.428
49000,0,-529.546,-629.634,0.967995,0.386
49500,1,-513.232,-638.48,0.914357,0.312
50000,0,-517.692,-633.903,0.0227471,0.382
50500,0,-514.458,-638.879,0.11198,0.336
51000,0,-542.977,-609.954,0.324321,0.470333
51500,1,-541.866,-611.476,0.334269,0.352
52000,0,-558.436,-599.617,2.10422,0.395
52500,0,-546.454,-606.873,0.227014,0.45
53000,2,-509.832,-649.899,0.507289,0.527
53500,2,-573.706,-254.46,0.642789,0.586
54000,1,-561.33,-263.34,1.5634,0.534
54500,2,-605.242,-212.433,1.60159,0.494
55000,2,-621.247,-194.716,0.959628,0.534
55500,6,-636.03,-187.059,2.57991,0.596
56000,7,-636.849,-179.271,4.4847,0.588
56500,5,-631.582,-183.911,2.38975,0.646
57000,8,-644.485,-180.425,4.47379,0.638
57500,7,-667.396,-164.046,7.10775,0.64
58000,6,-658.582,-164.78,2.69449,0.624
58500,5,-648.564,-170.107,1.77506,0.61
59000,1,-609.135,-206.652,0.589615,0.512889
59500,2,-616.397,-199.398,0.467902,0.458
60000,3,-647.788,-173.242,3.36608,0.548
60500,2,-626.573,-187.466,0.663076,0.526
61000,2,-623.807,-194.263,2.36851,0.502214
61500,1,-585.606,-229.419,0.620756,0.418
62000,2,-583.391,-234.501,0.685446,0.429
62500,5,-581.916,-242.605,2.87272,0.564
63000,6,-651.539,-173.498,5.27975,0.54025
63500,3,-654.273,-169.626,0.943234,0.58
64000,2,-628.594,-190.801,0.682456,0.552
64500,2,-668.986,-149.154,1.42196,0.524
65000,2,-592.54,-226.591,1.50912,0.519
65500,3,-605.574,-211.568,2.09095,0.56
66000,2,-620.11,-194.138,1.45842,0.553
66500,4,-619.636,-197.504,1.12792,0.592
67000,4,-517.546,-308.205,1.74428,0.484938
67500,2,-507.998,-315.296,0.892373,0.594
68000,3,-519.862,-305.622,1.73479,0.552
68500,1,-522.133,-299.099,0.081478,0.488
69000,3,-556.518,-271.579,2.16266,0.526
69500,6,-584.534,-242.193,4.06176,0.61
70000,7,-560.871,-265.919,3.57459,0.618
70500,6,-548.455,-270.915,2.1831,0.616
71000,3,-620.435,-200.36,2.55392,0.5826
71500,3,-615.954,-205.117,1.48892,0.57
72000,5,-574.209,-255.401,3.68081,0.6125
72500,4,-589.195,-232.192,4.10165,0.604
73000,8,-658.036,-178.209,3.6739,0.6125
73500,8,-657.946,-170.073,5.71583,0.602
74000,4,-631.511,-185.702,2.26604,0.602
74500,2,-623.567,-192.178,0.279332,0.554
75000,1,-632.767,-181.221,0.271487,0.52
75500,3,-658.231,-160.951,1.63058,0.498
76000,4,-651.348,-164.642,2.21378,0.532
76500,1,-645.18,-172.148,0.493718,0.566
77000,2,-633.808,-180.518,0.902232,0.543
77500,1,-624.344,-189.963,0.975297,0.516
78000,1,-595.633,-219.228,0.536272,0.5
78500,3,-591.224,-230.505,1.18204,0.496
79000,2,-603.214,-218.299,3.67273,0.5
79500,2,-590.647,-227.966,1.73111,0.554
80000,1,-585.996,-230.688,1.39491,0.544
80500,2,-613.39,-204.413,1.31848,0.512
81000,1,-585.966,-232.807,1.12589,0.545762
81500,2,-559.021,-257.482,0.882945,0.522
82000,2,-674.533,-145.324,1.43285,0.5105
82500,2,-652.968,-167.353,1.65385,0.554
83000,3,-649.012,-172.113,3.47431,0.585
83500,4,-661.732,-156.699,1.28254,0.53
84000,5,-636.31,-187.168,2.87963,0.547
84500,6,-653.458,-172.629,3.16054,0.598
85000,7,-611.04,-219.399,3.8826,0.559913
85500,8,-603.554,-227.475,3.61808,0.632
86000,8,-589.262,-230.813,4.10106,0.635
86500,10,-591.314,-230.033,4.87502,0.596
87000,6,-597.443,-229.265,5.95187,0.604
87500,7,-604.333,-222.196,7.30852,0.602
88000,4,-610.417,-216.548,1.95886,0.614
88500,2,-617.756,-201.346,1.0482,0.578
89000,1,-668.255,-149.943,1.27817,0.6062
89500,4,-668.941,-152.585,2.74319,0.546
90000,3,-611.24,-206.282,2.38617,0.556
90500,4,-592.966,-223.626,1.61823,0.586
91000,1,-698.131,-125.311,0.265814,0.5445
91500,1,-726.934,-91.579,1.47343,0.482
92000,1,-665.461,-150.45,0.965965,0.57575
92500,3,-658.272,-160.396,1.3119,0.464
93000,4,-691.764,-128.941,2.30117,0.4975
93500,1,-691.775,-125.29,0.261066,0.552
94000,2,-656.032,-164.441,1.63777,0.526
94500,2,-649.087,-166.549,0.879026,0.496
95000,1,-621.441,-192.95,0.330022,0.522333
95500,2,-625.555,-191.584,0.909825,0.524
96000,3,-635.872,-180.741,0.433934,0.553
96500,2,-617.268,-197.798,1.31249,0.522
97000,1,-615.273,-198.88,0.173701,0.512
97500,2,-627.766,-188.028,0.0845724,0.482
98000,1,-686.722,-133.907,0.780772,0.4976
98500,3,-696.938,-130.646,1.16251,0.484
99000,4,-623.2,-194.548,2.05528,0.5335
99500,3,-642.477,-171.567,1.18683,0.618
100000,1,-635.042,-179.636,0.939121,0.564
100500,1,-629.642,-185.413,0.987012,0.462
101000,1,-641.717,-173.069,1.10072,0.571667
101500,3,-652.492,-165.268,1.37096,0.514
102000,2,-655.186,-162.507,2.03163,0.529
102500,3,-644.178,-173.537,2.01755,0.532
103000,2,-650.307,-163.357,1.13084,0.515
103500,1,-634.211,-182.379,2.71368,0.506
104000,1,-646.361,-167.62,0.627506,0.507
104500,2,-640.957,-178.63,0.969462,0.516
105000,2,-673.995,-143.626,1.62984,0.547818
105500,3,-702.097,-124.12,1.55865,0.562
106000,3,-709.409,-119.211,1.32416,0.553
106500,3,-691.326,-132.373,3.72219,0.532
107000,3,-679.676,-137.001,1.04772,0.534
107500,3,-672.975,-145.085,1.54306,0.604
108000,1,-671.387,-145.487,1.54771,0.561
108500,2,-660.376,-160.84,1.24231,0.492
109000,3,-659.75,-163.786,1.79942,0.499
109500,1,-646.903,-168.161,0.630763,0.55
110000,1,-679.402,-136.152,0.249499,0.497
110500,3,-668.505,-155.007,2.29062,0.572
111000,3,-678.17,-142.491,3.22551,0.573
111500,2,-678.185,-142.355,3.28058,0.56
112000,3,-692.743,-124.305,1.43841,0.543
112500,2,-684.73,-136.209,2.81111,0.524
113000,2,-682.523,-137.631,3.67984,0.524
113500,1,-626.977,-190.193,3.28175,0.534
114000,2,-611.237,-207.238,1.08905,0.527273
114500,5,-624.093,-191.753,2.4279,0.594
115000,6,-641.04,-181.233,2.7925,0.550333
115500,6,-640.753,-179.67,3.02891,0.574
116000,3,-657.661,-165.845,2.10962,0.546167
116500,3,-638.376,-176.077,2.48325,0.552
117000,3,-646.768,-170.19,2.00164,0.585
117500,2,-646.219,-170.125,1.44348,0.544
118000,1,-616.52,-198.133,1.81462,0.570667
118500,2,-636.449,-182.81,1.52361,0.56
119000,3,-646.004,-172.718,0.460362,0.5776
119500,4,-624.738,-199.823,1.6613,0.562
120000,5,-635.015,-187.01,2.89285,0.586
120500,4,-637.887,-183.204,2.69032,0.612
121000,5,-638.513,-183.04,1.3665,0.599
121500,5,-660.322,-159.099,2.26745,0.562
122000,1,-648.612,-166.539,0.0885269,0.571
122500,2,-639.417,-177.752,2.05285,0.564
123000,5,-661.552,-157.679,1.98927,0.555
123500,1,-651.631,-165.237,0.474699,0.51
124000,1,-647.543,-173.361,1.26648,0.475
124500,1,-639.869,-173.677,0.789742,0.428
125000,4,-622.071,-198.97,1.07158,0.516
125500,6,-622.164,-195.58,3.59267,0.598
126000,4,-641.798,-178.214,2.17091,0.603
126500,5,-595.707,-220.585,1.154,0.606
127000,3,-599.918,-220.978,2.75705,0.585
127500,3,-597.332,-220.708,1.62296,0.536
128000,3,-590.066,-227.154,1.90767,0.572
128500,4,-597.714,-214.938,1.24145,0.592
129000,1,-601.085,-214.145,0.849934,0.55
129500,1,-606.987,-209.131,0.909132,0.446
130000,2,-624.34,-194.55,0.130734,0.475
130500,2,-634.055,-184.194,2.41034,0.532
131000,1,-648.96,-165.472,1.18038,0.55
131500,6,-667.545,-154.635,3.04933,0.554
132000,6,-629.934,-193.076,2.87195,0.534643
132500,5,-654.771,-172.7,2.39234,0.6
133000,7,-687.786,-143.838,7.11421,0.548687
133500,9,-698.698,-131.21,4.27924,0.654
134000,9,-648.977,-178.026,4.99752,0.625
134500,11,-652.41,-175.74,6.6373,0.634
135000,7,-694.356,-137.984,3.54034,0.6325
135500,2,-700.332,-119.92,2.21181,0.558
136000,3,-695.828,-123.384,0.674769,0.533
136500,3,-678.538,-140.321,0.529955,0.57
137000,1,-625.847,-190.222,0.39387,0.568667
137500,4,-630.613,-190.065,2.87288,0.504
138000,1,-603.057,-214.056,1.34639,0.529
138500,1,-598.495,-216.262,0.395281,0.454
139000,1,-600.213,-215.805,0.648807,0.578875
139500,3,-607.823,-207.254,0.869821,0.492
140000,4,-630.68,-193.309,2.23886,0.507
140500,1,-628.136,-191.268,1.69311,0.524
141000,2,-665.752,-148.893,1.05557,0.5
141500,5,-643.575,-175.231,2.65498,0.57
142000,1,-616.881,-199.753,2.38592,0.5025
142500,1,-624.524,-194.518,1.08312,0.44
143000,2,-660.149,-158.823,1.894,0.455
143500,3,-657.848,-160.591,2.60616,0.574
144000,1,-623.223,-193.437,1.36832,0.545
144500,1,-613.778,-199.852,0.367048,0.512
145000,1,-695.053,-125.243,0.740926,0.489
145500,1,-652.867,-162.208,1.72765,0.452
146000,1,-610.111,-206.196,0.479568,0.5406
146500,4,-603.413,-220.562,3.69725,0.58
147000,4,-631.847,-193.69,4.38085,0.529
147500,7,-667.247,-158.996,4.99001,0.616
148000,9,-639.5,-189.018,4.45919,0.5248
148500,2,-618.003,-201.87,1.29005,0.622
149000,3,-603.814,-211.801,2.8805,0.553
149500,4,-643.92,-178.5,1.90745,0.57
150000,3,-664.386,-152.683,2.15892,0.58
150500,1,-646.259,-167.038,0.832069,0.55
151000,2,-626.952,-190.205,2.00578,0.52
151500,2,-631.149,-188.792,1.35896,0.496
152000,3,-655.399,-167.012,0.933412,0.51
152500,3,-642.655,-173.953,1.98821,0.574
153000,4,-627.198,-190.554,1.44972,0.547211
153500,5,-627.513,-195.537,3.48271,0.614
154000,4,-637.453,-161.275,1.14932,0.5548
154500,5,-633.346,-168.493,1.63639,0.564
155000,3,-632.037,-164.833,1.17925,0.554333
155500,2,-648.502,-149.768,1.95047,0.486
156000,2,-611.26,-190.912,1.80791,0.5562
156500,3,-600.237,-200.313,1.48003,0.488
157000,3,-615.417,-186.792,2.41462,0.551
157500,3,-611.96,-189.192,4.17567,0.508
158000,3,-637.045,-160.877,1.39138,0.514
158500,3,-645.888,-152.393,2.84911,0.502
159000,2,-639.259,-159.218,3.09524,0.524
159500,3,-603.853,-198.805,1.90336,0.47
160000,3,-636.975,-159.171,2.13797,0.478
160500,4,-629.856,-166.127,1.68363,0.554
161000,4,-669.611,-134.564,1.27451,0.523333
161500,4,-667.746,-126.901,1.41971,0.554
162000,6,-647.882,-150.928,2.35412,0.569
162500,5,-634.727,-159.6,0.779641,0.566
163000,2,-618.273,-180.304,2.73779,0.533
163500,3,-643.317,-154.128,1.52959,0.518
164000,5,-705.391,-103.388,1.68642,0.5425
164500,5,-706.033,-99.4432,3.77107,0.564
165000,3,-693.464,-110.616,1.85096,0.568
165500,2,-705.965,-90.9449,1.28647,0.518
166000,12,-649.227,-165.913,6.26598,0.558
166500,9,-649.325,-158.608,6.79682,0.648
167000,6,-705.678,-100.996,5.62093,0.5615
167500,3,-695.709,-107.49,1.70429,0.522
168000,4,-717.198,-87.1239,2.21524,0.539
168500,6,-699.397,-110.403,3.88596,0.566
169000,5,-689.633,-116.165,2.50397,0.566
169500,7,-717.384,-101.117,5.54646,0.614
170000,7,-642.869,-164.909,5.66768,0.5727
170500,5,-635.384,-175.446,2.12636,0.588
171000,4,-607.681,-191.131,2.10824,0.5954
171500,2,-623.886,-176.362,4.36496,0.552
172000,2,-640.746,-156.798,1.04312,0.513
172500,2,-605.989,-187.636,1.02701,0.434
173000,3,-617.92,-182.065,3.78652,0.5563
173500,5,-626.651,-176.954,2.90486,0.6
174000,5,-683.438,-124.943,3.03729,0.5446
174500,6,-671.845,-127.127,5.22217,0.566
175000,9,-646.537,-154.906,4.52065,0.571
175500,9,-651.659,-157.965,7.08074,0.622
176000,6,-661.238,-134.925,1.24307,0.619
176500,7,-642.01,-158.881,2.85237,0.608
177000,8,-658.78,-159.854,4.06913,0.574
177500,4,-628.983,-172.654,2.37559,0.552
178000,2,-641.835,-155.612,1.51727,0.57125
178500,2,-674.57,-128.53,2.2773,0.524
179000,4,-675.465,-116.769,1.22021,0.542
179500,4,-682.559,-113.511,1.41226,0.51
180000,11,-654.585,-146.054,5.62842,0.568
180500,13,-660.846,-139.691,5.66613,0.626
181000,9,-652.795,-140.604,3.82848,0.5614
181500,11,-659.237,-145.61,3.72264,0.57
182000,15,-694.431,-122.972,10.8761,0.599
182500,15,-683.044,-134.072,6.86998,0.562
183000,15,-687.427,-127.021,9.02251,0.59
183500,13,-678.62,-127.552,6.28817,0.616
184000,15,-708.13,-95.0576,6.51034,0.57375
184500,12,-714.837,-86.1452,8.34471,0.584
185000,9,-700.439,-98.1819,3.76336,0.593
185500,8,-683.122,-112.044,3.60535,0.604
186000,9,-687.825,-116.886,2.79817,0.579
186500,6,-692.967,-102.294,3.58692,0.606
187000,6,-676.856,-118.188,3.03855,0.615571
187500,7,-686.643,-110.626,2.29337,0.574
188000,6,-672.273,-120.036,3.94872,0.5946
188500,8,-695.199,-105.095,2.64266,0.574
189000,6,-651.691,-143.15,4.78445,0.569
189500,7,-646.766,-149.946,2.39628,0.582
190000,7,-638.514,-161.93,3.72032,0.593455
190500,8,-674.671,-127.205,5.57063,0.57
191000,6,-639.102,-155,2.38139,0.584
191500,8,-668.524,-134.775,6.78277,0.622
192000,9,-671.245,-131.858,3.9015,0.593
192500,11,-667.957,-146.03,6.32146,0.624
193000,14,-676.616,-128.449,3.69527,0.606
193500,15,-662.953,-144.684,7.17361,0.618
194000,10,-663.243,-132.13,2.71766,0.579714
194500,8,-669.691,-129.355,5.46429,0.574
195000,7,-681.338,-114.747,3.51992,0.5985
195500,11,-685.503,-116.996,6.19702,0.634
196000,4,-662.5,-128.978,4.1993,0.583143
196500,8,-670.346,-125.564,4.37046,0.606
197000,8,-680.539,-121.989,6.26415,0.613
197500,5,-676.133,-121.993,4.38336,0.594
198000,3,-645.758,-141.744,1.16889,0.551
198500,4,-649.716,-141.231,2.00825,0.552
199000,5,-682.909,-110.009,2.19267,0.577462
199500,9,-699.884,-113.397,6.57724,0.56
200000,8,-704.685,-101.818,4.24358,0.578
200500,8,-710.89,-95.0826,3.26709,0.578
201000,6,-666.984,-131.994,5.86011,0.559
201500,5,-655.806,-139.863,2.25587,0.562
202000,6,-741.85,-58.3249,3.99325,0.576
202500,4,-723.342,-69.9292,1.68993,0.586
203000,7,-677.598,-121.679,4.24866,0.583
203500,11,-719.277,-85.699,5.5969,0.596
204000,7,-709.237,-89.2626,2.26948,0.586667
204500,9,-717.9,-85.5514,4.15962,0.606
205000,11,-737.419,-68.7797,6.76077,0.599
205500,13,-730.746,-67.5724,6.75486,0.614
206000,15,-721.159,-81.8022,8.41679,0.601
206500,13,-720.022,-81.8356,7.3561,0.588
207000,14,-735.752,-86.8898,7.49792,0.599
207500,14,-733.708,-76.848,6.81682,0.59
208000,15,-745.375,-63.12,6.4616,0.587
208500,13,-735.274,-71.114,7.52836,0.62
209000,15,-722.582,-99.1642,12.7967,0.6005
209500,15,-712.69,-96.049,6.70268,0.582
210000,16,-679.525,-134.802,9.42314,0.619429
210500,14,-629.128,-173.891,7.39523,0.648
211000,14,-705.753,-96.6437,6.42841,0.599118
211500,15,-720.606,-91.3003,9.88315,0.608
212000,15,-692.929,-119.901,4.97345,0.627
212500,12,-710.933,-104.652,9.6489,0.56
213000,15,-689.605,-120.057,6.26531,0.604
213500,13,-698.995,-108.794,4.13912,0.614
214000,13,-681.825,-116.444,5.30508,0.596
214500,15,-689.759,-116.804,8.8245,0.604
215000,16,-699.693,-114.218,7.55953,0.624
215500,14,-705.289,-104.286,8.89512,0.582
216000,18,-729.422,-97.1425,5.48872,0.619
216500,18,-715.225,-95.3918,8.54216,0.64
217000,17,-720.66,-96.0085,6.92694,0.613833
217500,18,-717.146,-90.7763,6.58063,0.634
218000,14,-704.13,-95.7811,5.15655,0.6169
218500,12,-719.275,-94.8156,5.47967,0.604
219000,14,-715.875,-93.5505,6.83158,0.61
219500,14,-697.516,-121.275,7.36047,0.648
220000,19,-727.123,-87.0069,7.57272,0.6085
220500,17,-732.688,-79.8743,9.3265,0.62
221000,12,-719.406,-84.2107,6.43021,0.617
221500,14,-715.72,-93.9553,6.85067,0.632
222000,21,-698.193,-119.742,7.91129,0.618571
222500,21,-703.545,-116.904,11.5287,0.604
223000,12,-777.901,-45.2916,7.00615,0.6015
223500,10,-740.499,-66.994,4.16465,0.592
224000,5,-744.783,-56.8332,0.968307,0.569
224500,4,-756.933,-44.1933,1.63873,0.482
225000,5,-736.08,-66.4437,1.39505,0.524
225500,4,-721.492,-76.6311,2.63527,0.548
226000,4,-685.659,-109.457,2.88399,0.5984
226500,4,-680.527,-116.309,1.15774,0.534
227000,3,-679.513,-114.536,2.64148,0.534
227500,4,-660.195,-132.034,1.89369,0.472
228000,5,-698.636,-95.7855,1.63966,0.527
228500,3,-668.645,-127.71,2.05491,0.598
229000,3,-676.679,-113.48,0.484474,0.557
229500,7,-670.115,-130.27,3.36561,0.57
230000,8,-733.113,-74.341,4.23985,0.586364
230500,6,-738.808,-64.1023,4.86846,0.594
231000,4,-709.563,-91.7599,2.76538,0.5795
231500,3,-679.416,-111.518,1.45285,0.494
232000,5,-645.194,-143.631,2.05704,0.533
232500,7,-688.913,-104.048,2.038,0.554
233000,4,-690.916,-103.623,2.25819,0.578182
233500,8,-716.641,-87.4818,6.43717,0.566
234000,6,-706.831,-91.9033,3.19036,0.59
234500,6,-696.053,-106.768,2.08068,0.612
235000,5,-713.678,-79.8371,2.23293,0.587
235500,5,-700.379,-95.8639,3.48897,0.54
236000,6,-713.748,-83.5075,3.02935,0.541
236500,6,-700.782,-101.238,2.10396,0.566
237000,7,-701.175,-96.8834,2.86191,0.568
237500,5,-685.184,-110.003,3.48207,0.582
238000,7,-682.487,-123.674,4.44242,0.555
238500,10,-711.563,-105.134,6.89303,0.612
239000,7,-668.546,-126.555,4.23393,0.615
239500,10,-713.448,-99.2956,4.90205,0.582
240000,9,-726.845,-82.813,4.57263,0.603
240500,8,-697.534,-112.57,7.82862,0.614
241000,6,-708.347,-90.6301,1.87168,0.582364
241500,7,-723.248,-84.1704,7.42413,0.63
242000,8,-705.004,-95.5224,5.86665,0.597
242500,5,-705.494,-90.2399,2.66955,0.592
243000,7,-716.202,-87.7703,3.68793,0.597
243500,7,-727.953,-70.2492,2.25393,0.598
244000,7,-705.33,-99.2875,2.5463,0.58825
244500,7,-696.359,-103.891,2.22094,0.582
245000,6,-690.163,-111.851,5.19715,0.584769
245500,5,-690.001,-109.537,4.38696,0.572
246000,9,-668.38,-132.98,6.49912,0.588
246500,5,-662.116,-130.331,3.44458,0.584
247000,8,-664.777,-135.828,4.74365,0.584
247500,7,-662.042,-140.287,4.61967,0.572
248000,9,-643.318,-173.454,6.41305,0.562696
248500,4,-630.461,-166.807,2.61268,0.566
249000,4,-617.847,-184.108,1.6827,0.548
249500,6,-606.481,-196.928,3.22473,0.586
250000,3,-608.07,-190.329,0.858152,0.554
250500,4,-577.996,-226.471,3.85857,0.552
251000,4,-683.727,-114.634,0.659283,0.583
251500,4,-676.492,-119.96,2.90146,0.514
252000,5,-635.308,-156.468,2.82901,0.54
252500,5,-609.975,-185.118,3.77682,0.562
253000,4,-621.738,-170.448,2.47656,0.57075
253500,4,-608.968,-188.445,1.84116,0.532
254000,5,-599.689,-196.677,1.27624,0.575
254500,6,-586.651,-208.683,4.43554,0.532
255000,3,-600.581,-194.419,2.12756,0.537
255500,7,-627.262,-175.561,3.18607,0.51
256000,9,-630.415,-169.321,2.41953,0.563
256500,5,-597.5,-196.75,2.09845,0.606
257000,5,-643.667,-157.978,0.89982,0.550429
257500,4,-637.409,-160.048,2.29884,0.488
258000,6,-646.161,-162.372,1.23353,0.528
258500,4,-655.027,-144.976,2.32439,0.538
259000,4,-634.306,-166.568,2.22146,0.542
259500,6,-676.986,-129.944,4.56276,0.61
260000,5,-647.851,-156.913,5.75562,0.589
260500,4,-640.618,-158.863,3.09191,0.576
261000,4,-648.412,-156.533,3.1045,0.568
261500,5,-645.179,-154.627,2.69536,0.516
262000,4,-655.327,-147.143,2.33212,0.525
262500,5,-649.986,-159.797,2.41978,0.582
263000,7,-628.394,-188.638,5.1726,0.589
263500,8,-669.8,-146.776,8.29009,0.564
264000,10,-719.221,-87.6936,6.32202,0.570176
264500,8,-714.007,-79.7541,3.24061,0.594
265000,5,-674.251,-125.067,2.22523,0.581
265500,7,-672.276,-132.575,3.63688,0.592
266000,9,-709.666,-95.3701,5.87775,0.603
266500,11,-721.92,-77.496,6.05896,0.582
267000,6,-648.57,-145.321,2.68926,0.592273
267500,4,-647.768,-146.199,2.51397,0.602
268000,6,-636.048,-159.83,4.03775,0.612
268500,7,-670.101,-123.418,4.50023,0.566
269000,3,-666.557,-121.532,0.289048,0.581
269500,5,-679.514,-121.272,3.77547,0.54
270000,5,-661.991,-138.96,3.225,0.534
270500,6,-668.009,-127.685,3.35197,0.586
271000,4,-661.098,-139.575,4.51393,0.579
271500,5,-667.62,-129.439,1.81201,0.55
272000,4,-662.899,-136.365,2.46555,0.548
272500,5,-658.576,-129.233,1.11399,0.562
273000,3,-668.032,-130.52,1.07948,0.542
273500,2,-664.851,-131.2,1.22133,0.53
274000,3,-695.27,-102.63,1.45323,0.551625
274500,4,-677.759,-125.021,1.55722,0.556
275000,3,-658.781,-144.011,2.06793,0.5265
275500,7,-691.42,-122.969,4.95235,0.626
276000,8,-663.678,-135.746,2.24015,0.63
276500,6,-659.158,-146.236,2.8872,0.636
277000,9,-688.546,-112.185,5.99785,0.5702
277500,9,-691.332,-103.685,4.83406,0.552
278000,7,-694.482,-103.838,3.87738,0.577
278500,9,-692.74,-114.106,5.86999,0.596
279000,2,-622.44,-178.941,4.28816,0.551143
279500,3,-649.856,-152.914,1.97213,0.534
280000,5,-648.477,-151.612,6.31378,0.535
280500,5,-651.412,-156.584,6.88289,0.608
281000,5,-657.333,-144.617,2.54375,0.609
281500,6,-669.721,-135.171,3.91653,0.598
282000,5,-652.683,-155.136,5.21283,0.589
282500,6,-636.429,-162.03,1.30158,0.624
283000,4,-685.177,-113.924,0.946919,0.560143
283500,3,-664.294,-133.654,1.24984,0.594
284000,5,-665.919,-143.165,1.20061,0.579
284500,4,-663.686,-142.783,2.65708,0.586
285000,5,-653.455,-152.894,4.05836,0.600667
285500,6,-643.261,-165.288,3.98177,0.558
286000,5,-643.224,-165.435,3.09711,0.59
286500,3,-633.755,-165.503,2.18478,0.538
287000,2,-598.902,-199.691,1.11135,0.52
