"";"id";"paper_no";"species_complete";"simp_trait";"T";"mean";"units"
"426";530;1188;"Anolis carolinensis";"Mass";30;0,62;"g"
"427";538;1191;"Mauremys mutica";"Mass";25;20,99;"g"
"428";538;1191;"Mauremys mutica";"Mass";25;19,1;"g"
"429";538;1191;"Mauremys mutica";"Mass";25;17,76;"g"
"430";538;1191;"Mauremys mutica";"Mass";29;20,43;"g"
"431";538;1191;"Mauremys mutica";"Mass";29;18,22;"g"
"432";538;1191;"Mauremys mutica";"Mass";29;17,04;"g"
"433";538;1191;"Mauremys mutica";"Mass";33;20,75;"g"
"434";538;1191;"Mauremys mutica";"Mass";33;20,04;"g"
"435";538;1191;"Mauremys mutica";"Mass";33;19,04;"g"
"436";538;1191;"Mauremys mutica";"Mass";25;17,61;"g"
"437";538;1191;"Mauremys mutica";"Mass";25;17,55;"g"
"438";538;1191;"Mauremys mutica";"Mass";25;17,48;"g"
"439";538;1191;"Mauremys mutica";"Mass";29;17,36;"g"
"440";538;1191;"Mauremys mutica";"Mass";29;17,38;"g"
"441";538;1191;"Mauremys mutica";"Mass";29;17,4;"g"
"442";538;1191;"Mauremys mutica";"Mass";33;18,28;"g"
"443";538;1191;"Mauremys mutica";"Mass";33;18,31;"g"
"444";538;1191;"Mauremys mutica";"Mass";33;18,27;"g"
"445";538;1191;"Mauremys mutica";"Mass";25;11,84;"g"
"446";538;1191;"Mauremys mutica";"Mass";25;11,74;"g"
"447";538;1191;"Mauremys mutica";"Mass";25;11,38;"g"
"448";538;1191;"Mauremys mutica";"Mass";29;10,36;"g"
"449";538;1191;"Mauremys mutica";"Mass";29;10,17;"g"
"450";538;1191;"Mauremys mutica";"Mass";29;10,67;"g"
"451";538;1191;"Mauremys mutica";"Mass";33;10,79;"g"
"452";538;1191;"Mauremys mutica";"Mass";33;9,86;"g"
"453";538;1191;"Mauremys mutica";"Mass";33;10,59;"g"
"454";550;1194;"Oligosoma suteri";"Mass";18;0,74;"g"
"455";550;1194;"Oligosoma suteri";"Mass";18;0,73;"g"
"456";550;1194;"Oligosoma suteri";"Mass";18;1,28;"g"
"457";550;1194;"Oligosoma suteri";"Mass";18;0,8;"g"
"458";550;1194;"Oligosoma suteri";"Mass";22;0,77;"g"
"459";550;1194;"Oligosoma suteri";"Mass";22;0,76;"g"
"460";550;1194;"Oligosoma suteri";"Mass";22;2,42;"g"
"461";550;1194;"Oligosoma suteri";"Mass";22;1,6;"g"
"462";550;1194;"Oligosoma suteri";"Mass";26;0,75;"g"
"463";550;1194;"Oligosoma suteri";"Mass";26;0,74;"g"
"464";550;1194;"Oligosoma suteri";"Mass";26;2,31;"g"
"465";550;1194;"Oligosoma suteri";"Mass";26;1,87;"g"
"466";561;1197;"Ctenophorus decresii";"Mass";25;1,12;"g"
"467";561;1197;"Ctenophorus decresii";"Mass";26;1,18;"g"
"468";561;1197;"Ctenophorus decresii";"Mass";27,5;1,17;"g"
"469";561;1197;"Ctenophorus decresii";"Mass";29;1,03;"g"
"470";561;1197;"Ctenophorus decresii";"Mass";30;1,12;"g"
"471";561;1197;"Ctenophorus decresii";"Mass";32;1,16;"g"
"472";567;1198;"Chlamydosaurus kingii";"Mass";26;3,87;"g"
"473";567;1198;"Chlamydosaurus kingii";"Mass";29;4,56;"g"
"474";567;1198;"Chlamydosaurus kingii";"Mass";29;4,29;"g"
"475";567;1198;"Chlamydosaurus kingii";"Mass";32;3,22;"g"
"476";567;1198;"Chlamydosaurus kingii";"Mass";32;3,15;"g"
"477";567;1198;"Chlamydosaurus kingii";"Mass";33;4,81;"g"
"478";585;1224;"Apalone mutica";"Mass";26;4,27;"g"
"479";585;1224;"Apalone mutica";"Mass";26;4,47;"g"
"480";585;1224;"Apalone mutica";"Mass";28;4,55;"g"
"481";585;1224;"Apalone mutica";"Mass";28;4,68;"g"
"482";585;1224;"Apalone mutica";"Mass";30;4,6;"g"
"483";585;1224;"Apalone mutica";"Mass";30;4,68;"g"
"484";585;1224;"Apalone mutica";"Mass";26;6,39;"g"
"485";585;1224;"Apalone mutica";"Mass";26;6,65;"g"
"486";585;1224;"Apalone mutica";"Mass";28;6,44;"g"
"487";585;1224;"Apalone mutica";"Mass";28;6,65;"g"
"488";585;1224;"Apalone mutica";"Mass";30;6,42;"g"
"489";585;1224;"Apalone mutica";"Mass";30;6,58;"g"
"490";595;1227;"Chelydra serpentina";"Mass";26;8,31;"g"
"491";595;1227;"Chelydra serpentina";"Mass";28;8,22;"g"
"492";595;1227;"Chelydra serpentina";"Mass";30;8,32;"g"
"493";600;1228;"Chrysemys picta";"Mass";26;4,45;"g"
"494";600;1228;"Chrysemys picta";"Mass";26;11,07;"g"
"495";600;1228;"Chrysemys picta";"Mass";30;4,47;"g"
"496";600;1228;"Chrysemys picta";"Mass";30;14,73;"g"
"497";610;1229;"Podarcis muralis";"Mass";26;0,3711;"mg"
"498";610;1229;"Podarcis muralis";"Mass";29;0,3661;"mg"
"499";610;1229;"Podarcis muralis";"Mass";26;0,3719;"mg"
"500";610;1229;"Podarcis muralis";"Mass";29;0,3582;"mg"
"501";610;1229;"Podarcis muralis";"Mass";32;0,3488;"mg"
"502";610;1229;"Podarcis muralis";"Mass";32;0,3501;"mg"
"503";610;1229;"Podarcis muralis";"Mass";32;0,3467;"mg"
"504";610;1229;"Podarcis muralis";"Mass";26;0,3789;"mg"
"505";610;1229;"Podarcis muralis";"Mass";29;0,3646;"mg"
"506";610;1229;"Podarcis muralis";"Mass";29;0,3722;"mg"
"507";610;1229;"Podarcis muralis";"Mass";29;0,3566;"mg"
"508";610;1229;"Podarcis muralis";"Mass";32;0,3462;"mg"
"509";610;1229;"Podarcis muralis";"Mass";32;0,3515;"mg"
"510";610;1229;"Podarcis muralis";"Mass";32;0,3399;"mg"
"511";620;1230;"Pelodiscus sinensis";"Mass";24;6,05;"g"
"512";620;1230;"Pelodiscus sinensis";"Mass";28;5,95;"g"
"513";620;1230;"Pelodiscus sinensis";"Mass";30;5,64;"g"
"514";620;1230;"Pelodiscus sinensis";"Mass";34;6,18;"g"
"515";620;1230;"Pelodiscus sinensis";"Mass";24;4,28;"g"
"516";620;1230;"Pelodiscus sinensis";"Mass";28;4,31;"g"
"517";620;1230;"Pelodiscus sinensis";"Mass";30;4,16;"g"
"518";620;1230;"Pelodiscus sinensis";"Mass";34;4,32;"g"
"519";623;1231;"Naja atra";"Mass";24;11,4;"g"
"520";623;1231;"Naja atra";"Mass";24;11,1;"g"
"521";623;1231;"Naja atra";"Mass";26;12,2;"g"
"522";623;1231;"Naja atra";"Mass";26;12,5;"g"
"523";623;1231;"Naja atra";"Mass";30;12,6;"g"
"524";623;1231;"Naja atra";"Mass";30;12,7;"g"
"525";623;1231;"Naja atra";"Mass";32;11,6;"g"
"526";623;1231;"Naja atra";"Mass";32;11,4;"g"
"527";623;1231;"Naja atra";"Mass";24;15,4;"g"
"528";623;1231;"Naja atra";"Mass";24;15,7;"g"
"529";623;1231;"Naja atra";"Mass";26;16;"g"
"530";623;1231;"Naja atra";"Mass";26;16;"g"
"531";623;1231;"Naja atra";"Mass";30;16;"g"
"532";623;1231;"Naja atra";"Mass";30;16,3;"g"
"533";623;1231;"Naja atra";"Mass";32;15,1;"g"
"534";623;1231;"Naja atra";"Mass";32;15,3;"g"
"535";633;1232;"Elaphe carinata";"Mass";24;3,29;"g"
"536";633;1232;"Elaphe carinata";"Mass";24;3,03;"g"
"537";633;1232;"Elaphe carinata";"Mass";26;3,29;"g"
"538";633;1232;"Elaphe carinata";"Mass";26;3,25;"g"
"539";633;1232;"Elaphe carinata";"Mass";30;2,9;"g"
"540";633;1232;"Elaphe carinata";"Mass";30;3,18;"g"
"541";633;1232;"Elaphe carinata";"Mass";32;2,74;"g"
"542";633;1232;"Elaphe carinata";"Mass";32;2,69;"g"
"543";633;1232;"Elaphe carinata";"Mass";24;20,9;"g"
"544";633;1232;"Elaphe carinata";"Mass";24;21,3;"g"
"545";633;1232;"Elaphe carinata";"Mass";26;20,9;"g"
"546";633;1232;"Elaphe carinata";"Mass";26;21,1;"g"
"547";633;1232;"Elaphe carinata";"Mass";30;19,4;"g"
"548";633;1232;"Elaphe carinata";"Mass";30;21,3;"g"
"549";633;1232;"Elaphe carinata";"Mass";32;19,8;"g"
"550";633;1232;"Elaphe carinata";"Mass";32;20,5;"g"
"551";644;1235;"Calotes versicolor";"Mass";24;0,5836;"mg"
"552";644;1235;"Calotes versicolor";"Mass";24;0,5698;"mg"
"553";644;1235;"Calotes versicolor";"Mass";27;0,5512;"mg"
"554";644;1235;"Calotes versicolor";"Mass";27;0,5566;"mg"
"555";644;1235;"Calotes versicolor";"Mass";30;0,5604;"mg"
"556";644;1235;"Calotes versicolor";"Mass";30;0,536;"mg"
"557";644;1235;"Calotes versicolor";"Mass";33;0,663;"mg"
"558";644;1235;"Calotes versicolor";"Mass";33;0,5977;"mg"
"559";666;1236;"Bungarus multicinctus";"Mass";24;6,6;"g"
"560";666;1236;"Bungarus multicinctus";"Mass";27;6,5;"g"
"561";666;1236;"Bungarus multicinctus";"Mass";30;6,6;"g"
"562";666;1236;"Bungarus multicinctus";"Mass";24;8,3;"g"
"563";666;1236;"Bungarus multicinctus";"Mass";27;8,4;"g"
"564";666;1236;"Bungarus multicinctus";"Mass";30;8,2;"g"
"565";674;1237;"Plestiodon chinensis";"Mass";24;0,63;"g"
"566";674;1237;"Plestiodon chinensis";"Mass";24;0,68;"g"
"567";674;1237;"Plestiodon chinensis";"Mass";32;0,62;"g"
"568";674;1237;"Plestiodon chinensis";"Mass";32;0,65;"g"
"569";674;1237;"Plestiodon chinensis";"Mass";24;0,63;"g"
"570";674;1237;"Plestiodon chinensis";"Mass";24;0,68;"g"
"571";674;1237;"Plestiodon chinensis";"Mass";32;0,63;"g"
"572";674;1237;"Plestiodon chinensis";"Mass";32;0,67;"g"
"573";680;1239;"Alligator mississippiensis";"Mass";29,4;46,3;"g"
"574";680;1239;"Alligator mississippiensis";"Mass";29,4;2369,6;"g"
"575";680;1239;"Alligator mississippiensis";"Mass";29,4;4205,4;"g"
"576";680;1239;"Alligator mississippiensis";"Mass";30,6;43,6;"g"
"577";680;1239;"Alligator mississippiensis";"Mass";30,6;42,5;"g"
"578";680;1239;"Alligator mississippiensis";"Mass";30,6;3469,4;"g"
"579";680;1239;"Alligator mississippiensis";"Mass";30,6;3448,6;"g"
"580";680;1239;"Alligator mississippiensis";"Mass";30,6;5191,4;"g"
"581";680;1239;"Alligator mississippiensis";"Mass";30,6;4679,9;"g"
"582";680;1239;"Alligator mississippiensis";"Mass";31,7;44,1;"g"
"583";680;1239;"Alligator mississippiensis";"Mass";31,7;3474,2;"g"
"584";680;1239;"Alligator mississippiensis";"Mass";31,7;5545,4;"g"
"585";680;1239;"Alligator mississippiensis";"Mass";31,7;41,5;"g"
"586";680;1239;"Alligator mississippiensis";"Mass";31,7;2992,5;"g"
"587";680;1239;"Alligator mississippiensis";"Mass";31,7;4680;"g"
"588";680;1239;"Alligator mississippiensis";"Mass";32,8;48,2;"g"
"589";680;1239;"Alligator mississippiensis";"Mass";32,8;2694,2;"g"
"590";680;1239;"Alligator mississippiensis";"Mass";32,8;4451,4;"g"
"591";686;1243;"Pseudemys nelsoni";"Mass";22;13,1;"g"
"592";686;1243;"Pseudemys nelsoni";"Mass";22;13,81;"g"
"593";686;1243;"Pseudemys nelsoni";"Mass";22;13,49;"g"
"594";686;1243;"Pseudemys nelsoni";"Mass";27;12,86;"g"
"595";686;1243;"Pseudemys nelsoni";"Mass";27;13,79;"g"
"596";686;1243;"Pseudemys nelsoni";"Mass";27;12,87;"g"
"597";686;1243;"Pseudemys nelsoni";"Mass";32;13,31;"g"
"598";686;1243;"Pseudemys nelsoni";"Mass";32;14,03;"g"
"599";686;1243;"Pseudemys nelsoni";"Mass";32;14,9;"g"
"600";692;1247;"Heteronotia binoei";"Mass";24;0,216;"g"
"601";692;1247;"Heteronotia binoei";"Mass";24;0,245;"g"
"602";692;1247;"Heteronotia binoei";"Mass";24;0,21;"g"
"603";692;1247;"Heteronotia binoei";"Mass";24;0,244;"g"
"604";692;1247;"Heteronotia binoei";"Mass";27;0,24;"g"
"605";692;1247;"Heteronotia binoei";"Mass";27;0,253;"g"
"606";692;1247;"Heteronotia binoei";"Mass";27;0,21;"g"
"607";692;1247;"Heteronotia binoei";"Mass";27;0,24;"g"
"608";692;1247;"Heteronotia binoei";"Mass";30;0,223;"g"
"609";692;1247;"Heteronotia binoei";"Mass";30;0,26;"g"
"610";692;1247;"Heteronotia binoei";"Mass";30;0,2;"g"
"611";692;1247;"Heteronotia binoei";"Mass";30;0,26;"g"
"612";712;1261;"Chrysemys picta";"Mass";28,5;6,97;"g"
"613";713;1261;"Trachemys scripta";"Mass";28,5;12,06;"g"
"614";712;1261;"Chrysemys picta";"Mass";28,5;7,06;"g"
"615";713;1261;"Trachemys scripta";"Mass";28,5;12,24;"g"
"616";712;1261;"Chrysemys picta";"Mass";28,5;4,83;"g"
"617";713;1261;"Trachemys scripta";"Mass";28,5;8,6;"g"
"618";712;1261;"Chrysemys picta";"Mass";28,5;5,26;"g"
"619";713;1261;"Trachemys scripta";"Mass";28,5;8,82;"g"
"620";722;1262;"Trachemys scripta";"Mass";23;7,84;"g"
"621";722;1262;"Trachemys scripta";"Mass";23;7,81;"g"
"622";723;1262;"Chrysemys picta";"Mass";23;4,8;"g"
"623";723;1262;"Chrysemys picta";"Mass";23;5,02;"g"
"624";722;1262;"Trachemys scripta";"Mass";31;7,43;"g"
"625";722;1262;"Trachemys scripta";"Mass";31;7,6;"g"
"626";723;1262;"Chrysemys picta";"Mass";31;5,15;"g"
"627";723;1262;"Chrysemys picta";"Mass";31;5,09;"g"
"628";736;1266;"Scincella modesta";"Mass";18;0,0955;"mg"
"629";736;1266;"Scincella modesta";"Mass";21;0,1011;"mg"
"630";736;1266;"Scincella modesta";"Mass";18;87,2;"g"
"631";736;1266;"Scincella modesta";"Mass";21;90,1;"g"
"632";747;1267;"Lacerta agilis";"Mass";27;0,77;"g"
"633";747;1267;"Lacerta agilis";"Mass";27;0,83;"g"
"634";747;1267;"Lacerta agilis";"Mass";27;0,77;"g"
"635";747;1267;"Lacerta agilis";"Mass";27;0,82;"g"
"636";747;1267;"Lacerta agilis";"Mass";27;0,8;"g"
"637";747;1267;"Lacerta agilis";"Mass";27;0,85;"g"
"638";747;1267;"Lacerta agilis";"Mass";27;3,3552;"g"
"639";747;1267;"Lacerta agilis";"Mass";27;3,573;"g"
"640";747;1267;"Lacerta agilis";"Mass";27;3,1636;"g"
"641";747;1267;"Lacerta agilis";"Mass";27;3,3552;"g"
"642";747;1267;"Lacerta agilis";"Mass";27;2,9481;"g"
"643";747;1267;"Lacerta agilis";"Mass";27;3,1142;"g"
"644";747;1267;"Lacerta agilis";"Mass";27;5,6764;"g"
"645";747;1267;"Lacerta agilis";"Mass";27;6,2374;"g"
"646";747;1267;"Lacerta agilis";"Mass";27;5,3458;"g"
"647";747;1267;"Lacerta agilis";"Mass";27;4,9815;"g"
"648";747;1267;"Lacerta agilis";"Mass";27;4,5123;"g"
"649";747;1267;"Lacerta agilis";"Mass";27;4,358;"g"
"650";747;1267;"Lacerta agilis";"Mass";27;0,83;"g"
"651";747;1267;"Lacerta agilis";"Mass";27;0,76;"g"
"652";747;1267;"Lacerta agilis";"Mass";27;3,573;"g"
"653";747;1267;"Lacerta agilis";"Mass";27;3,1636;"g"
"654";747;1267;"Lacerta agilis";"Mass";27;3,0914;"g"
"655";747;1267;"Lacerta agilis";"Mass";27;2,9481;"g"
"656";747;1267;"Lacerta agilis";"Mass";27;3,1142;"g"
"657";747;1267;"Lacerta agilis";"Mass";27;3,4596;"g"
"658";747;1267;"Lacerta agilis";"Mass";27;6,2374;"g"
"659";747;1267;"Lacerta agilis";"Mass";27;5,3458;"g"
"660";747;1267;"Lacerta agilis";"Mass";27;4,6505;"g"
"661";747;1267;"Lacerta agilis";"Mass";27;4,5123;"g"
"662";747;1267;"Lacerta agilis";"Mass";27;4,358;"g"
"663";747;1267;"Lacerta agilis";"Mass";27;5,4359;"g"
"664";747;1267;"Lacerta agilis";"Mass";27;0,68;"g"
"665";747;1267;"Lacerta agilis";"Mass";27;0,75;"g"
"666";747;1267;"Lacerta agilis";"Mass";27;0,72;"g"
"667";747;1267;"Lacerta agilis";"Mass";27;0,76;"g"
"668";747;1267;"Lacerta agilis";"Mass";27;0,75;"g"
"669";747;1267;"Lacerta agilis";"Mass";27;0,77;"g"
"670";747;1267;"Lacerta agilis";"Mass";27;0,74;"g"
"671";747;1267;"Lacerta agilis";"Mass";27;0,7;"g"
"672";761;1268;"Centrochelys sulcata";"Mass";28,5;40,83;"g"
"673";761;1268;"Centrochelys sulcata";"Mass";28,5;39,16;"g"
"674";761;1268;"Centrochelys sulcata";"Mass";28,5;43,56;"g"
"675";761;1268;"Centrochelys sulcata";"Mass";28,5;50,71;"g"
"676";761;1268;"Centrochelys sulcata";"Mass";28,5;53,62;"g"
"677";761;1268;"Centrochelys sulcata";"Mass";28,5;61,21;"g"
"678";761;1268;"Centrochelys sulcata";"Mass";28,5;67,15;"g"
"679";761;1268;"Centrochelys sulcata";"Mass";28,5;73,08;"g"
"680";761;1268;"Centrochelys sulcata";"Mass";28,5;79,36;"g"
"681";761;1268;"Centrochelys sulcata";"Mass";28,5;86,15;"g"
"682";761;1268;"Centrochelys sulcata";"Mass";28,5;86,57;"g"
"683";761;1268;"Centrochelys sulcata";"Mass";28,5;40,61;"g"
"684";761;1268;"Centrochelys sulcata";"Mass";28,5;95,74;"g"
"685";761;1268;"Centrochelys sulcata";"Mass";29,5;40,62;"g"
"686";761;1268;"Centrochelys sulcata";"Mass";29,5;41,23;"g"
"687";761;1268;"Centrochelys sulcata";"Mass";29,5;42,06;"g"
"688";761;1268;"Centrochelys sulcata";"Mass";29,5;47,25;"g"
"689";761;1268;"Centrochelys sulcata";"Mass";29,5;49,87;"g"
"690";761;1268;"Centrochelys sulcata";"Mass";29,5;56;"g"
"691";761;1268;"Centrochelys sulcata";"Mass";29,5;61,77;"g"
"692";761;1268;"Centrochelys sulcata";"Mass";29,5;67,66;"g"
"693";761;1268;"Centrochelys sulcata";"Mass";29,5;73,36;"g"
"694";761;1268;"Centrochelys sulcata";"Mass";29,5;77,82;"g"
"695";761;1268;"Centrochelys sulcata";"Mass";29,5;77,26;"g"
"696";761;1268;"Centrochelys sulcata";"Mass";29,5;40,51;"g"
"697";761;1268;"Centrochelys sulcata";"Mass";29,5;85,82;"g"
"698";761;1268;"Centrochelys sulcata";"Mass";30,5;40,6;"g"
"699";761;1268;"Centrochelys sulcata";"Mass";30,5;41,21;"g"
"700";761;1268;"Centrochelys sulcata";"Mass";30,5;45,88;"g"
"701";761;1268;"Centrochelys sulcata";"Mass";30,5;52,42;"g"
"702";761;1268;"Centrochelys sulcata";"Mass";30,5;56,16;"g"
"703";761;1268;"Centrochelys sulcata";"Mass";30,5;63,11;"g"
"704";761;1268;"Centrochelys sulcata";"Mass";30,5;69,38;"g"
"705";761;1268;"Centrochelys sulcata";"Mass";30,5;75,26;"g"
"706";761;1268;"Centrochelys sulcata";"Mass";30,5;81,44;"g"
"707";761;1268;"Centrochelys sulcata";"Mass";30,5;87,42;"g"
"708";761;1268;"Centrochelys sulcata";"Mass";30,5;88,48;"g"
"709";761;1268;"Centrochelys sulcata";"Mass";30,5;40,64;"g"
"710";761;1268;"Centrochelys sulcata";"Mass";30,5;97,33;"g"
"711";761;1268;"Centrochelys sulcata";"Mass";31,5;42,58;"g"
"712";761;1268;"Centrochelys sulcata";"Mass";31,5;43,33;"g"
"713";761;1268;"Centrochelys sulcata";"Mass";31,5;46,87;"g"
"714";761;1268;"Centrochelys sulcata";"Mass";31,5;53,08;"g"
"715";761;1268;"Centrochelys sulcata";"Mass";31,5;55,46;"g"
"716";761;1268;"Centrochelys sulcata";"Mass";31,5;62,47;"g"
"717";761;1268;"Centrochelys sulcata";"Mass";31,5;68,27;"g"
"718";761;1268;"Centrochelys sulcata";"Mass";31,5;75,28;"g"
"719";761;1268;"Centrochelys sulcata";"Mass";31,5;80,68;"g"
"720";761;1268;"Centrochelys sulcata";"Mass";31,5;86,79;"g"
"721";761;1268;"Centrochelys sulcata";"Mass";31,5;85,64;"g"
"722";761;1268;"Centrochelys sulcata";"Mass";31,5;43,23;"g"
"723";761;1268;"Centrochelys sulcata";"Mass";31,5;95,38;"g"
"724";761;1268;"Centrochelys sulcata";"Mass";32,5;43,02;"g"
"725";761;1268;"Centrochelys sulcata";"Mass";32,5;43,77;"g"
"726";761;1268;"Centrochelys sulcata";"Mass";32,5;46,17;"g"
"727";761;1268;"Centrochelys sulcata";"Mass";32,5;51,23;"g"
"728";761;1268;"Centrochelys sulcata";"Mass";32,5;52,75;"g"
"729";761;1268;"Centrochelys sulcata";"Mass";32,5;60,19;"g"
"730";761;1268;"Centrochelys sulcata";"Mass";32,5;65,76;"g"
"731";761;1268;"Centrochelys sulcata";"Mass";32,5;71,36;"g"
"732";761;1268;"Centrochelys sulcata";"Mass";32,5;77,08;"g"
"733";761;1268;"Centrochelys sulcata";"Mass";32,5;83,51;"g"
"734";761;1268;"Centrochelys sulcata";"Mass";32,5;82;"g"
"735";761;1268;"Centrochelys sulcata";"Mass";32,5;43,98;"g"
"736";761;1268;"Centrochelys sulcata";"Mass";32,5;90,91;"g"
"737";777;1270;"Takydromus septentrionalis";"Mass";24;0,305;"mg"
"738";777;1270;"Takydromus septentrionalis";"Mass";24;0,3036;"mg"
"739";777;1270;"Takydromus septentrionalis";"Mass";24;0,2964;"mg"
"740";777;1270;"Takydromus septentrionalis";"Mass";26;0,3133;"mg"
"741";777;1270;"Takydromus septentrionalis";"Mass";26;0,3199;"mg"
"742";777;1270;"Takydromus septentrionalis";"Mass";26;0,3057;"mg"
"743";777;1270;"Takydromus septentrionalis";"Mass";28;0,2891;"mg"
"744";777;1270;"Takydromus septentrionalis";"Mass";28;0,3163;"mg"
"745";777;1270;"Takydromus septentrionalis";"Mass";28;0,2714;"mg"
"746";777;1270;"Takydromus septentrionalis";"Mass";31;0,3107;"mg"
"747";777;1270;"Takydromus septentrionalis";"Mass";32;0,2928;"mg"
"748";779;1272;"Ptyas dhumnades";"Mass";24;12,7;"g"
"749";779;1272;"Ptyas dhumnades";"Mass";24;11,5;"g"
"750";779;1272;"Ptyas dhumnades";"Mass";27;11,9;"g"
"751";779;1272;"Ptyas dhumnades";"Mass";27;12,7;"g"
"752";779;1272;"Ptyas dhumnades";"Mass";30;12,5;"g"
"753";779;1272;"Ptyas dhumnades";"Mass";30;12,5;"g"
"754";779;1272;"Ptyas dhumnades";"Mass";33;11,8;"g"
"755";779;1272;"Ptyas dhumnades";"Mass";33;13,4;"g"
"756";779;1272;"Ptyas dhumnades";"Mass";24;8,6;"g"
"757";779;1272;"Ptyas dhumnades";"Mass";24;8;"g"
"758";779;1272;"Ptyas dhumnades";"Mass";27;7,8;"g"
"759";779;1272;"Ptyas dhumnades";"Mass";27;8,6;"g"
"760";779;1272;"Ptyas dhumnades";"Mass";30;8,1;"g"
"761";779;1272;"Ptyas dhumnades";"Mass";30;8,2;"g"
"762";779;1272;"Ptyas dhumnades";"Mass";33;7,66;"g"
"763";779;1272;"Ptyas dhumnades";"Mass";33;8,38;"g"
"764";798;1273;"Deinagkistrodon acutus";"Mass";24;18,2;"g"
"765";798;1273;"Deinagkistrodon acutus";"Mass";26;18,1;"g"
"766";798;1273;"Deinagkistrodon acutus";"Mass";28;17,5;"g"
"767";798;1273;"Deinagkistrodon acutus";"Mass";30;20,8;"g"
"768";815;1283;"Natrix natrix";"Mass";19;4;"g"
"769";815;1283;"Natrix natrix";"Mass";25;3,9;"g"
"770";815;1283;"Natrix natrix";"Mass";25;3,9;"g"
"771";815;1283;"Natrix natrix";"Mass";31;3,7;"g"
"772";815;1283;"Natrix natrix";"Mass";19;13,3333;"g"
"773";815;1283;"Natrix natrix";"Mass";25;28,32;"g"
"774";815;1283;"Natrix natrix";"Mass";25;33,11538;"g"
"775";815;1283;"Natrix natrix";"Mass";31;32,56522;"g"
"776";824;1284;"Natrix natrix";"Mass";19;2,03;"g"
"777";824;1284;"Natrix natrix";"Mass";21;2,71;"g"
"778";824;1284;"Natrix natrix";"Mass";23;2,73;"g"
"779";824;1284;"Natrix natrix";"Mass";25;2,87;"g"
"780";824;1284;"Natrix natrix";"Mass";27;2,9;"g"
"781";824;1284;"Natrix natrix";"Mass";29;2,94;"g"
"782";824;1284;"Natrix natrix";"Mass";31;2,83;"g"
"783";832;1285;"Scincella modesta";"Mass";24;106;"g"
"784";832;1285;"Scincella modesta";"Mass";28;107,8;"g"
"785";832;1285;"Scincella modesta";"Mass";24;0,1087;"mg"
"786";832;1285;"Scincella modesta";"Mass";28;0,1099;"mg"
"787";855;1286;"Xenochrophis piscator";"Mass";24;1,71;"g"
"788";855;1286;"Xenochrophis piscator";"Mass";24;1,72;"g"
"789";855;1286;"Xenochrophis piscator";"Mass";27;1,69;"g"
"790";855;1286;"Xenochrophis piscator";"Mass";27;1,73;"g"
"791";855;1286;"Xenochrophis piscator";"Mass";30;1,52;"g"
"792";855;1286;"Xenochrophis piscator";"Mass";30;1,58;"g"
"793";859;1287;"Scincella modesta";"Mass";24;0,017;"g"
"794";859;1287;"Scincella modesta";"Mass";24;0,106;"g"
"795";859;1287;"Scincella modesta";"Mass";24;0,104;"g"
"796";859;1287;"Scincella modesta";"Mass";28;0,114;"g"
"797";859;1287;"Scincella modesta";"Mass";28;0,102;"g"
"798";859;1287;"Scincella modesta";"Mass";28;0,098;"g"
"799";864;1298;"Chelydra serpentina";"Mass";22;11,1;"g"
"800";864;1298;"Chelydra serpentina";"Mass";22;10,6;"g"
"801";864;1298;"Chelydra serpentina";"Mass";22;15;"g"
"802";864;1298;"Chelydra serpentina";"Mass";22;12,3;"g"
"803";864;1298;"Chelydra serpentina";"Mass";22;11,9;"g"
"804";864;1298;"Chelydra serpentina";"Mass";27;13,5;"g"
"805";864;1298;"Chelydra serpentina";"Mass";27;11,4;"g"
"806";864;1298;"Chelydra serpentina";"Mass";27;19,5;"g"
"807";864;1298;"Chelydra serpentina";"Mass";27;16,9;"g"
"808";864;1298;"Chelydra serpentina";"Mass";27;12,1;"g"
"809";864;1298;"Chelydra serpentina";"Mass";31;11,3;"g"
"810";864;1298;"Chelydra serpentina";"Mass";31;11,8;"g"
"811";864;1298;"Chelydra serpentina";"Mass";31;13,5;"g"
"812";864;1298;"Chelydra serpentina";"Mass";31;12,4;"g"
"813";868;1300;"Elusor macrurus";"Mass";26;7,38;"g"
"814";868;1300;"Elusor macrurus";"Mass";29;7,31;"g"
"815";868;1300;"Elusor macrurus";"Mass";32;6,91;"g"
"816";878;1301;"Elusor macrurus";"Mass";28;7,2;"g"
"817";878;1301;"Elusor macrurus";"Mass";28;7,3;"g"
"818";878;1301;"Elusor macrurus";"Mass";28;5,3;"g"
"819";887;1307;"Lacerta schreiberi";"Mass";24;1,13;"g"
"820";887;1307;"Lacerta schreiberi";"Mass";24;2,17;"g"
"821";887;1307;"Lacerta schreiberi";"Mass";28;1,1;"g"
"822";887;1307;"Lacerta schreiberi";"Mass";28;1,94;"g"
"823";887;1307;"Lacerta schreiberi";"Mass";32;0,89;"g"
"824";887;1307;"Lacerta schreiberi";"Mass";32;1,53;"g"
"825";904;1316;"Apalone mutica";"Mass";28,5;6,96;"g"
"826";904;1316;"Apalone mutica";"Mass";28,5;7,08;"g"
"827";904;1316;"Apalone mutica";"Mass";28,5;6,95;"g"
"828";904;1316;"Apalone mutica";"Mass";32,5;6,96;"g"
"829";904;1316;"Apalone mutica";"Mass";32,5;6,91;"g"
