
code	|	name	|	preferred name	|	taxid
1	|	Phyllodactylus reissii	|	 	|	502499
3	|	Phyllodactylus rutteni	|	 	|	 
3	|	Phyllodactylus santacruzensis	|	 	|	 
3	|	Phyllodactylus saxatilis	|	 	|	 
3	|	Phyllodactylus sentosus	|	 	|	 
1	|	Phyllodactylus simpsoni	|	 	|	2588637
1	|	Phyllodactylus sommeri	|	 	|	312726
1	|	Phyllodactylus thompsoni	|	 	|	1898975
3	|	Phyllodactylus transversalis	|	 	|	 
1	|	Phyllodactylus tuberculosus	|	 	|	502500
1	|	Phyllodactylus unctus	|	 	|	611294
3	|	Phyllodactylus ventralis	|	 	|	 
1	|	Phyllodactylus wirshingi	|	 	|	312723
1	|	Phyllodactylus xanti	|	 	|	221573
3	|	Phyllopezus diamantino	|	 	|	 
1	|	Phyllopezus heuteri	|	 	|	2339252
1	|	Phyllopezus lutzae	|	 	|	1208091
1	|	Phyllopezus maranjonensis	|	 	|	502501
1	|	Phyllopezus periosus	|	 	|	1183414
1	|	Phyllopezus pollicaris	|	 	|	298116
2	|	Phyllopezus przewalskii	|	Phyllopezus pollicaris przewalskyi	|	2020430
1	|	Phyllopezus selmae	|	 	|	2936032
1	|	Phyllorhynchus browni	|	 	|	1651147
1	|	Phyllorhynchus decurtatus	|	 	|	186559
1	|	Phyllurus amnicola	|	 	|	1017105
3	|	Phyllurus caudiannulatus	|	 	|	 
3	|	Phyllurus championae	|	 	|	 
3	|	Phyllurus fimbriatus	|	 	|	 
1	|	Phyllurus gulbaru	|	 	|	2480862
3	|	Phyllurus isis	|	 	|	 
1	|	Phyllurus kabikabi	|	 	|	1017106
3	|	Phyllurus nepthys	|	 	|	 
1	|	Phyllurus ossa	|	 	|	136856
3	|	Phyllurus pinnaclensis	|	 	|	 
1	|	Phyllurus platurus	|	 	|	221574
3	|	Phymaturus aguanegra	|	 	|	 
1	|	Phymaturus aguedae	|	 	|	1799695
1	|	Phymaturus alicahuense	|	 	|	2482782
1	|	Phymaturus antofagastensis	|	 	|	299249
1	|	Phymaturus bibronii	|	 	|	1799689
1	|	Phymaturus cacivioi	|	 	|	2171700
1	|	Phymaturus calcogaster	|	 	|	1260046
1	|	Phymaturus camilae	|	 	|	1885935
1	|	Phymaturus castillensis	|	 	|	1885936
1	|	Phymaturus ceii	|	 	|	1260047
1	|	Phymaturus chenqueniyen	|	 	|	2978200
1	|	Phymaturus curivilcun	|	 	|	2978196
1	|	Phymaturus darwini	|	 	|	2482783
1	|	Phymaturus delheyi	|	 	|	1260048
1	|	Phymaturus denotatus	|	 	|	1799688
3	|	Phymaturus desuetus	|	 	|	 
1	|	Phymaturus dorsimaculatus	|	 	|	971286
1	|	Phymaturus etheridgei	|	 	|	1260051
1	|	Phymaturus extrilidus	|	 	|	1260131
1	|	Phymaturus felixi	|	 	|	1260053
3	|	Phymaturus fiambala	|	 	|	 
1	|	Phymaturus indistinctus	|	 	|	221429
1	|	Phymaturus katenke	|	 	|	2978197
1	|	Phymaturus laurenti	|	 	|	1260130
3	|	Phymaturus loboi	|	 	|	 
1	|	Phymaturus mallimaccii	|	 	|	167120
1	|	Phymaturus manuelae	|	 	|	1260054
1	|	Phymaturus maquinchao	|	 	|	2978201
1	|	Phymaturus maulense	|	 	|	2482784
1	|	Phymaturus nevadoi	|	 	|	1260055
1	|	Phymaturus niger	|	 	|	2836313
1	|	Phymaturus palluma	|	 	|	109441
1	|	Phymaturus patagonicus	|	 	|	299250
1	|	Phymaturus payuniae	|	 	|	1260056
1	|	Phymaturus punae	|	 	|	167121
1	|	Phymaturus querque	|	 	|	1260058
1	|	Phymaturus rahuensis	|	 	|	2364275
1	|	Phymaturus robustus	|	 	|	2836314
1	|	Phymaturus roigorum	|	 	|	1260059
1	|	Phymaturus sinervoi	|	 	|	1885937
1	|	Phymaturus sitesi	|	 	|	1260060
1	|	Phymaturus somuncurensis	|	 	|	81831
1	|	Phymaturus spurcus	|	 	|	1260062
1	|	Phymaturus tenebrosus	|	 	|	1260063
3	|	Phymaturus timi	|	 	|	 
1	|	Phymaturus tromen	|	 	|	1799692
1	|	Phymaturus verdugo	|	 	|	1260064
1	|	Phymaturus videlai	|	 	|	1260065
1	|	Phymaturus vociferator	|	 	|	1260066
1	|	Phymaturus williamsi	|	 	|	1799691
1	|	Phymaturus yachanana	|	 	|	2364278
1	|	Phymaturus zapalensis	|	 	|	703240
1	|	Physignathus cocincinus	|	 	|	52200
1	|	Phytolopsis punctata	|	 	|	192591
1	|	Pinoyscincus abdictus	|	 	|	796714
1	|	Pinoyscincus coxi	|	 	|	796717
1	|	Pinoyscincus jagori	|	 	|	1273154
1	|	Pinoyscincus llanosi	|	 	|	796712
1	|	Pinoyscincus mindanensis	|	 	|	999668
1	|	Pituophis catenifer	|	 	|	94850
1	|	Pituophis deppei	|	 	|	94860
3	|	Pituophis insulanus	|	 	|	 
1	|	Pituophis lineaticollis	|	 	|	94862
1	|	Pituophis melanoleucus	|	 	|	8595
1	|	Pituophis ruthveni	|	 	|	94864
1	|	Pituophis vertebralis	|	 	|	94859
3	|	Placosoma cipoense	|	 	|	 
1	|	Placosoma cordylinum	|	 	|	174800
1	|	Placosoma glabellum	|	 	|	174801
3	|	Placosoma limaverdorum	|	 	|	 
1	|	Plagiopholis blakewayi	|	 	|	1126957
3	|	Plagiopholis delacouri	|	 	|	 
3	|	Plagiopholis nuchalis	|	 	|	 
1	|	Plagiopholis styani	|	 	|	527806
1	|	Platemys platycephala	|	 	|	44504
3	|	Platyceps afarensis	|	 	|	 
1	|	Platyceps atayevi	|	Platyceps najadum atayevi	|	286157
1	|	Platyceps bholanathi	|	 	|	2830704
3	|	Platyceps brevis	|	 	|	 
1	|	Platyceps collaris	|	 	|	166096
1	|	Platyceps elegantissimus	|	 	|	166099
1	|	Platyceps florulentus	|	 	|	166095
1	|	Platyceps gracilis	|	 	|	2830705
3	|	Platyceps insulanus	|	 	|	 
1	|	Platyceps josephi	|	 	|	2829530
1	|	Platyceps karelini	|	 	|	266776
1	|	Platyceps ladacensis	|	 	|	2560863
3	|	Platyceps largeni	|	 	|	 
3	|	Platyceps messanai	|	 	|	 
1	|	Platyceps najadum	|	 	|	166093
3	|	Platyceps noeli	|	 	|	 
1	|	Platyceps plinii	|	 	|	2830706
1	|	Platyceps rhodorachis	|	 	|	166098
1	|	Platyceps rogersi	|	 	|	166094
1	|	Platyceps saharicus	|	 	|	2174992
3	|	Platyceps schmidtleri	|	 	|	 
3	|	Platyceps scortecci	|	 	|	 
3	|	Platyceps sinai	|	 	|	 
3	|	Platyceps sindhensis	|	 	|	 
3	|	Platyceps somalicus	|	 	|	 
3	|	Platyceps taylori	|	 	|	 
1	|	Platyceps thomasi	|	 	|	2784005
1	|	Platyceps variabilis	|	 	|	286155
1	|	Platyceps ventromaculatus	|	 	|	166097
3	|	Platyceps vittacaudatus	|	 	|	 
1	|	Platyplectrurus madurensis	|	 	|	1545382
1	|	Platyplectrurus trilineatus	|	 	|	2976568
1	|	Platysaurus attenboroughi	|	 	|	1699657
1	|	Platysaurus broadleyi	|	 	|	884353
1	|	Platysaurus capensis	|	 	|	52175
3	|	Platysaurus guttatus	|	 	|	 
3	|	Platysaurus imperator	|	 	|	 
1	|	Platysaurus intermedius	|	 	|	126615
3	|	Platysaurus lebomboensis	|	 	|	 
3	|	Platysaurus maculatus	|	 	|	 
1	|	Platysaurus minor	|	 	|	884355
1	|	Platysaurus mitchelli	|	 	|	884356
1	|	Platysaurus monotropis	|	 	|	126616
3	|	Platysaurus ocellatus	|	 	|	 
1	|	Platysaurus orientalis	|	 	|	1699656
1	|	Platysaurus pungweensis	|	 	|	338843
3	|	Platysaurus relictus	|	 	|	 
3	|	Platysaurus torquatus	|	 	|	 
1	|	Platysternon megacephalum	|	 	|	55544
1	|	Plectrurus aureus	|	 	|	1545384
1	|	Plectrurus guentheri	|	 	|	2976569
1	|	Plectrurus perroteti	|	 	|	2035160
1	|	Plesiodipsas perijanensis	|	 	|	1545386
1	|	Plestiodon anthracinus	|	 	|	463512
1	|	Plestiodon barbouri	|	 	|	341449
1	|	Plestiodon bilineatus	|	 	|	946249
1	|	Plestiodon brevirostris	|	 	|	463513
1	|	Plestiodon callicephalus	|	 	|	463514
1	|	Plestiodon capito	|	 	|	463515
1	|	Plestiodon chinensis	|	 	|	463516
3	|	Plestiodon colimensis	|	 	|	 
1	|	Plestiodon copei	|	 	|	463518
3	|	Plestiodon coreensis	|	 	|	 
1	|	Plestiodon dicei	|	 	|	946255
1	|	Plestiodon dugesii	|	 	|	463520
1	|	Plestiodon egregius	|	 	|	463521
1	|	Plestiodon elegans	|	 	|	463522
1	|	Plestiodon fasciatus	|	 	|	463523
1	|	Plestiodon finitimus	|	 	|	1054201
1	|	Plestiodon gilberti	|	 	|	463524
1	|	Plestiodon indubitus	|	 	|	946252
1	|	Plestiodon inexpectatus	|	 	|	463525
1	|	Plestiodon japonicus	|	 	|	341448
1	|	Plestiodon kishinouyei	|	 	|	463526
1	|	Plestiodon kuchinoshimensis	|	 	|	1406953
1	|	Plestiodon lagunensis	|	 	|	463527
1	|	Plestiodon laticeps	|	 	|	463528
1	|	Plestiodon latiscutatus	|	 	|	391659
3	|	Plestiodon leucostictus	|	 	|	 
1	|	Plestiodon liui	|	 	|	463529
3	|	Plestiodon longiartus	|	 	|	 
1	|	Plestiodon longirostris	|	 	|	463530
1	|	Plestiodon lotus	|	 	|	2175000
1	|	Plestiodon lynxe	|	 	|	463531
1	|	Plestiodon marginatus	|	 	|	463532
3	|	Plestiodon multilineatus	|	 	|	 
1	|	Plestiodon multivirgatus	|	 	|	463534
1	|	Plestiodon nietoi	|	 	|	2420349
1	|	Plestiodon obsoletus	|	 	|	463535
1	|	Plestiodon ochoterenae	|	 	|	463537
1	|	Plestiodon oshimensis	|	 	|	946258
1	|	Plestiodon parviauriculatus	|	 	|	463539
1	|	Plestiodon parvulus	|	 	|	463540
3	|	Plestiodon popei	|	 	|	 
1	|	Plestiodon quadrilineatus	|	 	|	463542
1	|	Plestiodon reynoldsi	|	 	|	463543
1	|	Plestiodon septentrionalis	|	 	|	463544
1	|	Plestiodon skiltonianus	|	 	|	463545
1	|	Plestiodon stimpsonii	|	 	|	463546
1	|	Plestiodon sumichrasti	|	 	|	463547
1	|	Plestiodon takarai	|	 	|	1983462
1	|	Plestiodon tamdaoensis	|	 	|	463548
1	|	Plestiodon tetragrammus	|	 	|	463549
1	|	Plestiodon tunganus	|	 	|	463550
3	|	Pletholax edelensis	|	 	|	 
1	|	Pletholax gracilis	|	 	|	207565
3	|	Plica caribeana	|	 	|	 
3	|	Plica kathleenae	|	 	|	 
1	|	Plica lumaria	|	 	|	179268
3	|	Plica medemi	|	 	|	 
1	|	Plica pansticta	|	 	|	2779165
1	|	Plica plica	|	 	|	179265
3	|	Plica rayi	|	 	|	 
1	|	Plica umbra	|	 	|	179269
1	|	Pliocercus elapoides	|	 	|	699591
1	|	Pliocercus euryzonus	|	 	|	1899462
1	|	Podarcis bocagei	|	 	|	90520
1	|	Podarcis carbonelli	|	 	|	159718
1	|	Podarcis cretensis	|	 	|	1330250
1	|	Podarcis erhardii	|	 	|	140042
1	|	Podarcis filfolensis	|	 	|	65481
1	|	Podarcis gaigeae	|	 	|	90521
3	|	Podarcis galerai	|	 	|	 
1	|	Podarcis guadarramae	|	 	|	2060114
1	|	Podarcis hispanicus	|	 	|	74081
1	|	Podarcis ionicus	|	 	|	1958896
3	|	Podarcis latastei	|	 	|	 
1	|	Podarcis levendis	|	 	|	1958899
1	|	Podarcis lilfordi	|	 	|	74358
1	|	Podarcis liolepis	|	 	|	662736
1	|	Podarcis lusitanicus	|	Podarcis guadarramae lusitanicus	|	2060116
1	|	Podarcis melisellensis	|	 	|	65482
1	|	Podarcis milensis	|	 	|	90522
1	|	Podarcis muralis	|	 	|	64176
1	|	Podarcis peloponnesiacus	|	 	|	90523
1	|	Podarcis pityusensis	|	 	|	74359
1	|	Podarcis raffonei	|	 	|	65483
1	|	Podarcis siculus	|	 	|	65484
1	|	Podarcis tauricus	|	 	|	64415
1	|	Podarcis tiliguerta	|	 	|	65485
1	|	Podarcis vaucheri	|	 	|	140051
1	|	Podarcis virescens	|	 	|	1663189
1	|	Podarcis waglerianus	|	 	|	65486
1	|	Podocnemis erythrocephala	|	 	|	510619
1	|	Podocnemis expansa	|	 	|	44507
1	|	Podocnemis lewyana	|	 	|	428006
1	|	Podocnemis sextuberculata	|	 	|	510613
1	|	Podocnemis unifilis	|	 	|	227871
1	|	Podocnemis vogli	|	 	|	510618
3	|	Poecilopholis cameronensis	|	 	|	 
1	|	Pogona barbata	|	 	|	52202
1	|	Pogona henrylawsoni	|	 	|	206599
3	|	Pogona microlepidota	|	 	|	 
1	|	Pogona minor	|	 	|	206602
1	|	Pogona nullarbor	|	 	|	206603
1	|	Pogona vitticeps	|	 	|	103695
1	|	Polemon acanthias	|	 	|	292862
3	|	Polemon ater	|	 	|	 
3	|	Polemon barthii	|	 	|	 
1	|	Polemon bocourti	|	 	|	2358289
1	|	Polemon christyi	|	 	|	2137772
1	|	Polemon collaris	|	 	|	292860
1	|	Polemon fulvicollis	|	 	|	2137774
3	|	Polemon gabonensis	|	 	|	 
3	|	Polemon gracilis	|	 	|	 
1	|	Polemon graueri	|	Polemon fulvicollis graueri	|	2137777
3	|	Polemon griseiceps	|	 	|	 
3	|	Polemon neuwiedi	|	 	|	 
1	|	Polemon notatus	|	 	|	292861
1	|	Polemon robustus	|	 	|	2137770
1	|	Polychrus acutirostris	|	 	|	161137
1	|	Polychrus auduboni	|	 	|	2008423
1	|	Polychrus femoralis	|	 	|	161138
1	|	Polychrus gutturosus	|	 	|	161139
1	|	Polychrus jacquelinae	|	 	|	2008411
1	|	Polychrus liogaster	|	 	|	1562750
1	|	Polychrus marmoratus	|	 	|	38934
1	|	Polychrus peruvianus	|	 	|	2008421
1	|	Poromera fordii	|	 	|	80458
1	|	Porthidium arcosae	|	 	|	548255
1	|	Porthidium dunni	|	 	|	230465
1	|	Porthidium hespere	|	 	|	473785
1	|	Porthidium lansbergii	|	 	|	106599
1	|	Porthidium nasutum	|	 	|	74558
1	|	Porthidium ophryomegas	|	 	|	44717
1	|	Porthidium porrasi	|	 	|	335859
3	|	Porthidium volcanicum	|	 	|	 
1	|	Porthidium yucatanicum	|	 	|	335857
1	|	Potamites ecpleopus	|	 	|	174728
1	|	Potamites erythrocularis	|	 	|	1819635
3	|	Potamites hydroimperator	|	 	|	 
1	|	Potamites juruazensis	|	 	|	174729
1	|	Potamites montanicola	|	 	|	1819630
3	|	Potamites ocellatus	|	 	|	 
1	|	Potamites strangulatus	|	 	|	269733
1	|	Potamites trachodus	|	Potamites strangulatus trachodus	|	1819660
1	|	Praeteropus auxilliger	|	 	|	2831611
1	|	Praeteropus brevicollis	|	 	|	1353942
1	|	Praeteropus gowi	|	 	|	1353943
1	|	Praeteropus monachus	|	 	|	2831610
1	|	Prasinohaema flavipes	|	 	|	2065369
3	|	Prasinohaema parkeri	|	 	|	 
1	|	Prasinohaema prehensicauda	|	 	|	573229
1	|	Prasinohaema semoni	|	 	|	2065370
1	|	Prasinohaema virens	|	 	|	220792
1	|	Pristidactylus achalensis	|	 	|	1737112
1	|	Pristidactylus alvaroi	|	 	|	1737113
1	|	Pristidactylus araucanus	|	 	|	1737116
1	|	Pristidactylus casuhatiensis	|	 	|	2729577
1	|	Pristidactylus fasciatus	|	 	|	1737114
1	|	Pristidactylus nigroiugulus	|	 	|	1737115
1	|	Pristidactylus scapulatus	|	 	|	161140
1	|	Pristidactylus torquatus	|	 	|	43615
1	|	Pristidactylus valeriae	|	 	|	2973557
1	|	Pristidactylus volcanensis	|	 	|	2973558
1	|	Pristurus abdelkuri	|	 	|	706251
1	|	Pristurus adrarensis	|	 	|	1530252
1	|	Pristurus carteri	|	 	|	401534
1	|	Pristurus celerrimus	|	 	|	706252
1	|	Pristurus collaris	|	 	|	1530253
1	|	Pristurus crucifer	|	 	|	706253
1	|	Pristurus flavipunctatus	|	 	|	706254
1	|	Pristurus gallagheri	|	 	|	1530254
1	|	Pristurus guichardi	|	 	|	706255
3	|	Pristurus guweirensis	|	 	|	 
1	|	Pristurus insignis	|	 	|	706256
1	|	Pristurus insignoides	|	 	|	1530255
3	|	Pristurus longipes	|	 	|	 
1	|	Pristurus masirahensis	|	 	|	2654423
3	|	Pristurus mazbah	|	 	|	 
1	|	Pristurus minimus	|	 	|	706257
1	|	Pristurus obsti	|	 	|	1530256
1	|	Pristurus ornithocephalus	|	 	|	2784006
1	|	Pristurus phillipsii	|	 	|	2827544
1	|	Pristurus popovi	|	 	|	1530259
1	|	Pristurus rupestris	|	 	|	706258
3	|	Pristurus saada	|	 	|	 
1	|	Pristurus samhaensis	|	 	|	1530262
3	|	Pristurus schneideri	|	 	|	 
3	|	Pristurus simonettai	|	 	|	 
1	|	Pristurus sokotranus	|	 	|	706259
1	|	Pristurus somalicus	|	 	|	706260
1	|	Proablepharus reginae	|	 	|	1041601
1	|	Proablepharus tenuis	|	 	|	1175213
1	|	Proahaetulla antiqua	|	 	|	2597821
1	|	Proatheris superciliaris	|	 	|	110218
1	|	Procellosaurinus erythrocercus	|	 	|	174805
1	|	Procellosaurinus tetradactylus	|	 	|	174806
1	|	Proctoporus bolivianus	|	 	|	227088
1	|	Proctoporus carabaya	|	 	|	1819637
3	|	Proctoporus cephalolineatus	|	 	|	 
1	|	Proctoporus chasqui	|	 	|	1234254
1	|	Proctoporus guentheri	|	 	|	232286
1	|	Proctoporus iridescens	|	 	|	1819656
1	|	Proctoporus katerynae	|	 	|	2922848
3	|	Proctoporus kiziriani	|	 	|	 
3	|	Proctoporus lacertus	|	 	|	 
1	|	Proctoporus laudahnae	|	 	|	1819659
3	|	Proctoporus machupicchu	|	 	|	 
1	|	Proctoporus optimus	|	 	|	2922849
1	|	Proctoporus oreades	|	 	|	1819706
3	|	Proctoporus otishi	|	 	|	 
1	|	Proctoporus pachyurus	|	 	|	321032
1	|	Proctoporus rahmi	|	 	|	1819708
1	|	Proctoporus spinalis	|	 	|	1819710
1	|	Proctoporus sucullucu	|	 	|	235263
1	|	Proctoporus titans	|	 	|	3017789
1	|	Proctoporus unsaacae	|	 	|	235262
1	|	Proctoporus xestus	|	 	|	1234257
3	|	Proscelotes aenea	|	 	|	 
1	|	Proscelotes arnoldi	|	 	|	1041589
1	|	Proscelotes eggeli	|	 	|	211869
1	|	Prosymna ambigua	|	 	|	2202443
1	|	Prosymna angolensis	|	 	|	2974264
1	|	Prosymna bivittata	|	 	|	2202444
1	|	Prosymna confusa	|	 	|	2974262
1	|	Prosymna frontalis	|	 	|	1720256
1	|	Prosymna greigerti	|	 	|	992188
1	|	Prosymna janii	|	 	|	578147
1	|	Prosymna lineata	|	 	|	2202445
1	|	Prosymna lisima	|	 	|	2974263
1	|	Prosymna meleagris	|	 	|	992187
3	|	Prosymna ornatissima	|	 	|	 
3	|	Prosymna pitmani	|	 	|	 
1	|	Prosymna ruspolii	|	 	|	382740
3	|	Prosymna semifasciata	|	 	|	 
3	|	Prosymna somalica	|	 	|	 
1	|	Prosymna stuhlmanni	|	 	|	2202446
1	|	Prosymna sundevalli	|	 	|	2202447
1	|	Prosymna visseri	|	 	|	224565
1	|	Protoblepharus apatani	|	 	|	2867951
3	|	Protoblepharus medogensis	|	 	|	 
3	|	Protoblepharus nyingchiensis	|	 	|	 
1	|	Protobothrops cornutus	|	 	|	242842
1	|	Protobothrops dabieshanensis	|	 	|	1378175
1	|	Protobothrops elegans	|	 	|	88086
1	|	Protobothrops flavoviridis	|	 	|	88087
1	|	Protobothrops himalayanus	|	 	|	1515440
1	|	Protobothrops jerdonii	|	 	|	242841
1	|	Protobothrops kaulbacki	|	 	|	393198
1	|	Protobothrops kelomohy	|	 	|	2572039
1	|	Protobothrops mangshanensis	|	 	|	242058
1	|	Protobothrops maolanensis	|	 	|	1147742
1	|	Protobothrops mucrosquamatus	|	 	|	103944
1	|	Protobothrops sieversorum	|	 	|	699372
1	|	Protobothrops tokarensis	|	 	|	61225
1	|	Protobothrops trungkhanhensis	|	 	|	1696545
1	|	Protobothrops xiangchengensis	|	 	|	313189
1	|	Psammobates geometricus	|	 	|	286013
1	|	Psammobates oculifer	|	Psammobates oculiferus	|	286023
1	|	Psammobates tentorius	|	 	|	286014
1	|	Psammodromus algirus	|	 	|	80460
1	|	Psammodromus blanci	|	 	|	360642
1	|	Psammodromus edwarsianus	|	 	|	360641
1	|	Psammodromus hispanicus	|	 	|	80468
1	|	Psammodromus microdactylus	|	 	|	2042820
1	|	Psammodromus occidentalis	|	 	|	644737
1	|	Psammodynastes pictus	|	 	|	1899463
1	|	Psammodynastes pulverulentus	|	 	|	186598
1	|	Psammophilus blanfordanus	|	 	|	1545390
1	|	Psammophilus dorsalis	|	 	|	2307236
1	|	Psammophis aegyptius	|	 	|	434256
1	|	Psammophis afroccidentalis	|	 	|	2575958
1	|	Psammophis angolensis	|	 	|	382741
3	|	Psammophis ansorgii	|	 	|	 
1	|	Psammophis biseriatus	|	 	|	382742
1	|	Psammophis brevirostris	|	 	|	382743
1	|	Psammophis condanarus	|	 	|	39359
1	|	Psammophis cornusafricae	|	 	|	3065723
1	|	Psammophis crucifer	|	 	|	382744
1	|	Psammophis elegans	|	 	|	434257
1	|	Psammophis indochinensis	|	 	|	2905752
1	|	Psammophis jallae	|	 	|	382745
1	|	Psammophis leightoni	|	 	|	382746
1	|	Psammophis leithii	|	 	|	2202448
1	|	Psammophis leopardinus	|	 	|	382747
1	|	Psammophis lineatus	|	 	|	578473
1	|	Psammophis lineolatus	|	 	|	224566
3	|	Psammophis longifrons	|	 	|	 
1	|	Psammophis mossambicus	|	 	|	234064
1	|	Psammophis notostictus	|	 	|	382749
1	|	Psammophis orientalis	|	 	|	382750
1	|	Psammophis phillipsii	|	 	|	292881
1	|	Psammophis praeornatus	|	 	|	578465
3	|	Psammophis pulcher	|	 	|	 
1	|	Psammophis punctulatus	|	 	|	382754
1	|	Psammophis rukwae	|	 	|	382756
1	|	Psammophis schokari	|	 	|	292864
1	|	Psammophis sibilans	|	 	|	434258
1	|	Psammophis subtaeniatus	|	 	|	292884
1	|	Psammophis sudanensis	|	 	|	382780
1	|	Psammophis tanganicus	|	 	|	382757
1	|	Psammophis trigrammus	|	 	|	382758
3	|	Psammophis trivirgatus	|	 	|	 
1	|	Psammophis turpanensis	|	 	|	2855687
3	|	Psammophis zambiensis	|	 	|	 
2	|	Psammophylax kellyi	|	Psammophylax sp. ChK-2018a	|	2498007
1	|	Psammophylax multisquamis	|	 	|	382759
3	|	Psammophylax ocellatus	|	 	|	 
1	|	Psammophylax rhombeatus	|	 	|	382760
1	|	Psammophylax tritaeniatus	|	 	|	382761
1	|	Psammophylax variabilis	|	 	|	211603
1	|	Pseudagkistrodon rudis	|	 	|	2759634
3	|	Pseudalsophis biserialis	|	 	|	 
3	|	Pseudalsophis darwini	|	 	|	 
1	|	Pseudalsophis dorsalis	|	 	|	1260350
1	|	Pseudalsophis elegans	|	 	|	1260351
3	|	Pseudalsophis hephaestus	|	 	|	 
3	|	Pseudalsophis hoodensis	|	 	|	 
3	|	Pseudalsophis occidentalis	|	 	|	 
3	|	Pseudalsophis slevini	|	 	|	 
3	|	Pseudalsophis steindachneri	|	 	|	 
3	|	Pseudalsophis thomasi	|	 	|	 
1	|	Pseudaspis cana	|	 	|	184168
1	|	Pseudechis australis	|	 	|	8670
1	|	Pseudechis butleri	|	 	|	239756
1	|	Pseudechis colletti	|	 	|	239754
1	|	Pseudechis guttatus	|	 	|	239755
1	|	Pseudechis pailsei	|	 	|	1908288
1	|	Pseudechis papuanus	|	 	|	61265
1	|	Pseudechis porphyriacus	|	 	|	8671
1	|	Pseudechis rossignolii	|	 	|	1489342
1	|	Pseudechis weigeli	|	 	|	1908289
1	|	Pseudelaphe flavirufa	|	 	|	201446
3	|	Pseudelaphe phaescens	|	 	|	 
1	|	Pseudemoia baudini	|	 	|	394165
1	|	Pseudemoia cryodroma	|	 	|	394166
1	|	Pseudemoia entrecasteauxii	|	 	|	223249
1	|	Pseudemoia pagenstecheri	|	 	|	394167
1	|	Pseudemoia rawlinsoni	|	 	|	394168
1	|	Pseudemoia spenceri	|	 	|	394169
1	|	Pseudemydura umbrina	|	 	|	44510
1	|	Pseudemys alabamensis	|	 	|	667122
1	|	Pseudemys concinna	|	 	|	270252
1	|	Pseudemys floridana	|	Pseudemys concinna floridana	|	1087313
1	|	Pseudemys gorzugi	|	 	|	667124
1	|	Pseudemys nelsoni	|	 	|	301539
1	|	Pseudemys peninsularis	|	 	|	580248
1	|	Pseudemys rubriventris	|	 	|	580249
1	|	Pseudemys texana	|	 	|	365650
3	|	Pseuderemias brenneri	|	 	|	 
3	|	Pseuderemias erythrosticta	|	 	|	 
3	|	Pseuderemias mucronata	|	 	|	 
3	|	Pseuderemias savagei	|	 	|	 
3	|	Pseuderemias septemstriata	|	 	|	 
1	|	Pseuderemias smithii	|	 	|	450850
3	|	Pseuderemias striatus	|	 	|	 
3	|	Pseudoacontias angelorum	|	 	|	 
3	|	Pseudoacontias madagascariensis	|	 	|	 
1	|	Pseudoacontias menamainty	|	 	|	249513
3	|	Pseudoacontias unicolor	|	 	|	 
1	|	Pseudoboa coronata	|	 	|	121359
3	|	Pseudoboa haasi	|	 	|	 
3	|	Pseudoboa martinsi	|	 	|	 
1	|	Pseudoboa neuwiedii	|	 	|	121360
1	|	Pseudoboa nigra	|	 	|	211649
3	|	Pseudoboa serrana	|	 	|	 
3	|	Pseudoboodon abyssinicus	|	 	|	 
3	|	Pseudoboodon boehmei	|	 	|	 
1	|	Pseudoboodon gascae	|	 	|	2202450
1	|	Pseudoboodon lemniscatus	|	 	|	382772
3	|	Pseudoboodon sandfordorum	|	 	|	 
3	|	Pseudocalotes andamanensis	|	 	|	 
1	|	Pseudocalotes baliomus	|	 	|	2015587
3	|	Pseudocalotes bapoensis	|	 	|	 
1	|	Pseudocalotes brevipes	|	 	|	118226
1	|	Pseudocalotes cybelidermus	|	 	|	1873158
3	|	Pseudocalotes dringi	|	 	|	 
1	|	Pseudocalotes drogon	|	 	|	1874876
1	|	Pseudocalotes flavigula	|	 	|	118227
1	|	Pseudocalotes floweri	|	 	|	1874874
1	|	Pseudocalotes guttalineatus	|	 	|	1873159
1	|	Pseudocalotes kakhienensis	|	 	|	703241
3	|	Pseudocalotes khaonanensis	|	 	|	 
1	|	Pseudocalotes kingdonwardi	|	 	|	2015585
1	|	Pseudocalotes larutensis	|	 	|	1874875
1	|	Pseudocalotes microlepis	|	 	|	1963763
3	|	Pseudocalotes poilani	|	 	|	 
1	|	Pseudocalotes rhaegal	|	 	|	1874879
1	|	Pseudocalotes rhammanotus	|	 	|	1873161
3	|	Pseudocalotes saravacensis	|	 	|	 
1	|	Pseudocalotes tympanistriga	|	 	|	1873160
1	|	Pseudocalotes viserion	|	 	|	1874880
3	|	Pseudocalotes ziegleri	|	 	|	 
1	|	Pseudoceramodactylus khobarensis	|	 	|	930227
1	|	Pseudocerastes fieldi	|	 	|	1355908
1	|	Pseudocerastes persicus	|	 	|	47769
1	|	Pseudocerastes urarachnoides	|	 	|	1353790
3	|	Pseudocophotis kontumensis	|	 	|	 
3	|	Pseudocophotis sumatrana	|	 	|	 
1	|	Pseudocordylus langi	|	 	|	884357
1	|	Pseudocordylus melanotus	|	 	|	126629
1	|	Pseudocordylus microlepidotus	|	 	|	357130
1	|	Pseudocordylus spinosus	|	 	|	884358
1	|	Pseudocordylus subviridis	|	 	|	884359
1	|	Pseudocordylus transvaalensis	|	 	|	884360
1	|	Pseudoeryx plicatilis	|	 	|	121362
