
code	|	name	|	preferred name	|	taxid
3	|	Argyrophis fuscus	|	 	|	 
3	|	Argyrophis giadinhensis	|	 	|	 
3	|	Argyrophis hypsobothrius	|	 	|	 
3	|	Argyrophis klemmeri	|	 	|	 
3	|	Argyrophis koshunensis	|	 	|	 
1	|	Argyrophis muelleri	|	 	|	1126052
3	|	Argyrophis oatesii	|	 	|	 
3	|	Argyrophis roxaneae	|	 	|	 
3	|	Argyrophis siamensis	|	 	|	 
3	|	Argyrophis trangensis	|	 	|	 
1	|	Aristelliger barbouri	|	 	|	2033052
1	|	Aristelliger cochranae	|	 	|	2033053
1	|	Aristelliger expectatus	|	 	|	1573460
1	|	Aristelliger georgeensis	|	 	|	933623
1	|	Aristelliger hechti	|	 	|	2033050
1	|	Aristelliger lar	|	 	|	460616
1	|	Aristelliger nelsoni	|	 	|	2033049
1	|	Aristelliger praesignis	|	 	|	933624
1	|	Aristelliger reyesi	|	 	|	2033057
1	|	Arizona elegans	|	 	|	94893
1	|	Arizona pacata	|	 	|	2316901
3	|	Arrhyton ainictum	|	 	|	 
1	|	Arrhyton albicollum	|	 	|	2939262
1	|	Arrhyton dolichura	|	 	|	121306
1	|	Arrhyton procerum	|	 	|	121311
1	|	Arrhyton redimitum	|	 	|	121309
1	|	Arrhyton supernum	|	 	|	121312
1	|	Arrhyton taeniatum	|	 	|	121313
1	|	Arrhyton tanyplectum	|	 	|	121314
1	|	Arrhyton vittatum	|	 	|	121315
1	|	Arthrosaura kockii	|	 	|	174774
3	|	Arthrosaura montigena	|	 	|	 
1	|	Arthrosaura reticulata	|	 	|	174775
3	|	Arthrosaura synaptolepis	|	 	|	 
3	|	Arthrosaura testigensis	|	 	|	 
3	|	Arthrosaura tyleri	|	 	|	 
3	|	Arthrosaura versteegii	|	 	|	 
1	|	Asaccus andersoni	|	 	|	2783616
1	|	Asaccus arnoldi	|	 	|	2364125
3	|	Asaccus barani	|	 	|	 
1	|	Asaccus caudivolvulus	|	 	|	886391
1	|	Asaccus elisae	|	 	|	886392
1	|	Asaccus gallagheri	|	 	|	886393
1	|	Asaccus gardneri	|	 	|	1899216
1	|	Asaccus granularis	|	 	|	2783617
1	|	Asaccus griseonotus	|	 	|	886394
1	|	Asaccus iranicus	|	 	|	2783618
1	|	Asaccus kermanshahensis	|	 	|	2783619
1	|	Asaccus kurdistanensis	|	 	|	2783620
1	|	Asaccus margaritae	|	 	|	1899217
1	|	Asaccus montanus	|	 	|	886395
1	|	Asaccus nasrullahi	|	 	|	886396
1	|	Asaccus platyrhynchus	|	 	|	502508
3	|	Asaccus saffinae	|	 	|	 
1	|	Asaccus tangestanensis	|	 	|	2783621
1	|	Asaccus zagrosicus	|	 	|	2783622
1	|	Aspidelaps lubricus	|	 	|	889328
1	|	Aspidelaps scutatus	|	 	|	8607
1	|	Aspidites melanocephalus	|	 	|	51883
1	|	Aspidites ramsayi	|	 	|	461326
1	|	Aspidomorphus lineaticollis	|	 	|	703223
1	|	Aspidomorphus muelleri	|	 	|	66184
1	|	Aspidomorphus schlegelii	|	 	|	703224
1	|	Aspidoscelis angusticeps	|	 	|	1433128
1	|	Aspidoscelis burti	|	 	|	171129
1	|	Aspidoscelis calidipes	|	 	|	2936307
1	|	Aspidoscelis carmenensis	|	 	|	2936308
1	|	Aspidoscelis ceralbensis	|	 	|	90904
1	|	Aspidoscelis communis	|	 	|	873080
1	|	Aspidoscelis costatus	|	 	|	171131
1	|	Aspidoscelis cozumela	|	Aspidoscelis cozumelus	|	1433133
1	|	Aspidoscelis danheimae	|	 	|	2936309
1	|	Aspidoscelis deppii	|	 	|	171134
1	|	Aspidoscelis dixoni	|	 	|	2983680
3	|	Aspidoscelis espiritensis	|	 	|	 
1	|	Aspidoscelis exsanguis	|	 	|	2202118
1	|	Aspidoscelis franciscensis	|	 	|	2936310
1	|	Aspidoscelis gularis	|	 	|	68351
1	|	Aspidoscelis guttatus	|	 	|	90906
1	|	Aspidoscelis hyperythrus	|	 	|	90907
1	|	Aspidoscelis inornatus	|	 	|	68352
1	|	Aspidoscelis labialis	|	 	|	2936312
1	|	Aspidoscelis laredoensis	|	 	|	68353
1	|	Aspidoscelis lineattissimus	|	 	|	873081
1	|	Aspidoscelis marmoratus	|	 	|	403789
1	|	Aspidoscelis martyris	|	 	|	2936313
1	|	Aspidoscelis maslini	|	 	|	1433130
1	|	Aspidoscelis maximus	|	 	|	122585
1	|	Aspidoscelis mexicanus	|	 	|	2936314
1	|	Aspidoscelis motaguae	|	 	|	2202119
1	|	Aspidoscelis neomexicanus	|	 	|	2936315
1	|	Aspidoscelis neotesselatus	|	 	|	1842986
1	|	Aspidoscelis opatae	|	 	|	2202120
3	|	Aspidoscelis pai	|	 	|	 
1	|	Aspidoscelis parvisocius	|	 	|	2936316
1	|	Aspidoscelis pictus	|	 	|	2936317
1	|	Aspidoscelis preopatae	|	 	|	2817070
1	|	Aspidoscelis rodecki	|	 	|	212533
1	|	Aspidoscelis sackii	|	 	|	2936318
1	|	Aspidoscelis scalaris	|	 	|	171142
1	|	Aspidoscelis sexlineatus	|	 	|	68356
1	|	Aspidoscelis sonorae	|	 	|	2358263
1	|	Aspidoscelis stictogrammus	|	 	|	171146
1	|	Aspidoscelis tesselatus	|	 	|	1842987
1	|	Aspidoscelis tigris	|	 	|	52180
1	|	Aspidoscelis uniparens	|	 	|	37197
1	|	Aspidoscelis velox	|	 	|	480411
3	|	Aspidoscelis xanthonotus	|	 	|	 
3	|	Aspidura brachyorrhos	|	 	|	 
1	|	Aspidura ceylonensis	|	 	|	1297011
3	|	Aspidura copei	|	 	|	 
3	|	Aspidura deraniyagalae	|	 	|	 
3	|	Aspidura desilvai	|	 	|	 
1	|	Aspidura drummondhayi	|	 	|	1296314
1	|	Aspidura guentheri	|	 	|	1296316
1	|	Aspidura ravanai	|	 	|	2202121
1	|	Aspidura trachyprocta	|	 	|	1296315
1	|	Aspronema cochabambae	|	 	|	127585
1	|	Aspronema dorsivittatum	|	 	|	127584
3	|	Asthenodipsas borneensis	|	 	|	 
3	|	Asthenodipsas ingeri	|	 	|	 
3	|	Asthenodipsas jamilinaisi	|	 	|	 
1	|	Asthenodipsas laevis	|	 	|	1378112
1	|	Asthenodipsas lasgalenensis	|	 	|	1378113
1	|	Asthenodipsas malaccanus	|	 	|	1899436
3	|	Asthenodipsas stuebingi	|	 	|	 
1	|	Asthenodipsas tropidonotus	|	 	|	258779
1	|	Asthenodipsas vertebralis	|	 	|	258777
1	|	Astrochelys radiata	|	 	|	66190
1	|	Astrochelys yniphora	|	 	|	532073
1	|	Ateuchosaurus chinensis	|	 	|	2597157
3	|	Ateuchosaurus okinavensis	|	 	|	 
1	|	Ateuchosaurus pellopleurus	|	 	|	316453
3	|	Atheris acuminata	|	 	|	 
3	|	Atheris anisolepis	|	 	|	 
1	|	Atheris barbouri	|	 	|	110220
3	|	Atheris broadleyi	|	 	|	 
1	|	Atheris ceratophora	|	 	|	110223
1	|	Atheris chlorechis	|	 	|	110216
1	|	Atheris desaixi	|	 	|	110221
3	|	Atheris hetfieldi	|	 	|	 
3	|	Atheris hirsuta	|	 	|	 
1	|	Atheris hispida	|	 	|	110222
3	|	Atheris katangensis	|	 	|	 
1	|	Atheris mabuensis	|	 	|	2024749
1	|	Atheris matildae	|	 	|	1165133
3	|	Atheris mongoensis	|	 	|	 
1	|	Atheris nitschei	|	 	|	110224
1	|	Atheris rungweensis	|	 	|	2024750
1	|	Atheris squamigera	|	 	|	110225
3	|	Atheris subocularis	|	 	|	 
1	|	Atlantolacerta andreanskyi	|	 	|	651308
1	|	Atractaspis andersonii	|	 	|	8600
1	|	Atractaspis aterrima	|	 	|	1355159
3	|	Atractaspis battersbyi	|	 	|	 
1	|	Atractaspis bibronii	|	 	|	61304
1	|	Atractaspis boulengeri	|	 	|	292845
1	|	Atractaspis branchi	|	 	|	2517259
1	|	Atractaspis congica	|	 	|	2137784
1	|	Atractaspis corpulenta	|	 	|	39393
1	|	Atractaspis dahomeyensis	|	 	|	2572141
1	|	Atractaspis duerdeni	|	 	|	2137785
1	|	Atractaspis engaddensis	|	 	|	1343144
3	|	Atractaspis engdahli	|	 	|	 
1	|	Atractaspis fallax	|	 	|	2202122
1	|	Atractaspis irregularis	|	 	|	512568
3	|	Atractaspis leucomelas	|	 	|	 
3	|	Atractaspis magrettii	|	 	|	 
1	|	Atractaspis microlepidota	|	 	|	42165
1	|	Atractaspis micropholis	|	 	|	55260
3	|	Atractaspis phillipsi	|	 	|	 
1	|	Atractaspis reticulata	|	 	|	2572145
3	|	Atractaspis scorteccii	|	 	|	 
1	|	Atractaspis watsoni	|	 	|	2572142
3	|	Atractus aboiporu	|	 	|	 
3	|	Atractus acheronius	|	 	|	 
3	|	Atractus akerios	|	 	|	 
1	|	Atractus albuquerquei	|	 	|	666071
3	|	Atractus alphonsehogei	|	 	|	 
3	|	Atractus altagratiae	|	 	|	 
3	|	Atractus alytogrammus	|	 	|	 
3	|	Atractus andinus	|	 	|	 
3	|	Atractus apophis	|	 	|	 
1	|	Atractus arangoi	|	 	|	2961921
1	|	Atractus atlas	|	 	|	2304067
3	|	Atractus atratus	|	 	|	 
3	|	Atractus attenuatus	|	 	|	 
3	|	Atractus avernus	|	 	|	 
3	|	Atractus ayeush	|	 	|	 
1	|	Atractus badius	|	 	|	121317
3	|	Atractus biseriatus	|	 	|	 
3	|	Atractus bocki	|	 	|	 
3	|	Atractus bocourti	|	 	|	 
1	|	Atractus boimirim	|	 	|	2304068
3	|	Atractus boulengerii	|	 	|	 
3	|	Atractus caete	|	 	|	 
3	|	Atractus careolepis	|	 	|	 
1	|	Atractus carrioni	|	 	|	1977076
3	|	Atractus caxiuana	|	 	|	 
1	|	Atractus cerberus	|	 	|	1977093
3	|	Atractus charitoae	|	 	|	 
3	|	Atractus chthonius	|	 	|	 
3	|	Atractus clarki	|	 	|	 
3	|	Atractus collaris	|	 	|	 
1	|	Atractus crassicaudatus	|	 	|	2767339
1	|	Atractus dapsilis	|	 	|	2304082
3	|	Atractus darienensis	|	 	|	 
3	|	Atractus depressiocellus	|	 	|	 
1	|	Atractus discovery	|	 	|	2972692
1	|	Atractus duboisi	|	 	|	1785747
3	|	Atractus duidensis	|	 	|	 
1	|	Atractus dunni	|	 	|	1785746
3	|	Atractus echidna	|	 	|	 
1	|	Atractus ecuadorensis	|	 	|	1977092
3	|	Atractus edioi	|	 	|	 
1	|	Atractus elaps	|	 	|	427714
3	|	Atractus emigdioi	|	 	|	 
3	|	Atractus emmeli	|	 	|	 
3	|	Atractus eriki	|	 	|	 
3	|	Atractus erythromelas	|	 	|	 
1	|	Atractus esepe	|	 	|	1977097
1	|	Atractus favae	|	 	|	2304060
1	|	Atractus flammigerus	|	 	|	121318
3	|	Atractus franciscopaivai	|	 	|	 
3	|	Atractus francoi	|	 	|	 
1	|	Atractus fuliginosus	|	 	|	2965070
3	|	Atractus gaigeae	|	 	|	 
1	|	Atractus gigas	|	 	|	1785748
3	|	Atractus guentheri	|	 	|	 
3	|	Atractus heliobelluomini	|	 	|	 
3	|	Atractus heyeri	|	 	|	 
3	|	Atractus hoogmoedi	|	 	|	 
3	|	Atractus hostilitractus	|	 	|	 
1	|	Atractus imperfectus	|	 	|	2478828
3	|	Atractus indistinctus	|	 	|	 
3	|	Atractus insipidus	|	 	|	 
1	|	Atractus iridescens	|	 	|	1785745
3	|	Atractus lancinii	|	 	|	 
3	|	Atractus lasallei	|	 	|	 
1	|	Atractus latifrons	|	 	|	2304061
1	|	Atractus lehmanni	|	 	|	1977077
3	|	Atractus loveridgei	|	 	|	 
3	|	Atractus macondo	|	 	|	 
3	|	Atractus maculatus	|	 	|	 
1	|	Atractus major	|	 	|	1785750
3	|	Atractus manizalesensis	|	 	|	 
3	|	Atractus mariselae	|	 	|	 
3	|	Atractus marthae	|	 	|	 
3	|	Atractus matthewi	|	 	|	 
3	|	Atractus medusa	|	 	|	 
3	|	Atractus melanogaster	|	 	|	 
3	|	Atractus melas	|	 	|	 
3	|	Atractus meridensis	|	 	|	 
1	|	Atractus michaelsabini	|	 	|	2961923
3	|	Atractus micheleae	|	 	|	 
1	|	Atractus microrhynchus	|	 	|	1977078
3	|	Atractus mijaresi	|	 	|	 
1	|	Atractus modestus	|	 	|	1977079
1	|	Atractus multicinctus	|	 	|	1977080
3	|	Atractus multidentatus	|	 	|	 
3	|	Atractus nasutus	|	 	|	 
3	|	Atractus natans	|	 	|	 
3	|	Atractus nawa	|	 	|	 
3	|	Atractus nicefori	|	 	|	 
3	|	Atractus nigricauda	|	 	|	 
3	|	Atractus nigriventris	|	 	|	 
3	|	Atractus obesus	|	 	|	 
3	|	Atractus obtusirostris	|	 	|	 
1	|	Atractus occidentalis	|	 	|	1977081
3	|	Atractus occipitoalbus	|	 	|	 
3	|	Atractus ochrosetrus	|	 	|	 
3	|	Atractus oculotemporalis	|	 	|	 
1	|	Atractus orcesi	|	 	|	2961922
1	|	Atractus pachacamac	|	 	|	2304085
3	|	Atractus paisa	|	 	|	 
3	|	Atractus pamplonensis	|	 	|	 
3	|	Atractus pantostictus	|	 	|	 
3	|	Atractus paraguayensis	|	 	|	 
1	|	Atractus paucidens	|	 	|	1977082
3	|	Atractus pauciscutatus	|	 	|	 
3	|	Atractus peruvianus	|	 	|	 
1	|	Atractus poeppigi	|	 	|	3029841
3	|	Atractus potschi	|	 	|	 
3	|	Atractus punctiventris	|	 	|	 
1	|	Atractus resplendens	|	 	|	1785744
1	|	Atractus reticulatus	|	 	|	1260271
1	|	Atractus riveroi	|	 	|	2304069
3	|	Atractus ronnie	|	 	|	 
1	|	Atractus roulei	|	 	|	1977083
3	|	Atractus sanctaemartae	|	 	|	 
3	|	Atractus sanguineus	|	 	|	 
1	|	Atractus savagei	|	 	|	1977089
1	|	Atractus schach	|	 	|	121319
3	|	Atractus serranus	|	 	|	 
1	|	Atractus snethlageae	|	 	|	2690798
3	|	Atractus spinalis	|	 	|	 
3	|	Atractus steyermarki	|	 	|	 
3	|	Atractus stygius	|	 	|	 
3	|	Atractus surucucu	|	 	|	 
3	|	Atractus tamaensis	|	 	|	 
3	|	Atractus tamessari	|	 	|	 
3	|	Atractus taphorni	|	 	|	 
1	|	Atractus tartarus	|	 	|	2003747
3	|	Atractus thalesdelemai	|	 	|	 
3	|	Atractus titanicus	|	 	|	 
1	|	Atractus torquatus	|	 	|	2304065
1	|	Atractus touzeti	|	 	|	1977091
1	|	Atractus trefauti	|	 	|	2304087
1	|	Atractus trihedrurus	|	 	|	666070
1	|	Atractus trilineatus	|	 	|	1212550
3	|	Atractus trivittatus	|	 	|	 
3	|	Atractus turikensis	|	 	|	 
1	|	Atractus typhon	|	 	|	1785749
1	|	Atractus ukupacha	|	 	|	2304089
3	|	Atractus variegatus	|	 	|	 
3	|	Atractus ventrimaculatus	|	 	|	 
3	|	Atractus vertebralis	|	 	|	 
3	|	Atractus vertebrolineatus	|	 	|	 
3	|	Atractus vittatus	|	 	|	 
1	|	Atractus wagleri	|	 	|	697002
3	|	Atractus werneri	|	 	|	 
1	|	Atractus zebrinus	|	 	|	1260274
1	|	Atractus zgap	|	 	|	2961924
1	|	Atractus zidoki	|	 	|	121320
1	|	Atretium schistosum	|	 	|	1296648
1	|	Atropoides picadoi	|	 	|	44729
1	|	Aurivela longicauda	|	 	|	171139
3	|	Aurivela tergolaevigata	|	 	|	 
1	|	Australolacerta australis	|	 	|	410868
1	|	Austrelaps labialis	|	 	|	471292
3	|	Austrelaps ramsayi	|	 	|	 
1	|	Austrelaps superbus	|	 	|	29156
3	|	Austroablepharus barrylyoni	|	 	|	 
1	|	Austroablepharus kinghorni	|	 	|	2593637
3	|	Austroablepharus naranjicauda	|	 	|	 
1	|	Azemiops feae	|	 	|	8773
1	|	Azemiops kharini	|	 	|	2483457
3	|	Bachia alleni	|	 	|	 
1	|	Bachia barbouri	|	 	|	371688
3	|	Bachia beebei	|	 	|	 
1	|	Bachia bicolor	|	 	|	371689
3	|	Bachia blairi	|	 	|	 
1	|	Bachia bresslaui	|	 	|	174827
3	|	Bachia cacerensis	|	 	|	 
3	|	Bachia didactyla	|	 	|	 
1	|	Bachia dorbignyi	|	 	|	174776
1	|	Bachia flavescens	|	 	|	174777
3	|	Bachia geralista	|	 	|	 
1	|	Bachia guianensis	|	 	|	2039257
1	|	Bachia heteropa	|	 	|	371683
1	|	Bachia huallagana	|	 	|	371696
1	|	Bachia intermedia	|	 	|	371687
3	|	Bachia lineata	|	 	|	 
3	|	Bachia marcelae	|	 	|	 
3	|	Bachia micromela	|	 	|	 
3	|	Bachia oxyrhina	|	 	|	 
3	|	Bachia pallidiceps	|	 	|	 
1	|	Bachia panoplia	|	 	|	371691
1	|	Bachia peruana	|	 	|	371690
3	|	Bachia psamophila	|	 	|	 
3	|	Bachia pyburni	|	 	|	 
3	|	Bachia remota	|	 	|	 
1	|	Bachia scaea	|	 	|	1334583
1	|	Bachia scolecoides	|	 	|	371695
1	|	Bachia talpa	|	 	|	2039258
1	|	Bachia trinitatis	|	Bachia heteropa trinitatis	|	371684
1	|	Bachia trisanale	|	 	|	371693
1	|	Bachia whitei	|	 	|	2185388
3	|	Baikia africana	|	 	|	 
3	|	Baliodryas steinbachi	|	 	|	 
1	|	Bamanophis dorri	|	 	|	224573
1	|	Barisia ciliaris	|	 	|	290737
1	|	Barisia herrerae	|	 	|	290742
1	|	Barisia imbricata	|	 	|	76652
3	|	Barisia jonesi	|	 	|	 
1	|	Barisia levicollis	|	 	|	310533
1	|	Barisia planifrons	|	 	|	290741
1	|	Barisia rudicollis	|	 	|	290744
3	|	Barkudia insularis	|	 	|	 
3	|	Barkudia melanosticta	|	 	|	 
1	|	Basiliscus basiliscus	|	 	|	161134
1	|	Basiliscus galeritus	|	 	|	211978
1	|	Basiliscus plumifrons	|	 	|	52191
1	|	Basiliscus vittatus	|	 	|	211979
1	|	Batagur affinis	|	 	|	488792
1	|	Batagur baska	|	 	|	193151
1	|	Batagur borneoensis	|	 	|	904174
1	|	Batagur dhongoka	|	 	|	904175
1	|	Batagur kachuga	|	 	|	698410
1	|	Batagur trivittata	|	 	|	686919
1	|	Bauerius ansorgii	|	 	|	2922732
1	|	Bavayia ashleyi	|	 	|	3025751
1	|	Bavayia astrongatti	|	 	|	3027521
1	|	Bavayia borealis	|	 	|	3027522
1	|	Bavayia boulinda	|	 	|	3027523
1	|	Bavayia caillou	|	 	|	3027524
1	|	Bavayia campestris	|	 	|	3027525
1	|	Bavayia centralis	|	 	|	3025752
1	|	Bavayia cocoensis	|	 	|	3025753
1	|	Bavayia crassicollis	|	 	|	1155137
1	|	Bavayia cyclura	|	 	|	143557
1	|	Bavayia endemia	|	 	|	3027526
1	|	Bavayia exsuccida	|	 	|	1214526
1	|	Bavayia geitaina	|	 	|	1096139
1	|	Bavayia goroensis	|	 	|	1214528
1	|	Bavayia insularis	|	 	|	3027527
1	|	Bavayia jourdani	|	 	|	3027564
1	|	Bavayia kanaky	|	 	|	3027528
1	|	Bavayia koniambo	|	 	|	3027529
1	|	Bavayia kopeto	|	 	|	3027530
1	|	Bavayia kunyie	|	 	|	3027518
1	|	Bavayia lepredourensis	|	 	|	3027531
3	|	Bavayia loyaltiensis	|	 	|	 
1	|	Bavayia mandjeliensis	|	 	|	3027532
1	|	Bavayia menazi	|	 	|	3027533
1	|	Bavayia montana	|	 	|	385251
1	|	Bavayia nehoueensis	|	 	|	3027534
1	|	Bavayia nubila	|	 	|	1107396
1	|	Bavayia occidentalis	|	 	|	3027535
1	|	Bavayia ornata	|	 	|	385252
1	|	Bavayia periclitata	|	 	|	3025754
1	|	Bavayia pulchella	|	 	|	385253
1	|	Bavayia renevierorum	|	 	|	3027536
1	|	Bavayia rhizophora	|	 	|	3027537
1	|	Bavayia robusta	|	 	|	942151
1	|	Bavayia sauvagii	|	 	|	385254
1	|	Bavayia septuiclavis	|	 	|	221552
1	|	Bavayia stephenparki	|	 	|	3027538
1	|	Bavayia tanleensis	|	 	|	3027539
1	|	Bavayia tchingou	|	 	|	3027540
1	|	Bavayia ultramaficola	|	 	|	3027541
1	|	Bavayia whitakeri	|	 	|	3027542
1	|	Bellatorias frerei	|	 	|	96718
1	|	Bellatorias major	|	 	|	1041595
3	|	Bellatorias obiri	|	 	|	 
1	|	Bipes biporus	|	 	|	52188
1	|	Bipes canaliculatus	|	 	|	273521
1	|	Bipes tridactylus	|	 	|	273520
1	|	Bitia hydroides	|	 	|	445405
1	|	Bitis albanica	|	 	|	2662310
1	|	Bitis arietans	|	 	|	8692
1	|	Bitis armata	|	 	|	1216350
1	|	Bitis atropos	|	 	|	110196
1	|	Bitis caudalis	|	 	|	8693
1	|	Bitis cornuta	|	 	|	110198
1	|	Bitis gabonica	|	 	|	8694
1	|	Bitis harenna	|	 	|	2202123
1	|	Bitis heraldica	|	 	|	2744135
1	|	Bitis inornata	|	 	|	2565369
1	|	Bitis nasicornis	|	 	|	8695
1	|	Bitis parviocula	|	 	|	1216351
1	|	Bitis peringueyi	|	 	|	110200
1	|	Bitis rhinoceros	|	 	|	715877
1	|	Bitis rubida	|	 	|	547125
1	|	Bitis schneideri	|	 	|	1216352
1	|	Bitis worthingtoni	|	 	|	110197
1	|	Bitis xeropaga	|	 	|	547126
1	|	Blaesodactylus ambonihazo	|	 	|	1097441
1	|	Blaesodactylus antongilensis	|	 	|	476467
1	|	Blaesodactylus boivini	|	 	|	290510
3	|	Blaesodactylus microtuberculatus	|	 	|	 
1	|	Blaesodactylus sakalava	|	 	|	476466
1	|	Blaesodactylus victori	|	 	|	1851186
1	|	Blanus alexandri	|	 	|	1503208
1	|	Blanus aporus	|	 	|	1503206
1	|	Blanus cinereus	|	 	|	227091
1	|	Blanus mettetali	|	 	|	416033
1	|	Blanus strauchi	|	 	|	261504
1	|	Blanus tingitanus	|	 	|	364318
3	|	Blanus vandellii	|	 	|	 
1	|	Blythia hmuifang	|	 	|	2704193
1	|	Blythia reticulata	|	 	|	1540813
1	|	Boa constrictor	|	 	|	8574
1	|	Boa imperator	|	 	|	401042
1	|	Boa nebulosa	|	 	|	1537907
3	|	Boa orophias	|	 	|	 
3	|	Boa sigma	|	 	|	 
1	|	Boaedon angolensis	|	 	|	2742708
1	|	Boaedon bedriagae	|	 	|	2912966
1	|	Boaedon bocagei	|	 	|	2742711
1	|	Boaedon branchi	|	 	|	2742713
1	|	Boaedon capensis	|	 	|	568912
1	|	Boaedon fradei	|	 	|	2742712
1	|	Boaedon fuliginosus	|	 	|	39328
1	|	Boaedon geometricus	|	Lamprophis geometricus	|	2202408
1	|	Boaedon lineatus	|	 	|	578139
1	|	Boaedon littoralis	|	 	|	2963733
1	|	Boaedon longilineatus	|	 	|	1911529
3	|	Boaedon maculatus	|	 	|	 
1	|	Boaedon mendesi	|	 	|	2912967
1	|	Boaedon mentalis	|	Boaedon fuliginosus mentalis	|	578141
2	|	Boaedon montanus	|	Boaedon sp. OMediannikov-2022a	|	2963794
1	|	Boaedon olivaceus	|	 	|	292868
1	|	Boaedon paralineatus	|	 	|	1911530
1	|	Boaedon perisilvestris	|	 	|	1911531
1	|	Boaedon radfordi	|	 	|	1638095
1	|	Boaedon subflavus	|	 	|	1911532
1	|	Boaedon upembae	|	 	|	1638096
1	|	Boaedon variegatus	|	 	|	2742707
1	|	Boaedon virgatus	|	 	|	292838
3	|	Bofa erlangeri	|	 	|	 
1	|	Bogertophis rosaliae	|	 	|	94895
1	|	Bogertophis subocularis	|	 	|	94906
3	|	Boiga andamanensis	|	 	|	 
1	|	Boiga angulata	|	 	|	2358241
1	|	Boiga barnesii	|	 	|	1296651
1	|	Boiga beddomei	|	 	|	1296652
1	|	Boiga bengkuluensis	|	 	|	2766808
1	|	Boiga bourreti	|	 	|	2766809
1	|	Boiga ceylonensis	|	 	|	1296664
1	|	Boiga cyanea	|	 	|	1774205
1	|	Boiga cynodon	|	 	|	39278
1	|	Boiga dendrophila	|	 	|	46286
1	|	Boiga dightoni	|	 	|	3002848
1	|	Boiga drapiezii	|	 	|	1899437
1	|	Boiga flaviviridis	|	 	|	2652245
1	|	Boiga forsteni	|	 	|	1296665
3	|	Boiga gocool	|	 	|	 
1	|	Boiga guangxiensis	|	 	|	2483465
3	|	Boiga hoeseli	|	 	|	 
1	|	Boiga irregularis	|	 	|	92519
1	|	Boiga jaspidea	|	 	|	1899438
1	|	Boiga kraepelini	|	 	|	152266
3	|	Boiga melanota	|	 	|	 
3	|	Boiga multifasciata	|	 	|	 
1	|	Boiga multomaculata	|	 	|	619288
1	|	Boiga nigriceps	|	 	|	1867089
1	|	Boiga nuchalis	|	 	|	2750920
1	|	Boiga ochracea	|	 	|	2202124
1	|	Boiga philippina	|	 	|	2766815
1	|	Boiga quincunciata	|	 	|	1899439
3	|	Boiga ranawanei	|	 	|	 
3	|	Boiga saengsomi	|	 	|	 
1	|	Boiga schultzei	|	 	|	2766816
1	|	Boiga siamensis	|	 	|	1899440
1	|	Boiga tanahjampeana	|	 	|	2766817
1	|	Boiga thackerayi	|	 	|	2652246
1	|	Boiga trigonata	|	 	|	1296666
3	|	Boiga wallachi	|	 	|	 
1	|	Boiga westermanni	|	 	|	1544574
1	|	Boiruna maculata	|	 	|	666073
1	|	Boiruna sertaneja	|	 	|	2202125
3	|	Bolyeria multocarinata	|	 	|	 
1	|	Borikenophis portoricensis	|	 	|	1260276
3	|	Borikenophis prymnus	|	 	|	 
3	|	Borikenophis sanctaecrucis	|	 	|	 
1	|	Borikenophis variegatus	|	 	|	1290457
1	|	Bothriechis aurifer	|	 	|	361626
1	|	Bothriechis bicolor	|	 	|	361627
1	|	Bothriechis guifarroi	|	 	|	1347732
1	|	Bothriechis lateralis	|	 	|	44727
1	|	Bothriechis marchi	|	 	|	361629
1	|	Bothriechis nigroviridis	|	 	|	88079
1	|	Bothriechis nubestris	|	 	|	1766655
1	|	Bothriechis rowleyi	|	 	|	361628
1	|	Bothriechis schlegelii	|	 	|	44725
1	|	Bothriechis supraciliaris	|	 	|	361630
1	|	Bothriechis thalassinus	|	 	|	361625
1	|	Bothrochilus boa	|	 	|	461341
1	|	Bothrocophias andianus	|	 	|	1144373
1	|	Bothrocophias campbelli	|	 	|	106597
3	|	Bothrocophias colombianus	|	 	|	 
1	|	Bothrocophias hyoprora	|	 	|	230469
3	|	Bothrocophias lojanus	|	 	|	 
1	|	Bothrocophias microphthalmus	|	 	|	230468
3	|	Bothrocophias myersi	|	 	|	 
3	|	Bothrocophias myrringae	|	 	|	 
3	|	Bothrocophias tulitoi	|	 	|	 
1	|	Bothrolycus ater	|	 	|	292905
1	|	Bothrophthalmus brunneus	|	 	|	577487
1	|	Bothrophthalmus lineatus	|	 	|	186543
1	|	Bothrops alcatraz	|	 	|	320549
1	|	Bothrops alternatus	|	 	|	64174
1	|	Bothrops ammodytoides	|	 	|	169857
1	|	Bothrops asper	|	 	|	8722
1	|	Bothrops atrox	|	 	|	8725
3	|	Bothrops ayerbei	|	 	|	 
1	|	Bothrops barnetti	|	 	|	1051630
1	|	Bothrops bilineatus	|	 	|	44724
1	|	Bothrops brazili	|	 	|	157546
1	|	Bothrops caribbaeus	|	 	|	157547
1	|	Bothrops chloromelas	|	 	|	361631
1	|	Bothrops cotiara	|	 	|	8727
1	|	Bothrops diporus	|	 	|	1107943
1	|	Bothrops erythromelas	|	 	|	44710
1	|	Bothrops fonsecai	|	 	|	157549
3	|	Bothrops germanoi	|	 	|	 
1	|	Bothrops insularis	|	 	|	8723
1	|	Bothrops itapetiningae	|	 	|	157552
3	|	Bothrops jabrensis	|	 	|	 
1	|	Bothrops jararaca	|	 	|	8724
1	|	Bothrops jararacussu	|	 	|	8726
1	|	Bothrops jonathani	|	 	|	2985274
