generation,N_shifts,logPrior,logLik,eventRate,acceptRate
187500,2,-2.85859,-26770.4,2.23312,0.3
188000,4,-5.10563,-26772.4,2.14151,0.349
188500,3,-1.78725,-26766.6,1.92222,0.396
189000,3,-3.97323,-26780.5,2.61053,0.298727
189500,3,-5.28045,-26780.8,1.35457,0.336
190000,3,-2.79698,-26780.8,1.60542,0.335
190500,5,-7.18158,-26785.8,4.95345,0.382
191000,2,-2.76734,-26779,1.45054,0.371
191500,2,-3.56923,-26783.1,2.17532,0.276
192000,2,-1.81423,-26784.8,0.798739,0.301
192500,2,-1.22497,-26782.8,0.368026,0.302
193000,2,-1.83678,-26781.7,1.01633,0.286
193500,2,-1.64311,-26780.8,1.05632,0.288
194000,2,-2.48719,-26781.3,1.65506,0.287
194500,2,-3.51887,-26782.1,2.6994,0.32
195000,2,-1.52484,-26779.6,0.552191,0.302
195500,2,-3.44793,-26780.3,2.23119,0.308
196000,4,-5.1188,-26682,3.20378,0.32
196500,4,-2.82779,-26686.1,2.30021,0.28
197000,6,-3.59733,-26682.8,2.72632,0.296
197500,6,-6.9757,-26680.7,4.86691,0.41
198000,5,-7.42348,-26682.9,3.9311,0.388
198500,4,-3.90072,-26680.4,2.31799,0.318
199000,4,-6.65469,-26681,3.52653,0.293
199500,4,-6.34461,-26675.1,3.18639,0.266
200000,5,-5.08512,-26674.3,2.10362,0.286
200500,4,-5.58549,-26673.9,2.58649,0.318
201000,4,-3.90807,-26671.5,1.97738,0.309
201500,4,-3.06915,-26671.5,0.882077,0.286
202000,5,-6.52865,-26675.4,4.37595,0.289
202500,6,-7.6555,-26679.1,5.61406,0.306
203000,2,-0.891371,-26772.2,0.596674,0.304667
203500,2,-1.59628,-26769.2,1.34964,0.26
204000,3,-0.721918,-26771,0.756438,0.297
204500,3,-3.386,-26768.3,2.78496,0.364
205000,2,-1.38974,-26770.6,0.703099,0.365
205500,2,-0.957618,-26766.3,0.497985,0.276
206000,4,-2.9917,-26678,1.48415,0.3255
206500,4,-6.72929,-26681.5,4.95671,0.298
207000,2,-1.9779,-26764.9,1.09668,0.293
207500,3,-4.24857,-26766.9,2.16131,0.302
208000,2,-3.76261,-26767.5,2.44807,0.296
208500,2,-3.30786,-26765.5,2.13891,0.326
209000,4,-5.64195,-26671.1,4.86466,0.307333
209500,4,-1.96249,-26673.6,1.30721,0.282
210000,4,-7.47456,-26671.4,5.42873,0.28
210500,5,-4.2693,-26678.6,1.73384,0.282
211000,5,-8.39585,-26672.1,5.75674,0.292
211500,5,-7.45887,-26676.9,3.90268,0.328
212000,5,-6.001,-26674.6,2.02085,0.333
212500,5,-8.15624,-26669.3,4.19574,0.314
213000,4,-3.58695,-26680,2.01531,0.281
213500,4,-2.66015,-26671.7,1.43241,0.288
214000,4,-4.06354,-26671.4,1.99226,0.296
214500,5,-6.68744,-26671.2,4.40373,0.302
215000,4,-4.43975,-26673.1,2.24011,0.312
215500,4,-3.21155,-26673.6,1.78263,0.32
216000,5,-7.3037,-26675,4.0093,0.297
216500,4,-4.29222,-26670.5,2.8897,0.312
217000,4,-3.59405,-26676.5,2.20747,0.296
217500,4,-2.62075,-26679.1,1.20123,0.308
218000,4,-4.45526,-26674.1,3.16968,0.279
218500,4,-4.43243,-26677.2,2.5313,0.306
219000,2,-3.20665,-26757.6,2.15037,0.286909
219500,2,-1.66257,-26755.3,0.827263,0.262
220000,2,-1.45255,-26756.1,0.657339,0.269
220500,2,-0.65863,-26760.3,0.219831,0.322
221000,2,-1.42957,-26753.8,0.787929,0.301
221500,2,-1.95336,-26755.1,1.17425,0.28
222000,2,-4.27021,-26759.2,3.40836,0.281
222500,2,-2.51071,-26759,1.73306,0.322
223000,2,-0.838256,-26754.2,0.23422,0.307
223500,2,-1.21403,-26755.1,0.55276,0.274
224000,2,-2.17461,-26758.5,1.53528,0.268
224500,3,-2.87253,-26762,1.21346,0.312
225000,2,-4.76551,-26755.2,4.12172,0.297
225500,2,-2.39702,-26756.6,1.7683,0.308
226000,2,-2.12245,-26759.1,1.49355,0.312
226500,2,-1.49347,-26754.4,1.09931,0.298
227000,2,-1.34008,-26761.8,0.815027,0.313
227500,2,-1.91553,-26757.8,1.50963,0.324
228000,2,-1.42423,-26762,0.983885,0.3
228500,2,-2.23166,-26757,2.01386,0.31
229000,2,-2.85179,-26769.6,1.887,0.289265
229500,2,-3.19919,-26771.5,1.59138,0.32
230000,2,-1.26995,-26754.6,0.684069,0.293
230500,2,-3.83112,-26760.6,3.20179,0.282
231000,2,-1.85226,-26759.5,1.45442,0.269
231500,2,-3.54037,-26762.5,2.94752,0.294
232000,4,-4.27247,-26650.8,2.17705,0.294643
232500,4,-6.55309,-26653.7,4.15908,0.242
233000,4,-5.64381,-26648.7,2.92077,0.247
233500,4,-3.89887,-26651.8,1.23605,0.278
234000,4,-6.88539,-26645.1,3.46368,0.283
234500,4,-2.91604,-26643.4,0.941716,0.282
235000,4,-4.55605,-26648.2,2.5301,0.279
235500,5,-6.01982,-26653.7,2.87092,0.282
236000,4,-3.28872,-26650.8,1.65341,0.293
236500,4,-3.91135,-26651.5,2.00809,0.312
237000,4,-4.17129,-26647.6,2.04175,0.306
237500,4,-4.95879,-26650.8,3.41384,0.274
238000,4,-4.90308,-26650.7,3.04568,0.274
238500,4,-3.18651,-26647.4,1.55517,0.302
239000,4,-4.53097,-26647,2.68597,0.289
239500,4,-6.03414,-26650,1.86232,0.272
240000,4,-2.43215,-26647.2,0.974536,0.295
240500,4,-4.91589,-26648.4,3.18218,0.284
241000,4,-2.77934,-26651.5,1.63274,0.268
241500,4,-4.58677,-26652,2.78735,0.294
242000,5,-8.6572,-26654.7,6.26064,0.302
242500,4,-4.12063,-26657.1,2.62305,0.314
243000,4,-5.74795,-26651.1,2.43119,0.308
243500,4,-5.34397,-26653.1,2.41394,0.286
244000,4,-5.21483,-26655.6,3.32517,0.277
244500,4,-7.47612,-26656,5.43895,0.27
245000,4,-4.65944,-26661.7,2.65645,0.263
245500,4,-3.19197,-26651.4,1.20484,0.28
246000,4,-5.42488,-26651.9,3.24245,0.278
246500,4,-5.26421,-26646.1,3.80619,0.292
247000,4,-3.27828,-26649.7,1.80751,0.285
247500,4,-2.45476,-26654,1.12525,0.272
248000,4,-4.94935,-26654.9,2.16865,0.268
248500,4,-5.60502,-26648.5,3.07022,0.28
249000,4,-6.5726,-26643.7,4.38071,0.272
249500,4,-3.41387,-26643.8,2.27527,0.3
250000,4,-3.31811,-26649.9,1.63667,0.313
250500,4,-3.64047,-26645,2.22379,0.254
251000,4,-3.93484,-26648.6,2.37585,0.25
251500,4,-3.67948,-26652.4,1.33087,0.286
252000,4,-3.89542,-26650.8,2.87429,0.291
252500,4,-3.04792,-26652.7,1.18484,0.292
253000,4,-4.10146,-26649.6,1.5897,0.304
253500,4,-5.91835,-26653.3,3.46144,0.312
254000,4,-3.31329,-26651.9,2.45139,0.301
254500,5,-4.05417,-26649,1.86716,0.248
255000,3,-3.90084,-26746.2,1.39592,0.284
255500,3,-4.40634,-26745.3,1.98698,0.294
256000,3,-4.91065,-26746.5,1.58086,0.299
256500,3,-4.06727,-26749.8,1.20243,0.302
257000,3,-4.14323,-26745.7,1.27879,0.312
257500,4,-5.4758,-26746.6,3.07328,0.322
258000,3,-3.24229,-26749.7,1.45397,0.312
258500,4,-8.3542,-26742.2,2.11023,0.33
259000,3,-6.36134,-26748.7,2.24554,0.303
259500,3,-9.15302,-26746.1,5.08611,0.32
260000,3,-5.64833,-26751.9,1.24027,0.306
260500,3,-6.06652,-26753.6,2.70338,0.304
261000,2,-2.51535,-26786.5,0.380961,0.291734
261500,2,-4.5819,-26784.5,0.521435,0.306
262000,2,-4.19108,-26785.6,1.11907,0.291
262500,2,-5.20742,-26784,2.27281,0.286
263000,2,-2.8752,-26784.2,0.8857,0.291
263500,3,-2.90973,-26790.5,1.79915,0.304
264000,3,-6.54163,-26788.2,2.57067,0.338
264500,2,-4.07307,-26787.4,1.94508,0.358
265000,6,-9.26731,-26767.7,3.84868,0.29125
