generation,N_shifts,logPrior,logLik,eventRate,acceptRate
194000,0,-2.31823,-419.352,2.66556,0.351
194500,0,1.0036,-419.625,0.0905645,0.372
195000,0,1.0069,-421.741,0.108944,0.275
195500,0,1.06963,-418.904,0.0582448,0.252
196000,0,0.805623,-420.633,0.235265,0.356375
196500,0,-0.113069,-418.734,0.267282,0.316
197000,0,0.560678,-419.099,0.0192124,0.335
197500,0,-0.389782,-421.459,0.102108,0.35
198000,0,0.872991,-419.48,0.251037,0.274
198500,0,0.457188,-419.246,0.667336,0.286
199000,0,0.415579,-418.567,0.719532,0.277
199500,0,0.566295,-418.935,0.564195,0.29
200000,0,-2.31237,-418.471,1.92634,0.361857
200500,0,0.935449,-418.909,0.207026,0.332
201000,0,0.586782,-418.217,0.40866,0.354714
201500,0,0.522101,-418.571,0.51736,0.39
202000,0,1.0571,-418.942,0.0615431,0.402
202500,0,-1.09178,-418.231,0.643111,0.404
203000,0,-0.452081,-418.114,0.254611,0.397
203500,0,0.153286,-418.385,0.489456,0.378
204000,0,0.832222,-421.236,0.184821,0.399
204500,0,0.814656,-419.805,0.0393446,0.352
205000,0,0.552457,-418.536,0.583536,0.302
205500,0,0.579743,-420.018,0.540643,0.318
206000,0,0.534031,-419.195,0.592226,0.273
206500,0,0.705424,-419.352,0.426984,0.298
207000,0,0.809792,-420.776,0.325958,0.3168
207500,0,1.00267,-418.567,0.13463,0.28
208000,0,0.99384,-418.619,0.142334,0.288
208500,0,0.251842,-418.7,0.887326,0.296
209000,0,0.826299,-419.568,0.312362,0.273
209500,0,0.978076,-418.264,0.163952,0.302
210000,0,0.0453589,-420.374,1.07151,0.2615
210500,0,0.272091,-420.559,0.844447,0.278
211000,0,0.47764,-423.44,0.595962,0.249
211500,0,0.836811,-421.059,0.279621,0.244
212000,0,-0.117138,-418.895,0.87332,0.368875
212500,0,0.88619,-419.479,0.0107424,0.334
213000,0,0.973071,-422.491,0.129045,0.251
213500,0,0.888512,-423.582,0.179818,0.27
214000,0,0.0631452,-420.913,1.03837,0.261
214500,0,1.04012,-421.587,0.0687535,0.294
215000,0,0.195627,-418.187,0.355658,0.355133
215500,0,0.180624,-418.374,0.40922,0.376
