generation,N_shifts,logPrior,logLik,eventRate,acceptRate
376500,15,-33.9386,-47720.1,14.2374,0.324
377000,17,-41.2315,-47570.1,10.3474,0.305
377500,17,-35.2312,-47569.8,10.0725,0.268
378000,18,-38.6457,-47578.8,11.1111,0.295
378500,18,-38.3521,-47569.6,9.79744,0.304
379000,17,-36.9834,-47566.4,12.2988,0.32
379500,17,-32.9422,-47568.2,11.9431,0.274
380000,18,-38.0507,-47570.3,9.79682,0.306
380500,19,-46.1368,-47559.8,10.3578,0.304
381000,16,-31.3322,-47708.6,9.20731,0.3014
381500,16,-32.7969,-47709.4,8.51091,0.308
382000,17,-33.2261,-47713.2,8.51952,0.342
382500,18,-38.8451,-47720.8,11.5501,0.338
383000,17,-38.3203,-47707.5,7.97782,0.349
383500,16,-39.4485,-47704.5,11.0203,0.348
384000,18,-42.6455,-47699.7,10.3461,0.346
384500,17,-43.4343,-47705.2,6.8125,0.31
385000,16,-34.1302,-47715.7,9.61664,0.329
385500,15,-32.7397,-47707.8,10.3402,0.316
386000,15,-37.5301,-47698.5,13.6919,0.29
386500,15,-28.7142,-47703.9,5.83416,0.312
387000,15,-31.9634,-47703,7.23052,0.32
387500,15,-28.6614,-47710.6,6.59344,0.326
388000,15,-35.0524,-47702.8,7.37602,0.329
388500,15,-38.5353,-47703.6,8.63105,0.312
389000,14,-30.7536,-47705.1,7.45949,0.317
389500,14,-30.6275,-47698.7,6.39069,0.292
390000,14,-25.455,-47698.9,6.84997,0.309
390500,15,-30.2544,-47708.6,11.8537,0.34
391000,15,-29.0136,-47709.7,9.8051,0.328
391500,15,-28.5299,-47703.5,9.32002,0.294
392000,17,-33.1066,-47687.4,6.80728,0.315053
392500,17,-26.1758,-47698.6,7.3352,0.348
393000,16,-34.8408,-47572.6,7.03057,0.313308
393500,16,-39.6373,-47563.5,5.9441,0.278
394000,17,-43.2191,-47559.9,11.1397,0.28
394500,17,-36.0859,-47567.4,7.95595,0.314
395000,17,-37.4335,-47564.5,13.1542,0.295
395500,18,-41.8964,-47560.5,13.1396,0.3
396000,18,-31.1345,-47563,7.51096,0.296
396500,19,-36.1981,-47562.5,9.09525,0.292
397000,17,-47.0327,-47563.5,12.7331,0.292
397500,18,-40.9693,-47562.1,7.06432,0.298
398000,18,-49.2388,-47558,8.71462,0.309
398500,17,-38.3245,-47556.1,9.97673,0.324
399000,17,-40.0432,-47558.1,8.10132,0.311
399500,17,-37.7304,-47562.8,11.0807,0.31
400000,17,-35.6973,-47561,10.4116,0.312
400500,17,-31.9774,-47569.5,8.06754,0.304
401000,16,-41.2586,-47697.4,12.0178,0.3228
401500,16,-31.7336,-47695.1,7.55448,0.322
402000,16,-32.2277,-47694.4,7.37889,0.332
402500,16,-29.1405,-47693.3,7.08961,0.35
403000,16,-22.6577,-47572,6.21426,0.316
403500,16,-19.2104,-47579.1,7.80365,0.272
404000,17,-35.3678,-47568.9,11.7705,0.279
404500,17,-35.1735,-47572.9,6.96879,0.298
405000,16,-28.3877,-47567.9,5.77219,0.297
405500,16,-47.0806,-47559.1,8.95419,0.288
406000,16,-33.2978,-47565.4,11.6784,0.297
406500,17,-25.1338,-47578.5,4.29375,0.292
407000,17,-28.6458,-47579.5,6.72194,0.28
407500,17,-31.0241,-47569,10.4953,0.318
408000,17,-30.2146,-47579.1,8.04685,0.326
408500,17,-28.057,-47575.8,7.28425,0.296
409000,17,-38.267,-47560.4,9.29832,0.306
409500,16,-45.4751,-47557.4,13.1934,0.288
410000,16,-31.9116,-47570.7,9.18122,0.29
410500,16,-42.2837,-47567.9,10.9416,0.324
411000,16,-43.9291,-47562.9,11.244,0.29
411500,17,-45.2409,-47558.3,10.5307,0.254
412000,17,-41.0888,-47564.8,8.86278,0.269
412500,17,-33.0622,-47565.9,8.171,0.322
413000,17,-33.7159,-47570.7,9.32242,0.291
413500,16,-33.6565,-47567.9,6.56614,0.328
414000,16,-34.8506,-47569.7,9.64939,0.304
414500,16,-30.8846,-47577.9,12.5431,0.302
415000,16,-36.764,-47563.4,8.16055,0.301
415500,16,-39.5777,-47566.8,13.1383,0.3
416000,16,-36.1375,-47566,7.74032,0.313
416500,17,-32.7679,-47566.9,7.66225,0.294
417000,17,-32.1152,-47569.2,9.99437,0.305
417500,16,-29.0036,-47566.9,7.37929,0.28
418000,16,-32.6269,-47566.3,6.50113,0.271
418500,17,-35.4731,-47569.2,8.73332,0.28
419000,16,-35.3364,-47564.4,6.20436,0.281
419500,16,-29.7214,-47580.8,9.34137,0.264
420000,17,-31.6928,-47579.1,10.9479,0.267
420500,18,-34.0825,-47572.1,10.6597,0.3
421000,18,-38.5299,-47579.2,11.4089,0.31
421500,17,-35.1913,-47575.4,5.57227,0.366
422000,17,-37.346,-47575.8,6.87619,0.345
422500,17,-43.2582,-47580.9,11.044,0.31
423000,16,-35.8672,-47582.3,10.2742,0.303
423500,16,-36.4464,-47582,9.69936,0.34
424000,16,-38.2605,-47573.2,10.1388,0.311
424500,16,-38.0002,-47579,8.04053,0.312
425000,17,-37.9617,-47563.4,10.5953,0.306
425500,17,-39.1555,-47558.9,8.26229,0.32
426000,17,-40.1589,-47577.3,7.12304,0.319
426500,17,-36.598,-47574.8,9.47338,0.298
427000,17,-36.0665,-47577,8.41537,0.328
427500,18,-35.2888,-47585.6,9.81447,0.294
428000,19,-36.1591,-47578.1,10.2712,0.309
428500,18,-36.4353,-47575.9,10.9725,0.318
429000,18,-40.6729,-47568.2,9.65001,0.288
429500,18,-33.0605,-47572.9,7.54269,0.31
430000,19,-31.735,-47576.6,9.03404,0.31
430500,20,-35.2629,-47574.1,10.814,0.368
431000,19,-33.9956,-47573.4,11.5137,0.346
431500,19,-36.4006,-47574.5,11.1987,0.332
432000,18,-34.096,-47566.3,8.75912,0.329
432500,19,-30.9902,-47583.7,9.76588,0.318
433000,18,-40.7574,-47573.4,12.3838,0.346
433500,17,-28.072,-47571.8,7.33543,0.348
434000,17,-31.6497,-47563.8,7.9486,0.338
434500,17,-30.6072,-47566,8.47242,0.28
435000,17,-34.073,-47570,10.7352,0.275
435500,17,-37.7041,-47565.2,10.7277,0.274
436000,17,-37.9883,-47560.5,6.5575,0.272
436500,17,-46.4206,-47560.4,10.8698,0.34
437000,17,-30.8974,-47565.4,8.16277,0.321
437500,17,-39.2055,-47572.8,15.5769,0.302
438000,17,-38.0425,-47564.4,7.71028,0.334
438500,17,-28.438,-47581.4,8.27747,0.356
439000,16,-33.6101,-47566.4,7.2285,0.351
439500,16,-33.7724,-47567.8,9.76392,0.316
440000,17,-35.0781,-47564.9,10.7294,0.319
440500,17,-33.341,-47562.9,7.97571,0.274
441000,19,-37.1432,-47558.9,10.1698,0.312
441500,17,-39.3884,-47558.2,8.76729,0.344
442000,16,-48.4453,-47559.6,9.59044,0.312
442500,16,-51.7013,-47572.5,10.9163,0.262
443000,16,-38.604,-47564.4,8.50059,0.274
443500,16,-39.5087,-47565.7,10.2752,0.33
444000,16,-34.8091,-47569.2,10.4879,0.304
444500,16,-36.9528,-47565.9,10.497,0.28
445000,16,-34.7214,-47571.3,9.36406,0.284
445500,16,-35.6403,-47579.3,10.6125,0.34
446000,16,-46.8875,-47556.5,9.3065,0.331
446500,16,-37.2413,-47564.3,8.16572,0.314
447000,16,-44.2529,-47563.8,13.285,0.306
447500,16,-36.7534,-47568.6,8.12336,0.31
448000,17,-57.7943,-47559.6,13.6304,0.313
448500,17,-41.6434,-47566.3,10.2076,0.292
449000,17,-43.2801,-47562.7,9.30424,0.293
449500,17,-40.2012,-47556.3,6.40237,0.31
450000,16,-46.3991,-47556.3,10.9815,0.301
450500,16,-33.3926,-47569.9,2.91825,0.29
451000,16,-44.6517,-47569.8,7.85214,0.276
451500,16,-48.2956,-47561.5,10.265,0.242
452000,18,-44.3367,-47665.3,8.34037,0.32014
452500,18,-36.9657,-47664.2,7.94138,0.336
453000,16,-44.5902,-47545.2,9.27709,0.2735
453500,16,-37.6258,-47548.8,6.06097,0.282
454000,16,-31.1549,-47553.6,7.46076,0.3
454500,17,-31.5124,-47550.4,5.7187,0.304
455000,18,-38.5008,-47542.1,9.08976,0.304
455500,18,-35.0673,-47544.3,7.67915,0.33
456000,19,-50.6142,-47530.7,10.8782,0.318
456500,19,-37.758,-47541.5,10.0029,0.294
457000,20,-52.5194,-47532.6,8.75832,0.297
457500,18,-43.7898,-47543,9.49843,0.29
458000,19,-37.6632,-47541.2,10.0304,0.283
458500,20,-41.2771,-47539,7.33036,0.306
459000,20,-52.5966,-47534.5,10.7838,0.331
459500,19,-56.008,-47536.3,12.146,0.316
460000,19,-53.4899,-47533.3,10.7658,0.315
460500,18,-51.2266,-47525.6,15.0856,0.316
461000,18,-38.239,-47536.8,7.4125,0.305
461500,19,-35.3532,-47546.6,9.91954,0.328
462000,19,-46.6146,-47534,11.8885,0.312
462500,19,-50.4698,-47541.7,12.6365,0.31
463000,18,-38.4682,-47552.9,9.27076,0.312
463500,17,-39.1286,-47536.2,11.2569,0.324
464000,17,-40.7577,-47545.9,7.63672,0.323
464500,17,-37.8303,-47544,7.15659,0.3
465000,17,-46.2939,-47535.4,11.0797,0.326
465500,18,-47.2539,-47540.7,6.35685,0.316
466000,20,-52.1421,-47535,10.2212,0.324
466500,19,-53.3149,-47523.9,10.0908,0.388
467000,21,-60.7924,-47530.1,14.843,0.381
467500,20,-48.0254,-47543.2,12.3845,0.328
468000,21,-49.7947,-47534.3,13.0746,0.324
468500,20,-50.5229,-47527.9,12.5141,0.34
469000,19,-40.3745,-47535.2,9.69153,0.32
469500,19,-43.6061,-47533.8,11.4338,0.318
470000,18,-49.9048,-47530.2,9.86637,0.32
470500,19,-44.2078,-47531.8,10.8433,0.344
471000,18,-40.9175,-47536,8.90165,0.326
471500,17,-40.9173,-47537.5,9.33621,0.356
472000,17,-30.771,-47658,7.39943,0.316763
472500,17,-34.7808,-47652.9,12.1558,0.258
473000,19,-33.6454,-47631.1,11.3098,0.32981
473500,19,-42.8055,-47618,14.192,0.342
474000,18,-32.1913,-47621,10.3025,0.323
474500,18,-35.4364,-47622.4,8.72136,0.276
475000,18,-34.9778,-47632.9,7.62018,0.296
475500,19,-40.351,-47631.7,14.7964,0.33
476000,19,-26.7989,-47635.1,11.6702,0.328
476500,20,-30.5729,-47630.7,8.22187,0.334
477000,20,-34.4998,-47628.6,11.5106,0.324
477500,18,-34.6679,-47622.6,10.612,0.3
478000,18,-28.5538,-47636.8,6.62868,0.311
478500,17,-36.0966,-47633,8.80643,0.292
479000,17,-33.4943,-47632.3,9.0928,0.287
479500,17,-41.762,-47621.9,9.22782,0.292
480000,18,-45.3466,-47528.8,7.66082,0.323333
480500,18,-54.0815,-47521,11.7792,0.32
481000,19,-45.2361,-47529.5,5.73386,0.316
481500,19,-58.4175,-47524.7,10.4838,0.346
482000,18,-48.4558,-47528.2,8.86991,0.334
482500,18,-47.6298,-47532.5,8.17796,0.32
483000,18,-49.6554,-47537,10.5983,0.314
483500,20,-45.758,-47535,7.70262,0.336
484000,18,-47.688,-47537.2,7.08143,0.319
484500,18,-51.4546,-47534.5,12.5069,0.286
485000,19,-46.0691,-47541.4,10.5598,0.307
485500,20,-46.8591,-47536.6,9.92933,0.324
486000,20,-48.3019,-47539.4,11.2123,0.345
486500,18,-46.4215,-47540.1,10.1128,0.306
487000,17,-38.9588,-47545.8,7.69639,0.29
487500,18,-44.2511,-47549.2,13.2589,0.308
488000,18,-46.8216,-47538.6,9.41075,0.297
488500,18,-43.7272,-47546.4,8.95518,0.31
489000,18,-42.1001,-47537.1,9.4142,0.316
489500,19,-51.9852,-47536,9.54612,0.316
490000,19,-50.041,-47536.1,9.23665,0.304
490500,19,-39.6252,-47540.1,9.18807,0.346
491000,18,-53.4447,-47525.5,6.98901,0.345
491500,18,-49.339,-47533.8,6.81249,0.33
492000,18,-47.0672,-47535.4,5.60041,0.312
492500,18,-47.091,-47535.3,5.77471,0.328
