"i";"lambda1";"lambda2";"lambda3";"mu1";"mu2";"mu3";"q12";"q13";"q21";"q23";"q31";"q32";"p"
692;0,170335357019779;0,119064391874757;0,0875986045816577;0,0530899396537438;0,139004798442742;0,00498862842259873;0,551458842798415;0,693642345285499;2,48963069265852;1,61162973416787;0,0862378976330254;0,588415895918483;-370,647038940202
693;0,141900969035163;0,141483434317329;0,0694105838983991;0,0999847970388664;0,0104206851167141;0,0387366276555443;0,458969744676936;0,996520023515366;5,02527175212644;0,600465564347083;0,146188896325428;0,943280259658886;-373,725065893572
694;0,118382380619571;0,171833202072187;0,122816862146307;0,0931083802209147;0,117284466842185;0,0088268236444236;0,640274216987486;1,30169820216869;4,37056873974946;1,91385071367393;0,185516190118001;1,04884814267426;-373,309062808756
695;0,0839288626253962;0,177116850959223;0,0841682234585428;0,012970406680506;0,0146754942421225;0,0570045116902792;0,472831018612567;1,09722002912415;3,07140209764916;4,11122881449356;0,387397294731965;0,889399816373074;-370,969479776586
696;0,111971672982092;0,0131453567766283;0,0748316939336794;0,0132189559484984;0,0283597535097488;0,0345924398564202;0,303173173701739;1,02186877528271;2,06113294777686;1,02212288341596;0,00292355638087688;0,6951830144234;-370,639355608142
697;0,196310083673288;0,0414920837852959;0,0919004517827045;0,0836204367025069;0,126927124588838;0,0630505488996043;0,269055680705176;0,443010711273285;2,1548178828963;3,14322836094931;0,0250501602861364;0,984502691108555;-372,338285991617
698;0,158626874889256;0,242853021934077;0,0716478320794879;0,020012210854128;0,0307762087053143;0,0451555739354016;0,326954403978371;0,941639745982255;2,92320886305023;3,53733713518462;0,103764667402285;0,820428093817294;-372,390741825381
699;0,0711432878278892;0,493715017946656;0,0313614946370376;0,00525747051871307;0,037822021952944;0,0361642847510005;0,22369337372589;1,23230345347178;5,61327783476169;0,367498716157136;0,478141014016035;0,457847318322096;-375,94304096904
700;0,0649101779111943;0,796386502423447;0,0283423701889575;0,00973743683310153;0,0438162891953745;0,0395166955901437;0,343027887038735;1,05689065760456;7,10857594960253;0,667978958962217;0,028167398871794;0,888015584977782;-377,91211443078
701;0,0413426943376739;0,668282311799729;0,046433375878759;0,00931373077367998;0,0690793888434423;0,0860885115021265;0,4393377028143;1,79654967441975;7,03051068773361;0,556633625940183;0,39928778613898;1,12732879857997;-377,189003432124
702;0,0259498808885834;0,592278503090059;0,0827004597357945;0,104947633823912;0,00904469022935991;0,000166931450984367;0,230880775051129;2,10698951730731;7,77252519108588;0,483575497159658;0,211871937632768;0,801201969181644;-374,734871472966
703;0,032493940873292;0,154716286669421;0,118120242796778;0,0505768007357896;0,105512860769388;0,0102632882699662;0,956468962999111;1,34955797539493;6,096514098446;1,91880840415176;0,190042633974167;1,12413685837364;-371,375886737674
704;0,040563743905228;0,225801824214923;0,136890364204308;0,122630240486356;0,00211327885448677;0,0111735579532103;0,641758978701857;1,13127316553451;7,32216975835092;2,4794162587357;0,116371714393189;0,608629513320434;-375,071607850274
705;0,0356240083219783;0,207650675046237;0,120556436084111;0,0603705658158728;0,0539264567319958;0,0417195995646939;1,06252241480505;0,519180310267247;5,42792764321256;2,97096026410565;0,0558392682593027;0,721882064573891;-371,425817052603
706;0,0240939152117629;0,135085740787028;0,163496846777579;0,0692638201190137;0,306456057450957;0,0403309293976953;1,31152986882317;0,52667007922374;4,90494944275795;3,13535248101961;0,104914604434996;0,670759754528497;-372,820872890469
707;0,0438402593131334;0,117024915840667;0,162000223482563;0,0586519121024628;0,0270641264290121;0,083706079922335;0,689974575264089;1,08310403353598;4,81237703260341;2,61133627144137;0,502854307840256;0,573601148801828;-373,431231423843
708;0,123631710242951;0,0826228592886156;0,177937784221717;0,0905962162038699;0,0954238140523252;0,0923773443927678;2,32880322283498;0,28238302389459;5,23346314043805;3,04013315243428;0,552696329386656;0,214917566809312;-376,172242168951
709;0,0100256593033783;0,204449246171838;0,202256299355802;0,0152780859444562;0,358751546915155;0,0905435659737342;1,92492314599617;0,560694982811506;5,63485198983679;2,20573328067139;0,540559683338802;0,516656266326017;-377,004707014451
710;0,0183439718261314;0,390787603420126;0,158627757496346;0,00743286649601422;0,476655675832837;0,0848810870612068;2,33328947120917;1,22486271180607;6,9438681673813;2,68699724980418;0,320649659495223;0,536726850803162;-378,704803494104
711;0,0176040883911941;0,239559555510666;0,168875468818976;0,00560569261563393;0,0592757713896401;0,139025814689356;1,69826458813188;1,14901287187911;6,92544593411658;1,60870823933949;0,388918410275763;0,515964563400131;-374,952778244873
712;0,00825042076383535;0,234618421168544;0,156096505657676;0,0174041283083531;0,0484413159142027;0,00326815489466246;0,510662305823798;1,2104764726696;6,97649398771776;0,00421141246090595;0,51112894570933;0,810337796246962;-375,032080402167
713;0,0173145554551841;0,00220772964224994;0,181400558272641;0,0203908693672394;0,0647612673036588;0,00128493192668611;1,33302147171493;1,60054247687596;9,56343342151416;0,278101741749905;0,346337375537373;0,995351380673907;-374,266889853274
714;0,000356553540531614;0,13556408030127;0,122559374381974;0,0146222774157153;0,037090777511858;0,000121177775414068;1,21005047775418;3,40652222366921;9,41553613415423;0,221829819547727;0,424565358823809;1,13005440013971;-372,787993533242
715;0,0107060724417047;0,0822054880148294;0,124652463894072;0,129814872675364;0,0387842130755569;0,00250920133184232;0,452943775339135;3,01541025701749;2,68627438069184;0,653490821945757;0,420372911936274;1,07606818958074;-373,140255838352
716;0,00605132251607762;0,174840716877898;0,135078291861284;0,199251408703889;0,0519518217878922;0,00224926881524713;0,12025300429112;1,79250758103654;2,77732224342039;3,54806518450717;0,266253417673739;1,35295767169416;-372,25335674752
717;0,0289146422760138;0,10353855517847;0,155292854594487;0,218112052518059;0,0189868922094257;0,0004409166583306;0,0740982670592624;1,61092700691725;2,82327105504883;2,12169421361065;0,34391383892094;1,04918040820248;-371,412443808137
718;0,0628923512022462;0,00257787734795102;0,164978469376327;0,141369059766595;0,156229960108489;0,006708140811611;0,450369913603359;1,54645605110427;2,53807422023075;3,28057988198504;0,211662314331863;1,30592264756914;-372,70437743085
719;0,141697241131773;0,00844976182144774;0,102361404974248;0,0671401523381747;0,158397759887458;0,00659283828482417;0,503895353164838;0,662580317618235;1,98609736980265;3,38574497418551;0,0878727366587581;0,78445950568794;-370,594604126666
720;0,0855201834250683;0,148067060905712;0,0893048737668629;0,0514507120470758;0,137389815451421;0,00151191238775464;0,0511542917933581;0,884079542732269;3,2119164101632;2,76757288737414;0,217533784263544;0,690744657216063;-370,10420219385
