Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
10	0	-728.3438	-740.4686	12.12482	0.236303	0.261791	0.550165	0.609507	0.600922	1.39908	0.6264771	0.655372	1.52585	0.393234	0.435649	0.001641818	0.00164182	0.00164182	0.219605	0.131743	0.370281	0.278371	0.280044	0.295056	0.867503	0.914007	0.488073	1.51193	0.8381701	0.568169	1.76004	0.573774	0.604531	0.000975473	0.000475947
11	1	-832.0277	-842.6486	10.62089	0.153915	0.115238	1.19607	0.895516	0.228025	1.77198	1.519961	0.358725	2.78765	0.674993	0.505377	0.0004281826	0.000428183	0.000428183	0.223553	0.247565	0.375949	0.152933	0.58707	0.420572	1.26516	0.906352	0.633905	1.36609	0.5691796	0.681196	1.46801	0.926116	0.663462	0.000462708	0.000744833
12	0	-709.5604	-721.9031	12.34271	0.200258	0.261791	0.466246	0.609507	0.600922	1.39908	0.6264771	0.655372	1.52585	0.333252	0.435649	0.001177459	0.00117746	0.00117746	0.11823	0.0874372	0.245753	0.548579	0.274389	0.295056	0.849987	0.914007	0.488073	1.51193	0.8381701	0.568169	1.76004	0.562188	0.604531	0.00134681	0.000512103
13	1	-830.3798	-840.9852	10.60543	0.153915	0.115238	1.19607	0.895516	0.228025	1.77198	1.519961	0.358725	2.78765	0.674993	0.505377	0.0004384906	0.000438491	0.000438491	0.178507	0.19768	0.501697	0.122116	0.548445	0.420572	1.18192	0.906352	0.633905	1.36609	0.5691796	0.681196	1.46801	0.865184	0.663462	0.000600882	0.000744833
14	0	-699.2767	-711.7084	12.43169	0.191459	0.261791	0.445759	0.609507	0.600922	1.39908	0.6264771	0.655372	1.52585	0.318609	0.435649	0.0009446367	0.000944637	0.000944637	0.0200935	0.100884	0.246076	0.632946	0.274389	0.295056	0.849987	0.914007	0.488073	1.51193	0.8381701	0.568169	1.76004	0.562188	0.604531	0.00132929	0.000684128
15	1	-823.4913	-834.0587	10.56745	0.153915	0.115238	1.19607	0.895516	0.228025	1.77198	1.519961	0.358725	2.78765	0.674993	0.505377	0.0004345468	0.000434547	0.000434547	0.294607	0.137664	0.251075	0.316654	0.539095	0.413402	1.19127	0.913522	0.623099	1.3769	0.5877675	0.672709	1.48653	0.865184	0.663462	0.000616094	0.000744833
16	0	-699.6548	-711.6951	12.04029	0.225591	0.261791	0.525226	0.609507	0.600922	1.39908	0.6264771	0.655372	1.52585	0.375408	0.435649	0.0009446367	0.000944637	0.000944637	0.0200935	0.100884	0.246076	0.632946	0.274389	0.295056	0.849987	0.914007	0.488073	1.51193	0.8381701	0.568169	1.76004	0.562188	0.604531	0.00162818	0.000789468
17	1	-825.1809	-835.5561	10.37514	0.153915	0.115238	1.19607	0.895516	0.228025	1.77198	1.519961	0.358725	2.78765	0.674993	0.505377	0.0005175186	0.000517519	0.000517519	0.282341	0.131932	0.282257	0.30347	0.539	0.41333	1.19137	0.913594	0.622989	1.37701	0.587956	0.672623	1.48672	0.865184	0.663462	0.000880695	0.000738618
18	0	-686.5091	-698.5874	12.07831	0.225591	0.265864	0.525226	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.375408	0.442427	0.0006053138	0.000605314	0.000605314	0.0495223	0.187109	0.2137	0.549669	0.274389	0.295056	0.849987	0.914007	0.488073	1.51193	0.8381701	0.568169	1.76004	0.562188	0.604531	0.00198936	0.000672556
19	1	-819.9985	-830.2402	10.24178	0.153915	0.115238	1.19607	0.895516	0.228025	1.77198	1.519961	0.358725	2.78765	0.674993	0.505377	0.0004767698	0.00047677	0.00047677	0.0922653	0.166875	0.357014	0.383846	0.539	0.41333	1.19137	0.913594	0.622989	1.37701	0.587956	0.672623	1.48672	0.865184	0.663462	0.000850328	0.00104684
20	0	-670.6695	-682.8973	12.22775	0.225591	0.265864	0.525226	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.375408	0.442427	0.0002746429	0.000274643	0.000274643	0.313338	0.147419	0.10617	0.433072	0.265028	0.295056	0.820989	0.914007	0.488073	1.51193	0.8381701	0.568169	1.76004	0.543008	0.604531	0.00198936	0.000799251
21	1	-820.7624	-830.9977	10.23531	0.153899	0.115227	1.19609	0.895528	0.228002	1.772	1.520046	0.358705	2.78781	0.674993	0.505377	0.000509714	0.000509714	0.000509714	0.088185	0.203719	0.341225	0.366871	0.539	0.41333	1.19137	0.913594	0.622989	1.37701	0.587956	0.672623	1.48672	0.865184	0.663462	0.000822449	0.00105302
22	0	-663.4156	-675.4839	12.06831	0.225591	0.265864	0.525226	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.375408	0.442427	0.0001894592	0.000189459	0.000189459	0.15062	0.352932	0.122821	0.373627	0.265028	0.295056	0.820989	0.914007	0.488073	1.51193	0.8381701	0.568169	1.76004	0.543008	0.604531	0.00198982	0.00116746
23	1	-819.1799	-829.5209	10.34099	0.167353	0.125299	1.18263	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.674993	0.505377	0.0005058316	0.000505832	0.000505832	0.0989212	0.228521	0.309309	0.363249	0.538175	0.412697	1.19219	0.914227	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.663462	0.000822449	0.00107745
24	0	-653.4977	-664.973	11.47524	0.250471	0.265864	0.583152	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.416811	0.442427	0.0001466349	0.000146635	0.000146635	0.131554	0.308255	0.0937073	0.466484	0.272771	0.321643	0.813245	0.958951	0.502334	1.49767	0.8097966	0.579147	1.72668	0.543008	0.640297	0.00233814	0.0017141
25	1	-819.1089	-829.2994	10.19046	0.167353	0.125299	1.18263	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.674993	0.505377	0.0003271346	0.000327135	0.000327135	0.0989212	0.228521	0.309309	0.363249	0.538175	0.412697	1.19219	0.914227	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.663462	0.00126878	0.00107745
26	0	-654.03	-665.4333	11.40333	0.251895	0.265864	0.586467	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.419181	0.442427	0.0001713387	0.000171339	0.000171339	0.169049	0.111097	0.120415	0.599439	0.272771	0.321643	0.813245	0.958951	0.502334	1.49767	0.8097966	0.579147	1.72668	0.543008	0.640297	0.00208177	0.00206354
27	1	-817.4137	-827.5046	10.09094	0.167353	0.125299	1.18263	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.674993	0.505377	0.0003923546	0.000392355	0.000392355	0.0300626	0.175623	0.455423	0.338892	0.538175	0.412697	1.19219	0.914227	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.663462	0.00131694	0.00114102
28	0	-652.4798	-663.042	10.56214	0.251895	0.265864	0.586467	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.419181	0.442427	0.0001695945	0.000169594	0.000169594	0.169049	0.111097	0.120415	0.599439	0.272771	0.321643	0.813245	0.958951	0.502334	1.49767	0.8097966	0.579147	1.72668	0.543008	0.640297	0.00247026	0.00317242
29	1	-815.6174	-825.202	9.584585	0.167353	0.125299	1.18263	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.674993	0.505377	0.0004040132	0.000404013	0.000404013	0.00928682	0.0542527	0.250703	0.685757	0.538175	0.412697	1.19219	0.914227	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.663462	0.00220328	0.00114331
30	0	-652.3212	-662.7709	10.44968	0.251895	0.265864	0.586467	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.419181	0.442427	0.0001489733	0.000148973	0.000148973	0.132658	0.0871815	0.179051	0.601109	0.272771	0.313598	0.813245	0.934965	0.502334	1.49767	0.8097966	0.579147	1.72668	0.543008	0.624281	0.00273588	0.00317242
31	1	-814.5514	-823.8823	9.330891	0.166217	0.125299	1.17461	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.670414	0.505377	0.0004049192	0.000404919	0.000404919	0.0106673	0.0623173	0.139322	0.787694	0.538175	0.412697	1.19219	0.914227	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.663462	0.00248461	0.00132425
32	0	-649.1049	-658.7267	9.621751	0.251895	0.265864	0.586467	0.618991	0.600922	1.39908	0.6264771	0.655372	1.52585	0.419181	0.442427	9.286003e-05	9.286e-05	9.286e-05	0.0983989	0.360533	0.124178	0.41689	0.273849	0.314836	0.812168	0.933727	0.504318	1.49568	0.8058917	0.580674	1.72214	0.543008	0.624281	0.00301218	0.0044361
33	1	-815.1988	-824.188	8.989228	0.166217	0.125299	1.17461	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.670414	0.505377	0.000460176	0.000460176	0.000460176	0.0072698	0.128532	0.327382	0.536816	0.538175	0.412697	1.19219	0.914227	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.663462	0.00290402	0.00145705
34	0	-647.1948	-656.4002	9.205461	0.253586	0.259435	0.611318	0.625419	0.586391	1.41361	0.6522816	0.644064	1.55264	0.432452	0.442427	7.115911e-05	7.11591e-05	7.11591e-05	0.0917751	0.347677	0.119197	0.44135	0.273849	0.314836	0.812168	0.933727	0.504318	1.49568	0.8058917	0.580674	1.72214	0.543008	0.624281	0.00301218	0.00506444
35	1	-815.2771	-824.5199	9.242778	0.16555	0.125299	1.16989	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.667721	0.505377	0.000381089	0.000381089	0.000381089	0.00981758	0.128202	0.326542	0.535438	0.538175	0.412697	1.19219	0.914227	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.663462	0.00254908	0.00144742
36	0	-647.2435	-656.8842	9.640743	0.253586	0.259435	0.611318	0.625419	0.586391	1.41361	0.6522816	0.644064	1.55264	0.432452	0.442427	9.489144e-05	9.48914e-05	9.48914e-05	0.134699	0.51029	0.174947	0.180063	0.273849	0.314836	0.812168	0.933727	0.504318	1.49568	0.8058917	0.580674	1.72214	0.543008	0.624281	0.00264785	0.00463112
37	1	-812.023	-821.6157	9.59279	0.16555	0.125299	1.16989	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.667721	0.505377	0.0004738978	0.000473898	0.000473898	0.00923094	0.120542	0.366784	0.503444	0.538175	0.401147	1.19219	0.88864	0.622036	1.37796	0.5896048	0.671875	1.48837	0.865184	0.644893	0.00140182	0.00193003
38	0	-647.304	-656.9073	9.603303	0.253586	0.259435	0.611318	0.625419	0.586391	1.41361	0.6522816	0.644064	1.55264	0.432452	0.442427	9.79876e-05	9.79876e-05	9.79876e-05	0.150278	0.521647	0.144004	0.184071	0.273849	0.314836	0.812168	0.933727	0.504318	1.49568	0.8058917	0.580674	1.72214	0.543008	0.624281	0.00283992	0.00450252
39	1	-809.8664	-818.7652	8.898737	0.171639	0.125299	1.21292	0.885455	0.247932	1.75207	1.449537	0.376176	2.65833	0.692282	0.505377	0.0004624739	0.000462474	0.000462474	0.0150902	0.141737	0.431276	0.411896	0.535529	0.399174	1.19484	0.890612	0.618977	1.38102	0.5949021	0.669479	1.4937	0.865184	0.644893	0.00165209	0.00284494
40	0	-644.9955	-655.0757	10.08021	0.245385	0.252039	0.591549	0.607589	0.586391	1.41361	0.6522816	0.644064	1.55264	0.418467	0.429814	5.985553e-05	5.98555e-05	5.98555e-05	0.651562	0.213907	0.0590507	0.0754802	0.268343	0.308507	0.817673	0.940056	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.624281	0.00298247	0.0035993
41	1	-799.6847	-808.7207	9.036016	0.185063	0.135099	1.1995	0.875655	0.267323	1.73268	1.385465	0.392789	2.54589	0.692282	0.505377	0.0003222779	0.000322278	0.000322278	0.0179457	0.213285	0.278931	0.489838	0.442057	0.399174	0.986289	0.890612	0.618977	1.38102	0.5949021	0.669479	1.4937	0.714173	0.644893	0.00211019	0.00281794
42	0	-646.5547	-656.8143	10.25954	0.245385	0.252039	0.591549	0.607589	0.586391	1.41361	0.6522816	0.644064	1.55264	0.418467	0.429814	7.99783e-05	7.99783e-05	7.99783e-05	0.519352	0.170503	0.249981	0.0601644	0.268343	0.308507	0.817673	0.940056	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.624281	0.00259036	0.00365244
43	1	-796.6988	-805.6915	8.992685	0.185063	0.135099	1.1995	0.875655	0.267323	1.73268	1.385465	0.392789	2.54589	0.692282	0.505377	0.0003761145	0.000376115	0.000376115	0.0186719	0.185553	0.286115	0.50966	0.442057	0.399174	0.986289	0.890612	0.618977	1.38102	0.5949021	0.669479	1.4937	0.714173	0.644893	0.00145021	0.00350113
44	0	-647.9666	-658.2195	10.25296	0.24334	0.249938	0.593594	0.609689	0.581504	1.4185	0.6610445	0.640268	1.56184	0.418467	0.429814	8.87208e-05	8.87208e-05	8.87208e-05	0.540069	0.177304	0.259952	0.0226744	0.268343	0.308507	0.817673	0.940056	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.624281	0.00207873	0.00414051
45	1	-792.8208	-800.9708	8.149949	0.153971	0.135099	0.997975	0.875655	0.267323	1.73268	1.385465	0.392789	2.54589	0.575973	0.505377	0.000336383	0.000336383	0.000336383	0.0325316	0.323284	0.236294	0.40789	0.442057	0.399174	0.986289	0.890612	0.618977	1.38102	0.5949021	0.669479	1.4937	0.714173	0.644893	0.00181445	0.00500203
46	0	-644.9583	-654.5832	9.624947	0.255261	0.262183	0.581673	0.597445	0.609991	1.39001	0.6105517	0.66245	1.50955	0.418467	0.429814	6.157562e-05	6.15756e-05	6.15756e-05	0.50471	0.231167	0.242933	0.0211899	0.268343	0.308507	0.817673	0.940056	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.624281	0.00201283	0.00550299
47	1	-793.7751	-802.4366	8.661518	0.153971	0.135099	0.997975	0.875655	0.267323	1.73268	1.385465	0.392789	2.54589	0.575973	0.505377	0.0005218888	0.000521889	0.000521889	0.012683	0.126038	0.702255	0.159024	0.442057	0.399174	0.986289	0.890612	0.618977	1.38102	0.5949021	0.669479	1.4937	0.714173	0.644893	0.00161997	0.00410144
48	0	-646.4775	-656.3557	9.878166	0.255261	0.262183	0.581673	0.597445	0.609991	1.39001	0.6105517	0.66245	1.50955	0.418467	0.429814	8.582941e-05	8.58294e-05	8.58294e-05	0.582937	0.335664	0.0506303	0.0307686	0.268343	0.308507	0.817673	0.940056	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.624281	0.00110021	0.00594113
49	1	-701.5825	-709.4982	7.915667	0.256094	0.135099	1.6599	0.875655	0.267323	1.73268	1.385465	0.392789	2.54589	0.957995	0.505377	0.0004834765	0.000483476	0.000483476	0.0115565	0.114843	0.639877	0.233724	0.278697	0.356566	0.729418	0.93322	0.552907	1.44709	0.713222	0.618127	1.61779	0.504057	0.644893	0.00120014	0.00524256
50	0	-648.6607	-658.2109	9.550204	0.254203	0.262183	0.579263	0.597445	0.609991	1.39001	0.6105517	0.66245	1.50955	0.416733	0.429814	8.17398e-05	8.17398e-05	8.17398e-05	0.265936	0.322543	0.381955	0.0295659	0.268343	0.330566	0.817673	1.00727	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.66892	0.00139919	0.00611395
51	1	-648.2065	-656.0477	7.841171	0.304428	0.325435	1.61156	1.72277	0.317776	1.68222	1.235397	0.434629	2.30081	0.957995	1.0241	0.0003711653	0.000371165	0.000371165	0.0313204	0.101177	0.563733	0.30377	0.337052	0.356566	0.882146	0.93322	0.552907	1.44709	0.713222	0.618127	1.61779	0.609599	0.644893	0.00114348	0.00440447
52	0	-647.8229	-655.903	8.080083	0.254203	0.262183	0.579263	0.597445	0.609991	1.39001	0.6105517	0.66245	1.50955	0.416733	0.429814	4.998995e-05	4.999e-05	4.999e-05	0.261196	0.334618	0.375148	0.0290389	0.268343	0.330566	0.817673	1.00727	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.66892	0.00114469	0.00901406
53	1	-647.8316	-655.6775	7.845899	0.304428	0.325435	1.61156	1.72277	0.317776	1.68222	1.235397	0.434629	2.30081	0.957995	1.0241	0.0003919753	0.000391975	0.000391975	0.00622485	0.0516759	0.394995	0.547105	0.337052	0.356566	0.882146	0.93322	0.552907	1.44709	0.713222	0.618127	1.61779	0.609599	0.644893	0.00120706	0.00431168
54	0	-645.4564	-655.5892	10.13278	0.254203	0.262183	0.579263	0.597445	0.609991	1.39001	0.6105517	0.66245	1.50955	0.416733	0.429814	4.535603e-05	4.5356e-05	4.5356e-05	0.496838	0.356227	0.105976	0.0409598	0.268343	0.330566	0.817673	1.00727	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.66892	0.0014963	0.00501741
55	1	-642.441	-650.0793	7.638354	0.333022	0.325435	1.76293	1.72277	0.317776	1.68222	1.235397	0.434629	2.30081	1.04798	1.0241	0.0005552274	0.000555227	0.000555227	0.046667	0.574011	0.174464	0.204858	0.344013	0.363931	0.875185	0.925856	0.564327	1.43567	0.6921937	0.626957	1.59501	0.609599	0.644893	0.00154683	0.0040817
56	0	-644.1245	-653.7818	9.657389	0.258916	0.262183	0.590002	0.597445	0.609991	1.39001	0.6105517	0.66245	1.50955	0.424459	0.429814	3.682246e-05	3.68225e-05	3.68225e-05	0.27698	0.585271	0.112828	0.024921	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00159901	0.00586036
57	1	-642.1816	-650.0801	7.898481	0.333022	0.329652	1.76293	1.74509	0.317776	1.68222	1.235397	0.434629	2.30081	1.04798	1.03737	0.0005016726	0.000501673	0.000501673	0.046667	0.574011	0.174464	0.204858	0.344013	0.363931	0.875185	0.925856	0.564327	1.43567	0.6921937	0.626957	1.59501	0.609599	0.644893	0.00133177	0.00386493
58	0	-645.0864	-654.5996	9.513143	0.255686	0.258911	0.593232	0.600716	0.60238	1.39762	0.6239062	0.656509	1.52321	0.424459	0.429814	5.36694e-05	5.36694e-05	5.36694e-05	0.190225	0.655498	0.126366	0.0279113	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00155957	0.006099
59	1	-642.2693	-650.1296	7.860295	0.330922	0.329652	1.75181	1.74509	0.317776	1.68222	1.235397	0.434629	2.30081	1.04137	1.03737	0.0005369406	0.000536941	0.000536941	0.027639	0.585468	0.177946	0.208947	0.344013	0.363931	0.875185	0.925856	0.564327	1.43567	0.6921937	0.626957	1.59501	0.609599	0.644893	0.00146479	0.00377577
60	0	-643.6201	-653.9717	10.35162	0.255686	0.258911	0.593232	0.600716	0.60238	1.39762	0.6239062	0.656509	1.52321	0.424459	0.429814	3.787291e-05	3.78729e-05	3.78729e-05	0.642411	0.289461	0.0558021	0.0123253	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00103392	0.00514963
61	1	-642.2205	-649.7681	7.547652	0.329915	0.329652	1.74649	1.74509	0.317776	1.68222	1.235397	0.434629	2.30081	1.0382	1.03737	0.0005369406	0.000536941	0.000536941	0.027639	0.585468	0.177946	0.208947	0.344013	0.37067	0.875185	0.943001	0.564327	1.43567	0.6921937	0.626957	1.59501	0.609599	0.656835	0.00114185	0.00462739
62	0	-644.5275	-655.3464	10.81888	0.255686	0.258911	0.593232	0.600716	0.60238	1.39762	0.6239062	0.656509	1.52321	0.424459	0.429814	2.704903e-05	2.7049e-05	2.7049e-05	0.595014	0.268105	0.125466	0.011416	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00085788	0.00450572
63	1	-642.6238	-650.1346	7.510885	0.329915	0.329652	1.74649	1.74509	0.317776	1.68222	1.235397	0.434629	2.30081	1.0382	1.03737	0.0007136009	0.000713601	0.000713601	0.020211	0.696873	0.130123	0.152793	0.344013	0.37067	0.875185	0.943001	0.564327	1.43567	0.6921937	0.626957	1.59501	0.609599	0.656835	0.00144735	0.0042106
64	0	-642.9821	-653.6783	10.69618	0.255686	0.258911	0.593232	0.600716	0.60238	1.39762	0.6239062	0.656509	1.52321	0.424459	0.429814	2.372674e-05	2.37267e-05	2.37267e-05	0.742985	0.181178	0.0695121	0.00632482	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00101726	0.00456782
65	1	-641.5399	-648.5906	7.050679	0.329915	0.337554	1.74649	1.78692	0.317776	1.68222	1.235397	0.434629	2.30081	1.0382	1.06224	0.0007992043	0.000799204	0.000799204	0.0184824	0.637272	0.204521	0.139725	0.334708	0.37067	0.851513	0.943001	0.564327	1.43567	0.6921937	0.626957	1.59501	0.59311	0.656835	0.00130485	0.00509237
66	0	-642.7725	-653.2104	10.43788	0.255686	0.249115	0.593232	0.577986	0.60238	1.39762	0.6239062	0.656509	1.52321	0.424459	0.41355	1.649943e-05	1.64994e-05	1.64994e-05	0.792047	0.127109	0.0741021	0.00674247	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00104235	0.0050778
67	1	-641.099	-646.9034	5.804341	0.329915	0.337554	1.74649	1.78692	0.317776	1.68222	1.235397	0.434629	2.30081	1.0382	1.06224	0.0007048314	0.000704831	0.000704831	0.0170596	0.588212	0.265761	0.128968	0.334708	0.37067	0.851513	0.943001	0.564327	1.43567	0.6921937	0.626957	1.59501	0.59311	0.656835	0.00130485	0.00740272
68	0	-641.2315	-651.01	9.778459	0.255686	0.249115	0.593232	0.577986	0.60238	1.39762	0.6239062	0.656509	1.52321	0.424459	0.41355	1.156022e-05	1.15602e-05	1.15602e-05	0.793228	0.127538	0.0742127	0.00502129	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00129918	0.00599835
69	1	-641.2531	-646.6974	5.44432	0.329915	0.337554	1.74649	1.78692	0.317776	1.68222	1.235397	0.434629	2.30081	1.0382	1.06224	0.0003592141	0.000359214	0.000359214	0.0172197	0.593733	0.231122	0.157925	0.334708	0.37067	0.851513	0.943001	0.564327	1.43567	0.6921937	0.626957	1.59501	0.59311	0.656835	0.00127062	0.00842269
70	0	-642.2003	-651.9784	9.778111	0.255686	0.249115	0.593232	0.577986	0.60238	1.39762	0.6239062	0.656509	1.52321	0.424459	0.41355	1.217929e-05	1.21793e-05	1.21793e-05	0.365694	0.597778	0.0342135	0.00231491	0.268343	0.308203	0.817673	0.939129	0.494179	1.50582	0.8259544	0.572869	1.7456	0.543008	0.623666	0.00129918	0.00599835
