Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
27	1	-666.0785	-669.7967	3.718144	0.411779	0.220272	0.511942	0.273852	0.891566	1.10843	0.1613993	0.896854	1.11501	0.46186	0.247062	2.15985e-05	2.15985e-05	2.15985e-05	0.351713	0.356903	0.250762	0.0406225	0.420019	0.267349	3.84645	2.44832	0.196893	1.80311	1.641689	0.330449	3.02618	2.13323	1.35784	0.00109629	0.0128469
28	0	-986.2441	-991.4523	5.208246	0.086001	0.203756	0.841675	1.99411	0.185412	1.81459	1.690933	0.319654	3.12839	0.463838	1.09893	0.000313119	0.000313119	0.000313119	0.729908	0.0693748	0.034631	0.166086	0.808378	1.86789	0.867203	2.00382	0.964892	1.03511	0.05207206	0.965488	1.03575	0.837791	1.93585	0.00897874	0.000575397
29	1	-666.0874	-669.0519	2.964515	0.411779	0.220272	0.511942	0.273852	0.891566	1.10843	0.1613993	0.896854	1.11501	0.46186	0.247062	1.90511e-05	1.90511e-05	1.90511e-05	0.396576	0.402429	0.15519	0.0458042	0.420019	0.267349	3.84645	2.44832	0.196893	1.80311	1.641689	0.330449	3.02618	2.13323	1.35784	0.000801938	0.0144837
30	0	-985.164	-989.79	4.626055	0.086001	0.203756	0.841675	1.99411	0.185412	1.81459	1.690933	0.319654	3.12839	0.463838	1.09893	0.000329708	0.000329708	0.000329708	0.582791	0.173781	0.0867493	0.156678	0.808378	1.86789	0.867203	2.00382	0.964892	1.03511	0.05207206	0.965488	1.03575	0.837791	1.93585	0.00980572	0.000766956
31	1	-666.6133	-669.3465	2.733149	0.411779	0.220272	0.511942	0.273852	0.891566	1.10843	0.1613993	0.896854	1.11501	0.46186	0.247062	2.110018e-05	2.11002e-05	2.11002e-05	0.540036	0.306754	0.118295	0.0349145	0.420019	0.267349	3.84645	2.44832	0.196893	1.80311	1.641689	0.330449	3.02618	2.13323	1.35784	0.000777283	0.0149177
32	0	-984.464	-989.6693	5.205362	0.086001	0.203756	0.841675	1.99411	0.185412	1.81459	1.690933	0.319654	3.12839	0.463838	1.09893	0.0003691923	0.000369192	0.000369192	0.264587	0.174769	0.403075	0.157569	0.808378	1.86789	0.867203	2.00382	0.964892	1.03511	0.05207206	0.965488	1.03575	0.837791	1.93585	0.00873623	0.000766956
33	1	-667.0878	-669.8962	2.808379	0.415573	0.222302	0.508148	0.271822	0.899781	1.10022	0.1490856	0.904334	1.10579	0.46186	0.247062	1.926822e-05	1.92682e-05	1.92682e-05	0.672842	0.11979	0.147386	0.0599823	0.417485	0.267349	3.82324	2.44832	0.196893	1.80311	1.641689	0.330449	3.02618	2.12036	1.35784	0.000755546	0.0148555
34	0	-984.0696	-989.6361	5.566515	0.086001	0.203756	0.841675	1.99411	0.185412	1.81459	1.690933	0.319654	3.12839	0.463838	1.09893	0.0003449581	0.000344958	0.000344958	0.118769	0.209422	0.482997	0.188811	0.808378	1.86789	0.867203	2.00382	0.964892	1.03511	0.05207206	0.965488	1.03575	0.837791	1.93585	0.00833584	0.000549455
35	1	-665.7531	-670.0515	4.298384	0.415573	0.216766	0.508148	0.265054	0.899781	1.10022	0.1490856	0.904334	1.10579	0.46186	0.24091	1.827985e-05	1.82798e-05	1.82798e-05	0.672842	0.11979	0.147386	0.0599823	0.417485	0.267349	3.82324	2.44832	0.196893	1.80311	1.641689	0.330449	3.02618	2.12036	1.35784	0.000628029	0.0123797
36	0	-985.0446	-990.8692	5.824638	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0003804517	0.000380452	0.000380452	0.132451	0.233547	0.423441	0.210562	0.808378	1.86789	0.867203	2.00382	0.964892	1.03511	0.05207206	0.965488	1.03575	0.837791	1.93585	0.00773292	0.000745344
37	1	-664.7877	-670.8509	6.063214	0.411741	0.214767	0.51198	0.267053	0.891484	1.10852	0.1615225	0.896779	1.1151	0.46186	0.24091	1.158809e-05	1.15881e-05	1.15881e-05	0.625649	0.111388	0.16242	0.100543	0.417485	0.267349	3.82324	2.44832	0.196893	1.80311	1.641689	0.330449	3.02618	2.12036	1.35784	0.000508227	0.00933066
38	0	-984.2656	-989.8752	5.609553	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0003517517	0.000351752	0.000351752	0.127053	0.224029	0.42891	0.220008	0.808378	1.86789	0.867203	2.00382	0.964892	1.03511	0.05207206	0.965488	1.03575	0.837791	1.93585	0.00773292	0.00115646
39	1	-664.8238	-668.3993	3.575434	0.411741	0.214767	0.51198	0.267053	0.891484	1.10852	0.1615225	0.896779	1.1151	0.46186	0.24091	8.596288e-06	8.59629e-06	8.59629e-06	0.625649	0.111388	0.16242	0.100543	0.424297	0.282218	3.88562	2.58449	0.196893	1.80311	1.641689	0.330449	3.02618	2.15496	1.43335	0.000531937	0.0136082
40	0	-983.3134	-988.5719	5.25857	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0003113575	0.000311358	0.000311358	0.127053	0.224029	0.42891	0.220008	0.80882	1.86891	0.866761	2.00279	0.965421	1.03458	0.05128792	0.965998	1.0352	0.837791	1.93585	0.00813452	0.00142167
41	1	-662.7675	-668.0087	5.241205	0.411741	0.214767	0.51198	0.267053	0.891484	1.10852	0.1615225	0.896779	1.1151	0.46186	0.24091	5.228885e-06	5.22889e-06	5.22889e-06	0.609236	0.244644	0.0482147	0.0979052	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.000568756	0.010617
42	0	-982.4344	-987.2156	4.781191	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0003335221	0.000333522	0.000333522	0.0790015	0.139301	0.575958	0.205739	0.80882	1.86891	0.866761	2.00279	0.965421	1.03458	0.05128792	0.965998	1.0352	0.837791	1.93585	0.00829005	0.00209275
43	1	-662.6577	-665.9834	3.325659	0.421128	0.214025	0.502592	0.255426	0.911809	1.08819	0.131093	0.915376	1.09245	0.46186	0.234725	2.784395e-06	2.78439e-06	2.78439e-06	0.1999	0.752156	0.01582	0.0321242	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00100037	0.013732
44	0	-983.0393	-987.7508	4.711413	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0002480456	0.000248046	0.000248046	0.0260175	0.147315	0.609092	0.217575	0.80882	1.86891	0.866761	2.00279	0.965421	1.03458	0.05128792	0.965998	1.0352	0.837791	1.93585	0.00820095	0.00239139
45	1	-659.9992	-662.6388	2.639657	0.414268	0.22756	0.509453	0.279845	0.896955	1.10305	0.1533191	0.901755	1.10895	0.46186	0.253703	3.121606e-06	3.12161e-06	3.12161e-06	0.166657	0.72016	0.032853	0.0803308	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00125566	0.0144906
46	0	-982.4817	-987.2476	4.765857	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0002850816	0.000285082	0.000285082	0.0260175	0.147315	0.609092	0.217575	0.808844	1.86897	0.866738	2.00274	0.965448	1.03455	0.0512467	0.966025	1.03517	0.837791	1.93585	0.00797589	0.00248274
47	1	-662.2653	-665.5443	3.279082	0.428902	0.235532	0.49508	0.271873	0.928378	1.07162	0.1063697	0.930768	1.07438	0.461991	0.253703	2.935643e-06	2.93564e-06	2.93564e-06	0.131898	0.56996	0.0213293	0.276813	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00129346	0.0134576
48	0	-982.5551	-987.1786	4.623506	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.000327517	0.000327517	0.000327517	0.0260175	0.147315	0.609092	0.217575	0.80939	1.87023	0.866191	2.00148	0.966101	1.0339	0.05027847	0.966656	1.03449	0.837791	1.93585	0.00796221	0.00271002
49	1	-661.1915	-664.0741	2.882617	0.413755	0.227214	0.510227	0.280191	0.895591	1.10441	0.1553632	0.900513	1.11048	0.461991	0.253703	3.08045e-06	3.08045e-06	3.08045e-06	0.123904	0.535416	0.0806445	0.260036	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00135272	0.0139549
50	0	-981.6597	-985.195	3.535241	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0002810136	0.000281014	0.000281014	0.0340535	0.192816	0.488353	0.284778	0.80939	1.87023	0.866191	2.00148	0.966101	1.0339	0.05027847	0.966656	1.03449	0.837791	1.93585	0.010087	0.00256664
51	1	-660.7619	-663.9001	3.138239	0.413755	0.227214	0.510227	0.280191	0.895591	1.10441	0.1553632	0.900513	1.11048	0.461991	0.253703	2.770251e-06	2.77025e-06	2.77025e-06	0.134678	0.556675	0.0877202	0.220927	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00153594	0.0133175
52	0	-982.411	-986.197	3.786018	0.0890889	0.211071	0.838587	1.9868	0.192069	1.80793	1.662058	0.32594	3.06805	0.463838	1.09893	0.0003065964	0.000306596	0.000306596	0.0547603	0.188683	0.477884	0.278673	0.806062	1.86254	0.869519	2.00917	0.962128	1.03787	0.05617607	0.962819	1.03862	0.837791	1.93585	0.0092527	0.00291165
53	1	-658.98	-662.5915	3.611437	0.411675	0.226071	0.512307	0.281334	0.891088	1.10891	0.1621156	0.896421	1.11555	0.461991	0.253703	3.187684e-06	3.18768e-06	3.18768e-06	0.556246	0.285474	0.0449846	0.113295	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00153594	0.0124553
54	0	-980.4115	-982.7948	2.383387	0.0889717	0.210794	0.838704	1.98708	0.191816	1.80818	1.663138	0.325703	3.07028	0.463838	1.09893	0.0002810437	0.000281044	0.000281044	0.0207727	0.0996725	0.842837	0.0367176	0.808431	1.86801	0.867151	2.00369	0.964955	1.03504	0.05197839	0.965549	1.03568	0.837791	1.93585	0.0113098	0.00338342
55	1	-659.5443	-662.5444	3.000069	0.412804	0.226691	0.511178	0.280714	0.893532	1.10647	0.1584504	0.89864	1.11279	0.461991	0.253703	4.34838e-06	4.34838e-06	4.34838e-06	0.550934	0.282747	0.0445549	0.121765	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00151417	0.013574
56	0	-982.2364	-984.0385	1.80216	0.0889717	0.210794	0.838704	1.98708	0.191816	1.80818	1.663138	0.325703	3.07028	0.463838	1.09893	0.0002546218	0.000254622	0.000254622	0.0628338	0.224058	0.630569	0.0825389	0.808431	1.86801	0.867151	2.00369	0.964955	1.03504	0.05197839	0.965549	1.03568	0.837791	1.93585	0.0122012	0.00355185
57	1	-661.3253	-666.3073	4.982007	0.404086	0.221904	0.519896	0.285501	0.874662	1.12534	0.1868082	0.881615	1.13428	0.461991	0.253703	3.783432e-06	3.78343e-06	3.78343e-06	0.52735	0.270644	0.0426477	0.159359	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00142552	0.0100535
58	0	-981.8998	-983.058	1.158212	0.0879412	0.208352	0.839734	1.98952	0.189595	1.81041	1.672685	0.323612	3.09012	0.463838	1.09893	0.0003410353	0.000341035	0.000341035	0.0808287	0.185391	0.627603	0.106177	0.808431	1.86801	0.867151	2.00369	0.964955	1.03504	0.05197839	0.965549	1.03568	0.837791	1.93585	0.0117222	0.00506049
59	1	-659.0984	-663.05	3.951664	0.4139	0.227293	0.510082	0.280112	0.895905	1.1041	0.154893	0.900798	1.11013	0.461991	0.253703	2.228273e-06	2.22827e-06	2.22827e-06	0.510661	0.262079	0.0729442	0.154316	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00129758	0.0121115
60	0	-980.3086	-981.9644	1.655818	0.0879412	0.208352	0.839734	1.98952	0.189595	1.81041	1.672685	0.323612	3.09012	0.463838	1.09893	0.0002966107	0.000296611	0.000296611	0.0942614	0.0500134	0.731903	0.123822	0.808431	1.86801	0.867151	2.00369	0.964955	1.03504	0.05197839	0.965549	1.03568	0.837791	1.93585	0.0112906	0.00465172
61	1	-660.9694	-665.4331	4.463698	0.418386	0.225944	0.505596	0.27304	0.905615	1.09438	0.1403531	0.909676	1.09929	0.461991	0.249492	2.457476e-06	2.45748e-06	2.45748e-06	0.512511	0.116995	0.282082	0.0884128	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00176603	0.0108062
62	0	-980.9611	-982.3861	1.424995	0.0879412	0.208352	0.839734	1.98952	0.189595	1.81041	1.672685	0.323612	3.09012	0.463838	1.09893	0.0003238098	0.00032381	0.00032381	0.0631279	0.0418473	0.6124	0.282625	0.808431	1.86801	0.867151	2.00369	0.964955	1.03504	0.05197839	0.965549	1.03568	0.837791	1.93585	0.0127285	0.00359708
63	1	-661.1219	-665.6732	4.551297	0.418386	0.225944	0.505596	0.27304	0.905615	1.09438	0.1403531	0.909676	1.09929	0.461991	0.249492	2.411854e-06	2.41185e-06	2.41185e-06	0.432848	0.0694074	0.16314	0.334605	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00161033	0.0108062
64	0	-980.2783	-983.1113	2.833007	0.0879412	0.208352	0.839734	1.98952	0.189595	1.81041	1.672685	0.323612	3.09012	0.463838	1.09893	0.0003169067	0.000316907	0.000316907	0.0517843	0.0343277	0.502356	0.411532	0.807347	1.86551	0.868234	2.0062	0.963662	1.03634	0.05389891	0.964299	1.03702	0.837791	1.93585	0.0101713	0.00365188
65	1	-661.3622	-665.7347	4.372482	0.419205	0.226386	0.504777	0.272598	0.907387	1.09261	0.1377023	0.911304	1.09733	0.461991	0.249492	4.705713e-06	4.70571e-06	4.70571e-06	0.550207	0.045705	0.107428	0.29666	0.424975	0.282669	3.88495	2.58404	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.43335	0.00161151	0.0111287
66	0	-980.5991	-983.3314	2.732205	0.0879412	0.208352	0.839734	1.98952	0.189595	1.81041	1.672685	0.323612	3.09012	0.463838	1.09893	0.0003433342	0.000343334	0.000343334	0.0517843	0.0343277	0.502356	0.411532	0.807347	1.86551	0.868234	2.0062	0.963662	1.03634	0.05389891	0.964299	1.03702	0.837791	1.93585	0.0106004	0.00337556
67	1	-661.1636	-664.2012	3.037614	0.418852	0.226195	0.50513	0.272789	0.906623	1.09338	0.1388455	0.910602	1.09818	0.461991	0.249492	3.314043e-06	3.31404e-06	3.31404e-06	0.435014	0.0574101	0.134941	0.372635	0.424975	0.28136	3.88495	2.57208	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.42672	0.00164493	0.0134748
68	0	-983.4319	-986.2135	2.7816	0.0879412	0.208352	0.839734	1.98952	0.189595	1.81041	1.672685	0.323612	3.09012	0.463838	1.09893	0.000316043	0.000316043	0.000316043	0.0431092	0.347577	0.266724	0.34259	0.804576	1.8591	0.871006	2.0126	0.960354	1.03965	0.05881013	0.96111	1.04046	0.837791	1.93585	0.0106004	0.00330017
69	1	-660.2702	-662.8027	2.53242	0.413381	0.223241	0.5106	0.275743	0.894782	1.10522	0.1565752	0.899777	1.11139	0.461991	0.249492	3.553372e-06	3.55337e-06	3.55337e-06	0.657131	0.0342178	0.0865513	0.222099	0.424975	0.28136	3.88495	2.57208	0.197208	1.80279	1.640376	0.330742	3.02351	2.15496	1.42672	0.0021214	0.0138427
70	0	-983.3183	-986.9085	3.590233	0.0879412	0.20958	0.839734	2.00124	0.189595	1.81041	1.672685	0.323612	3.09012	0.463838	1.10541	0.000331095	0.000331095	0.000331095	0.0733368	0.387635	0.246909	0.292119	0.808162	1.86739	0.86742	2.00432	0.964634	1.03537	0.05245494	0.965238	1.03601	0.837791	1.93585	0.00988164	0.00257497
