Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
1869	1	-657.6535	-659.0686	1.415089	0.186279	0.57235	0.217956	0.669678	0.921638	1.07836	0.1164188	0.924481	1.08169	0.202117	0.621014	4.872515e-06	4.87252e-06	4.87252e-06	0.212791	0.723566	0.0530585	0.010584	0.182941	0.613419	0.652586	2.18818	0.437906	1.56209	0.9427698	0.529465	1.8887	0.417764	1.4008	0.00175008	0.0212305
1870	0	-658.1889	-649.7259	-8.463017	0.372565	0.660972	1.51619	2.68989	0.394509	1.60549	1.040447	0.495707	2.01732	0.944376	1.67543	0.0004352445	0.000435245	0.000435245	0.161304	0.177231	0.321654	0.339811	0.373383	0.712215	1.13836	2.17139	0.493976	1.50602	0.8263598	0.572713	1.74608	0.755874	1.4418	0.00492229	0.0271353
1871	1	-660.0723	-659.4793	-0.5929716	0.173771	0.557222	0.213559	0.684807	0.897277	1.10272	0.1528367	0.902049	1.10859	0.193665	0.621014	2.498078e-06	2.49808e-06	2.49808e-06	0.541334	0.296762	0.134979	0.0269255	0.185644	0.619832	0.662227	2.21106	0.437906	1.56209	0.9427698	0.529465	1.8887	0.423935	1.41545	0.00175008	0.0247243
1872	0	-659.8592	-650.7328	-9.126419	0.358193	0.664557	1.4577	2.70447	0.394509	1.60549	1.040447	0.495707	2.01732	0.907945	1.68451	0.001675098	0.0016751	0.0016751	0.0823943	0.0958417	0.648188	0.173576	0.373383	0.712215	1.13836	2.17139	0.493976	1.50602	0.8263598	0.572713	1.74608	0.755874	1.4418	0.00492229	0.0271353
1873	1	-662.4606	-662.2278	-0.2327593	0.16182	0.534328	0.198872	0.656671	0.897277	1.10272	0.1528367	0.902049	1.10859	0.180346	0.5955	1.216019e-05	1.21602e-05	1.21602e-05	0.329677	0.394258	0.179324	0.09674	0.190341	0.619832	0.678982	2.21106	0.437906	1.56209	0.9427698	0.529465	1.8887	0.434662	1.41545	0.00438721	0.0215939
1874	0	-655.3618	-651.5706	-3.791181	0.364004	0.673932	1.45567	2.6951	0.400075	1.59993	1.027488	0.500058	1.99977	0.909839	1.68451	0.001431661	0.00143166	0.00143166	0.236294	0.0774435	0.523758	0.162504	0.364591	0.719577	1.11156	2.19383	0.493976	1.50602	0.8263598	0.572713	1.74608	0.738075	1.4567	0.00142819	0.0214464
1875	1	-660.175	-660.3337	0.1586198	0.161201	0.517154	0.198111	0.635565	0.897277	1.10272	0.1528367	0.902049	1.10859	0.179656	0.576359	3.548362e-06	3.54836e-06	3.54836e-06	0.329677	0.394258	0.179324	0.09674	0.172389	0.570213	0.641335	2.12136	0.423703	1.5763	0.9739221	0.518456	1.9288	0.406862	1.34579	0.00552852	0.0199432
1876	0	-654.6294	-651.5503	-3.079055	0.364004	0.673932	1.45567	2.6951	0.400075	1.59993	1.027488	0.500058	1.99977	0.909839	1.68451	0.000764629	0.000764629	0.000764629	0.127079	0.247132	0.47189	0.153899	0.363093	0.718726	1.10873	2.19468	0.493392	1.50661	0.8275242	0.572263	1.74745	0.735913	1.4567	0.00083076	0.0214464
1877	1	-660.5393	-663.3741	2.834835	0.156021	0.523106	0.187787	0.629612	0.907605	1.0924	0.137377	0.911504	1.09709	0.171904	0.576359	2.647582e-06	2.64758e-06	2.64758e-06	0.489335	0.247742	0.170788	0.0921349	0.172389	0.570213	0.641335	2.12136	0.423703	1.5763	0.9739221	0.518456	1.9288	0.406862	1.34579	0.00687476	0.0139648
1878	0	-654.8137	-651.9018	-2.91195	0.372706	0.676882	1.48235	2.69215	0.401826	1.59817	1.023438	0.501426	1.99431	0.927529	1.68451	0.0004480357	0.000448036	0.000448036	0.107012	0.208107	0.555284	0.129596	0.363093	0.718726	1.10873	2.19468	0.493392	1.50661	0.8275242	0.572263	1.74745	0.735913	1.4567	0.000828263	0.0214464
1879	1	-658.7664	-662.5242	3.757839	0.146274	0.51594	0.176055	0.620987	0.907605	1.0924	0.137377	0.911504	1.09709	0.161164	0.568464	7.702605e-06	7.7026e-06	7.7026e-06	0.263023	0.454393	0.18356	0.0990249	0.168785	0.572441	0.624827	2.11913	0.425358	1.57464	0.9702524	0.519741	1.92404	0.396806	1.34579	0.00500652	0.0143817
1880	0	-655.8283	-651.8516	-3.976642	0.361768	0.676882	1.43885	2.69215	0.401826	1.59817	1.023438	0.501426	1.99431	0.90031	1.68451	0.002304451	0.00230445	0.00230445	0.0488874	0.10895	0.768269	0.0738939	0.355536	0.718726	1.08565	2.19468	0.493392	1.50661	0.8275242	0.572263	1.74745	0.720595	1.4567	0.000955219	0.0214464
1881	1	-660.315	-665.1602	4.845179	0.14765	0.532139	0.167808	0.604789	0.9361	1.0639	0.09486792	0.938017	1.06608	0.157729	0.568464	2.055236e-06	2.05524e-06	2.05524e-06	0.246867	0.318856	0.29786	0.136416	0.158277	0.572441	0.585927	2.11913	0.425358	1.57464	0.9702524	0.519741	1.92404	0.372102	1.34579	0.00372511	0.0140168
1882	0	-656.1581	-651.883	-4.27502	0.35882	0.676882	1.42713	2.69215	0.401826	1.59817	1.023438	0.501426	1.99431	0.892974	1.68451	0.002262647	0.00226265	0.00226265	0.163806	0.529889	0.120591	0.185715	0.364232	0.718726	1.11221	2.19468	0.493392	1.50661	0.8275242	0.572263	1.74745	0.73822	1.4567	0.00255728	0.0203882
1883	1	-658.0649	-663.3003	5.235373	0.144386	0.507797	0.164098	0.577123	0.9361	1.0639	0.09486792	0.938017	1.06608	0.154242	0.54246	5.18132e-06	5.18132e-06	5.18132e-06	0.293426	0.424138	0.193717	0.0887199	0.168468	0.572441	0.623654	2.11913	0.425358	1.57464	0.9702524	0.519741	1.92404	0.396061	1.34579	0.00304027	0.0140168
1884	0	-655.816	-652.2938	-3.522264	0.35882	0.676882	1.42713	2.69215	0.401826	1.59817	1.023438	0.501426	1.99431	0.892974	1.68451	0.0008834004	0.0008834	0.0008834	0.0659922	0.439029	0.252298	0.242681	0.370758	0.722486	1.13214	2.20617	0.493392	1.50661	0.8275242	0.572263	1.74745	0.751447	1.46433	0.00255728	0.0203882
1885	1	-660.9573	-664.0725	3.115192	0.142677	0.467427	0.188234	0.616678	0.862328	1.13767	0.2054172	0.870618	1.14861	0.165455	0.542053	7.964106e-06	7.96411e-06	7.96411e-06	0.287002	0.436745	0.189476	0.0867776	0.167646	0.550474	0.633728	2.08087	0.418397	1.5816	0.9857548	0.514334	1.94426	0.400687	1.31567	0.00206636	0.0182721
1886	0	-658.4145	-651.1623	-7.252216	0.350081	0.654955	1.43587	2.68632	0.392039	1.60796	1.046244	0.493772	2.02522	0.892974	1.67064	0.001851597	0.0018516	0.0018516	0.450414	0.258332	0.148456	0.142798	0.361498	0.700838	1.1414	2.21283	0.481069	1.51893	0.852311	0.562775	1.77691	0.751447	1.45683	0.00696362	0.0215253
1887	1	-662.8622	-662.9656	0.1033222	0.138942	0.488758	0.183307	0.644819	0.862328	1.13767	0.2054172	0.870618	1.14861	0.161125	0.566788	2.955434e-06	2.95543e-06	2.95543e-06	0.287002	0.436745	0.189476	0.0867776	0.157942	0.545925	0.597045	2.06368	0.418397	1.5816	0.9857548	0.514334	1.94426	0.377493	1.3048	0.00868548	0.0171017
1888	0	-655.8663	-652.1215	-3.74481	0.361502	0.654364	1.48271	2.6839	0.392039	1.60796	1.046244	0.493772	2.02522	0.922109	1.66913	0.00133646	0.00133646	0.00133646	0.428194	0.294921	0.141133	0.135753	0.366802	0.696077	1.15814	2.1978	0.481069	1.51893	0.852311	0.562775	1.77691	0.762472	1.44694	0.00217727	0.0205214
1889	1	-660.8013	-664.796	3.994716	0.130681	0.488758	0.172408	0.644819	0.862328	1.13767	0.2054172	0.870618	1.14861	0.151544	0.566788	1.540375e-05	1.54038e-05	1.54038e-05	0.407464	0.200703	0.269004	0.122829	0.159291	0.544174	0.595695	2.03502	0.421972	1.57803	0.9777714	0.517111	1.93382	0.377493	1.2896	0.00569666	0.0133132
1890	0	-655.4424	-652.6058	-2.836575	0.365169	0.652959	1.50176	2.6853	0.391197	1.6088	1.048225	0.493113	2.02793	0.933465	1.66913	0.001049668	0.00104967	0.00104967	0.354192	0.426933	0.106582	0.112292	0.359846	0.696066	1.13618	2.19776	0.481069	1.51893	0.852311	0.562775	1.77691	0.748014	1.44691	0.00087841	0.0204985
1891	1	-659.4755	-664.436	4.960445	0.129612	0.487484	0.173477	0.652462	0.855276	1.14472	0.2160858	0.864376	1.1569	0.151544	0.569973	5.138109e-06	5.13811e-06	5.13811e-06	0.411496	0.454849	0.0332602	0.100395	0.159291	0.550962	0.595695	2.06041	0.421972	1.57803	0.9777714	0.517111	1.93382	0.377493	1.30568	0.00265457	0.0145842
1892	0	-655.6657	-652.3419	-3.323788	0.361188	0.652959	1.48539	2.6853	0.391197	1.6088	1.048225	0.493113	2.02793	0.92329	1.66913	0.002151039	0.00215104	0.00215104	0.161774	0.554138	0.138338	0.14575	0.362858	0.696066	1.14569	2.19776	0.481069	1.51893	0.852311	0.562775	1.77691	0.754274	1.44691	0.000647968	0.0204985
1893	1	-661.7699	-667.6345	5.864606	0.124179	0.466623	0.177126	0.66558	0.824275	1.17573	0.2632633	0.837304	1.19431	0.150652	0.566102	6.535605e-06	6.53561e-06	6.53561e-06	0.262099	0.384368	0.0879772	0.265556	0.149438	0.546965	0.558846	2.04546	0.421972	1.57803	0.9777714	0.517111	1.93382	0.354142	1.29621	0.00265457	0.0129815
1894	0	-655.3316	-652.2965	-3.035117	0.356727	0.652959	1.46704	2.6853	0.391197	1.6088	1.048225	0.493113	2.02793	0.911885	1.66913	0.0009540624	0.000954062	0.000954062	0.318356	0.203415	0.272237	0.205992	0.364676	0.699554	1.14387	2.19427	0.48348	1.51652	0.8474287	0.564631	1.77107	0.754274	1.44691	0.0025675	0.0192996
1895	1	-659.3234	-663.9926	4.66921	0.125795	0.482104	0.179431	0.687662	0.824275	1.17573	0.2632633	0.837304	1.19431	0.152613	0.584883	3.120642e-06	3.12064e-06	3.12064e-06	0.270355	0.396474	0.059252	0.27392	0.152224	0.542428	0.575298	2.05	0.418472	1.58153	0.9855881	0.514392	1.94404	0.363761	1.29621	0.00463106	0.0129815
1896	0	-655.0586	-652.252	-2.806613	0.358289	0.671317	1.42338	2.66694	0.402196	1.5978	1.022586	0.501715	1.99316	0.890834	1.66913	0.0003903903	0.00039039	0.00039039	0.366125	0.132984	0.313086	0.187805	0.364676	0.709764	1.14387	2.2263	0.48348	1.51652	0.8474287	0.564631	1.77107	0.754274	1.46803	0.00281826	0.0192996
1897	1	-658.9502	-661.8342	2.884004	0.121221	0.487711	0.172906	0.695659	0.824275	1.17573	0.2632633	0.837304	1.19431	0.147063	0.591685	9.113721e-06	9.11372e-06	9.11372e-06	0.251529	0.608429	0.0909281	0.0491137	0.147578	0.545455	0.560146	2.07032	0.417051	1.58295	0.9887748	0.513288	1.94822	0.353862	1.30789	0.00604909	0.0148003
1898	0	-656.6217	-654.4692	-2.152505	0.348552	0.650102	1.44126	2.68816	0.389485	1.61051	1.052264	0.491771	2.03347	0.894904	1.66913	0.0001351153	0.000135115	0.000135115	0.37052	0.13458	0.304842	0.190059	0.363097	0.714552	1.12885	2.22151	0.486741	1.51326	0.8408492	0.567143	1.76322	0.745976	1.46803	0.00278275	0.018369
1899	1	-658.1304	-659.8413	1.710907	0.114933	0.476548	0.182999	0.75877	0.771539	1.22846	0.3448012	0.792498	1.26183	0.148966	0.617659	4.841372e-07	4.84137e-07	4.84137e-07	0.788009	0.0337042	0.11576	0.0625263	0.144807	0.535211	0.562917	2.08056	0.409218	1.59078	1.006488	0.507192	1.97164	0.353862	1.30789	0.00604909	0.0164951
1900	0	-655.6492	-653.1647	-2.48448	0.352434	0.676404	1.43737	2.75866	0.393823	1.60618	1.042055	0.495169	2.01951	0.894904	1.71753	0.001629203	0.0016292	0.0016292	0.37052	0.13458	0.304842	0.190059	0.363097	0.714552	1.12885	2.22151	0.486741	1.51326	0.8408492	0.567143	1.76322	0.745976	1.46803	0.00373934	0.0164887
1901	1	-661.0666	-661.7805	0.7139339	0.122565	0.481986	0.19515	0.767428	0.771539	1.22846	0.3448012	0.792498	1.26183	0.158858	0.624707	2.158578e-05	2.15858e-05	2.15858e-05	0.761396	0.0325659	0.111851	0.0941876	0.140783	0.535211	0.547277	2.08056	0.409218	1.59078	1.006488	0.507192	1.97164	0.34403	1.30789	0.00562301	0.0185883
1902	0	-654.3198	-653.948	-0.3718247	0.351199	0.685554	1.4131	2.75842	0.398118	1.60188	1.03203	0.498529	2.0059	0.882148	1.72199	0.0007694414	0.000769441	0.000769441	0.491011	0.178344	0.0787791	0.251865	0.367944	0.734116	1.10788	2.21042	0.498629	1.50137	0.8171155	0.576295	1.73522	0.737911	1.47227	0.00342693	0.0140419
1903	1	-658.8999	-660.1082	1.208303	0.122565	0.481986	0.19515	0.767428	0.771539	1.22846	0.3448012	0.792498	1.26183	0.158858	0.624707	3.966337e-06	3.96634e-06	3.96634e-06	0.761396	0.0325659	0.111851	0.0941876	0.151992	0.541794	0.581823	2.07398	0.414251	1.58575	0.9950773	0.511111	1.95652	0.366907	1.30789	0.00468171	0.0185883
1904	0	-657.08	-655.519	-1.560947	0.345357	0.672771	1.42256	2.77121	0.390694	1.60931	1.04941	0.492719	2.02955	0.883956	1.72199	0.001087262	0.00108726	0.00108726	0.098303	0.291576	0.128796	0.481325	0.363816	0.733028	1.09545	2.20715	0.498629	1.50137	0.8171155	0.576295	1.73522	0.729632	1.47009	0.00210037	0.0171313
1905	1	-662.1621	-661.1045	-1.057651	0.122427	0.464648	0.19493	0.739822	0.771539	1.22846	0.3448012	0.792498	1.26183	0.158678	0.602235	7.941521e-06	7.94152e-06	7.94152e-06	0.180545	0.0666805	0.55992	0.192855	0.150567	0.537661	0.576367	2.05816	0.414251	1.58575	0.9950773	0.511111	1.95652	0.363467	1.29791	0.00468171	0.0227107
1906	0	-654.9345	-654.6868	-0.2477749	0.352035	0.690004	1.40506	2.75397	0.400702	1.5993	1.026037	0.500548	1.99781	0.878545	1.72199	0.001087262	0.00108726	0.00108726	0.452551	0.189095	0.100751	0.257603	0.369348	0.744004	1.09957	2.21493	0.502886	1.49711	0.8087085	0.579572	1.72541	0.734458	1.47947	0.00246158	0.0145193
1907	1	-661.9898	-661.9098	-0.07998288	0.122427	0.464648	0.19493	0.739822	0.771539	1.22846	0.3448012	0.792498	1.26183	0.158678	0.602235	1.267799e-05	1.2678e-05	1.2678e-05	0.417297	0.15412	0.328777	0.0998057	0.139799	0.537661	0.535149	2.05816	0.414251	1.58575	0.9950773	0.511111	1.95652	0.337474	1.29791	0.00307062	0.0227107
1908	0	-657.1698	-651.3577	-5.812112	0.352035	0.673283	1.40506	2.68724	0.400702	1.5993	1.026037	0.500548	1.99781	0.878545	1.68026	0.003835645	0.00383564	0.00383564	0.404216	0.0713869	0.384096	0.140301	0.369717	0.729934	1.10066	2.17304	0.502886	1.49711	0.8087085	0.579572	1.72541	0.735191	1.45149	0.00299248	0.0212092
1909	1	-661.8431	-661.48	-0.3630381	0.113093	0.446468	0.192006	0.758002	0.741352	1.25865	0.3923838	0.767468	1.30299	0.152549	0.602235	1.297551e-05	1.29755e-05	1.29755e-05	0.236176	0.202025	0.43097	0.130828	0.134494	0.52179	0.51484	1.9974	0.414251	1.58575	0.9950773	0.511111	1.95652	0.324667	1.2596	0.00307062	0.0232617
1910	0	-654.9522	-654.2812	-0.670979	0.364613	0.661239	1.39248	2.52531	0.415019	1.58498	0.9933455	0.511708	1.95424	0.878545	1.59327	0.001791071	0.00179107	0.00179107	0.775207	0.0500809	0.0762848	0.0984271	0.375171	0.706101	1.09521	2.06127	0.510304	1.4897	0.7941705	0.585283	1.70858	0.735191	1.38369	0.00299248	0.0144354
1911	1	-659.4097	-663.3987	3.98902	0.106114	0.458801	0.180157	0.778941	0.741352	1.25865	0.3923838	0.767468	1.30299	0.143136	0.618871	5.090367e-06	5.09037e-06	5.09037e-06	0.251504	0.568642	0.122311	0.0575431	0.134072	0.52179	0.513226	1.9974	0.414251	1.58575	0.9950773	0.511111	1.95652	0.323649	1.2596	0.00544677	0.0132259
1912	0	-657.7598	-649.9629	-7.796886	0.360293	0.661239	1.37598	2.52531	0.415019	1.58498	0.9933455	0.511708	1.95424	0.868135	1.59327	0.001791071	0.00179107	0.00179107	0.750658	0.048495	0.0738691	0.126978	0.368903	0.704645	1.07691	2.05702	0.510304	1.4897	0.7941705	0.585283	1.70858	0.722908	1.38083	0.00562271	0.0245298
1913	1	-661.7634	-662.2718	0.50833	0.101199	0.458801	0.171813	0.778941	0.741352	1.25865	0.3923838	0.767468	1.30299	0.136506	0.618871	9.514252e-06	9.51425e-06	9.51425e-06	0.356944	0.387799	0.173589	0.0816675	0.134072	0.545879	0.513226	2.08962	0.414251	1.58575	0.9950773	0.511111	1.95652	0.323649	1.31775	0.00372868	0.0211323
1914	0	-661.3483	-649.918	-11.43029	0.357221	0.661239	1.36425	2.52531	0.415019	1.58498	0.9933455	0.511708	1.95424	0.860734	1.59327	0.0004972471	0.000497247	0.000497247	0.270953	0.105697	0.187834	0.435517	0.371462	0.709962	1.08438	2.07254	0.510304	1.4897	0.7941705	0.585283	1.70858	0.727923	1.39125	0.0104509	0.0274452
1915	1	-661.41	-665.6708	4.260861	0.101303	0.455029	0.174256	0.782713	0.735256	1.26474	0.402086	0.762462	1.31154	0.13778	0.618871	1.382914e-05	1.38291e-05	1.38291e-05	0.360494	0.362406	0.162222	0.114877	0.134425	0.532929	0.514578	2.04005	0.414251	1.58575	0.9950773	0.511111	1.95652	0.324501	1.28649	0.00372868	0.0144481
1916	0	-655.0953	-649.8604	-5.234904	0.359896	0.662376	1.37446	2.52965	0.415019	1.58498	0.9933455	0.511708	1.95424	0.86718	1.59601	0.0005097797	0.00050978	0.00050978	0.261649	0.0189772	0.298812	0.420562	0.371462	0.70833	1.08438	2.06778	0.510304	1.4897	0.7941705	0.585283	1.70858	0.727923	1.38805	0.00505931	0.0217967
1917	1	-661.6625	-663.3889	1.726397	0.105202	0.455029	0.180962	0.782713	0.735256	1.26474	0.402086	0.762462	1.31154	0.143082	0.618871	1.995569e-05	1.99557e-05	1.99557e-05	0.21535	0.619117	0.0969076	0.068625	0.133499	0.51018	0.539775	2.0628	0.396568	1.60343	1.035638	0.497317	2.01079	0.336637	1.28649	0.00661643	0.0158053
1918	0	-656.4024	-651.8029	-4.599578	0.363908	0.668002	1.37502	2.52402	0.418544	1.58146	0.9854254	0.514449	1.94383	0.869462	1.59601	0.002414379	0.00241438	0.00241438	0.261649	0.0189772	0.298812	0.420562	0.376397	0.70833	1.09879	2.06778	0.510304	1.4897	0.7941705	0.585283	1.70858	0.737592	1.38805	0.00505931	0.0187583
1919	1	-658.2412	-658.1418	-0.09944342	0.106344	0.46279	0.17982	0.782545	0.743238	1.25676	0.3893887	0.76902	1.30036	0.143082	0.622668	3.651991e-06	3.65199e-06	3.65199e-06	0.41966	0.540448	0.0068424	0.0330495	0.131934	0.527133	0.515245	2.05862	0.407721	1.59228	1.009903	0.506025	1.97619	0.32359	1.29288	0.00661643	0.0192349
1920	0	-654.9271	-650.7944	-4.132721	0.359144	0.663315	1.35702	2.50631	0.418544	1.58146	0.9854254	0.514449	1.94383	0.85808	1.58481	0.0004853813	0.000485381	0.000485381	0.275296	0.019967	0.372906	0.33183	0.376938	0.710844	1.09825	2.07111	0.511039	1.48896	0.7927386	0.585848	1.70693	0.737592	1.39098	0.00505931	0.0198938
1921	1	-658.433	-659.6957	1.262693	0.110365	0.472014	0.186619	0.798141	0.743238	1.25676	0.3893887	0.76902	1.30036	0.148492	0.635077	7.249014e-06	7.24901e-06	7.24901e-06	0.195873	0.729191	0.0128533	0.0620828	0.131934	0.52805	0.515245	2.0622	0.407721	1.59228	1.009903	0.506025	1.97619	0.32359	1.29513	0.00408681	0.0192349
1922	0	-655.7135	-652.5837	-3.129771	0.359144	0.663315	1.35702	2.50631	0.418544	1.58146	0.9854254	0.514449	1.94383	0.85808	1.58481	0.0002296965	0.000229696	0.000229696	0.261714	0.0100731	0.560809	0.167404	0.370417	0.698546	1.10477	2.08341	0.502198	1.4978	0.8100646	0.579042	1.72699	0.737592	1.39098	0.00505931	0.0183138
1923	1	-662.3216	-664.0691	1.747491	0.120409	0.476886	0.203602	0.80638	0.743238	1.25676	0.3893887	0.76902	1.30036	0.162005	0.641633	7.939198e-06	7.9392e-06	7.9392e-06	0.519826	0.435427	0.00767518	0.0370719	0.133153	0.513905	0.51806	1.99946	0.408937	1.59106	1.007128	0.506973	1.97249	0.325606	1.25668	0.0058358	0.016501
1924	0	-653.5258	-653.9314	0.4055924	0.355717	0.6538	1.35893	2.49768	0.414916	1.58508	0.9935791	0.511627	1.95455	0.857323	1.57574	0.0003716235	0.000371623	0.000371623	0.11837	0.0105762	0.695289	0.175765	0.370417	0.698546	1.10477	2.08341	0.502198	1.4978	0.8100646	0.579042	1.72699	0.737592	1.39098	0.00256963	0.0143628
1925	1	-661.0377	-663.7672	2.729442	0.120409	0.49225	0.203602	0.832359	0.743238	1.25676	0.3893887	0.76902	1.30036	0.162005	0.662305	3.491588e-07	3.49159e-07	3.49159e-07	0.637127	0.308028	0.00940711	0.0454373	0.13835	0.567486	0.512862	2.10367	0.4249	1.5751	0.971268	0.519385	1.92535	0.325606	1.33558	0.0040414	0.016501
1926	0	-656.7182	-652.102	-4.616167	0.357741	0.666121	1.36666	2.54475	0.414916	1.58508	0.9935791	0.511627	1.95455	0.862201	1.60544	0.002718012	0.00271801	0.00271801	0.335581	0.121867	0.296088	0.246464	0.366594	0.709125	1.10859	2.14442	0.497014	1.50299	0.8203168	0.575052	1.73897	0.737592	1.42677	0.00256963	0.0208255
1927	1	-659.2046	-661.3991	2.194519	0.124044	0.505559	0.209749	0.854864	0.743238	1.25676	0.3893887	0.76902	1.30036	0.166896	0.680212	7.861392e-06	7.86139e-06	7.86139e-06	0.637127	0.308028	0.00940711	0.0454373	0.143539	0.577214	0.532097	2.13973	0.4249	1.5751	0.971268	0.519385	1.92535	0.337818	1.35847	0.00211148	0.0191785
1928	0	-656.1238	-650.829	-5.294805	0.352222	0.655844	1.37218	2.55503	0.408515	1.59149	1.008092	0.506643	1.97377	0.862201	1.60544	0.0002060487	0.000206049	0.000206049	0.330153	0.119896	0.291299	0.258652	0.358748	0.709125	1.08487	2.14442	0.497014	1.50299	0.8203168	0.575052	1.73897	0.721807	1.42677	0.00356575	0.0235425
1929	1	-659.4995	-664.5668	5.067268	0.127989	0.535708	0.1932	0.808655	0.796969	1.20303	0.3052554	0.813921	1.22862	0.160595	0.672181	6.796641e-06	6.79664e-06	6.79664e-06	0.485591	0.411968	0.0416712	0.0607695	0.143984	0.577214	0.533749	2.13973	0.4249	1.5751	0.971268	0.519385	1.92535	0.338867	1.35847	0.00245575	0.0140663
1930	0	-657.9873	-652.9348	-5.052468	0.344569	0.638776	1.34504	2.4935	0.407868	1.59213	1.009568	0.506139	1.97574	0.844805	1.56614	0.0005468112	0.000546811	0.000546811	0.335009	0.0598611	0.342673	0.262457	0.358748	0.709125	1.08487	2.14442	0.497014	1.50299	0.8203168	0.575052	1.73897	0.721807	1.42677	0.00286995	0.0235425
1931	1	-658.9439	-661.5396	2.595712	0.126783	0.529007	0.19138	0.79854	0.796969	1.20303	0.3052554	0.813921	1.22862	0.159081	0.663774	1.830619e-06	1.83062e-06	1.83062e-06	0.49338	0.418577	0.0423396	0.0457032	0.144273	0.577214	0.534819	2.13973	0.4249	1.5751	0.971268	0.519385	1.92535	0.339546	1.35847	0.00689077	0.0140663
1932	0	-655.4149	-656.3733	0.9584154	0.342374	0.634708	1.34724	2.49757	0.40527	1.59473	1.015514	0.504114	1.98368	0.844805	1.56614	0.0001750037	0.000175004	0.000175004	0.304888	0.026351	0.150845	0.517916	0.358748	0.670088	1.08487	2.02637	0.497014	1.50299	0.8203168	0.575052	1.73897	0.721807	1.34823	0.00269879	0.0134809
1933	1	-662.3097	-656.7525	-5.557156	0.126821	0.529007	0.191437	0.79854	0.796969	1.20303	0.3052554	0.813921	1.22862	0.159129	0.663774	8.538825e-06	8.53883e-06	8.53883e-06	0.426992	0.473428	0.0478879	0.0516922	0.144866	0.577214	0.537015	2.13973	0.4249	1.5751	0.971268	0.519385	1.92535	0.34094	1.35847	0.00942464	0.0260136
1934	0	-656.0557	-657.5471	1.49149	0.356891	0.634708	1.40436	2.49757	0.40527	1.59473	1.015514	0.504114	1.98368	0.880626	1.56614	0.0006915479	0.000691548	0.000691548	0.159051	0.0137465	0.0688914	0.758311	0.375746	0.670088	1.13627	2.02637	0.497014	1.50299	0.8203168	0.575052	1.73897	0.756007	1.34823	0.00269879	0.0118604
1935	1	-658.9687	-657.5629	-1.405748	0.135915	0.522934	0.205165	0.789373	0.796969	1.20303	0.3052554	0.813921	1.22862	0.17054	0.656153	6.789694e-06	6.78969e-06	6.78969e-06	0.426992	0.473428	0.0478879	0.0516922	0.156491	0.577214	0.58011	2.13973	0.4249	1.5751	0.971268	0.519385	1.92535	0.3683	1.35847	0.00450805	0.0233109
1936	0	-655.4913	-652.7084	-2.782946	0.355851	0.621078	1.41895	2.47655	0.401003	1.599	1.025341	0.500783	1.99687	0.887402	1.54881	0.001037544	0.00103754	0.00103754	0.274914	0.0243983	0.130189	0.570499	0.375746	0.670088	1.13627	2.02637	0.497014	1.50299	0.8203168	0.575052	1.73897	0.756007	1.34823	0.00470162	0.0170879
1937	1	-660.0026	-658.7685	-1.234068	0.135915	0.515148	0.205165	0.777619	0.796969	1.20303	0.3052554	0.813921	1.22862	0.17054	0.646383	4.984633e-06	4.98463e-06	4.98463e-06	0.431156	0.478044	0.038604	0.0521963	0.167078	0.583675	0.570442	1.9928	0.453081	1.54692	0.9102801	0.541196	1.84776	0.36876	1.28824	0.00450805	0.0233109
1938	0	-655.9215	-652.5565	-3.364962	0.358473	0.62902	1.40683	2.4686	0.406131	1.59387	1.01354	0.504785	1.98104	0.882653	1.54881	0.002108171	0.00210817	0.00210817	0.245637	0.0188522	0.294693	0.440818	0.374117	0.676594	1.13134	2.04604	0.497014	1.50299	0.8203168	0.575052	1.73897	0.752728	1.36132	0.00470162	0.0170879
1939	1	-659.3193	-662.1601	2.840801	0.143474	0.519973	0.216575	0.784902	0.796969	1.20303	0.3052554	0.813921	1.22862	0.180025	0.652437	2.088517e-06	2.08852e-06	2.08852e-06	0.200732	0.222562	0.446233	0.130474	0.162667	0.567203	0.574853	2.00445	0.44112	1.55888	0.9358235	0.531951	1.87987	0.36876	1.28583	0.00367194	0.0167181
1940	0	-654.9419	-653.0892	-1.852689	0.358473	0.62902	1.40683	2.4686	0.406131	1.59387	1.01354	0.504785	1.98104	0.882653	1.54881	0.0002286071	0.000228607	0.000228607	0.237596	0.0182351	0.317781	0.426388	0.368061	0.666648	1.1374	2.0601	0.48897	1.51103	0.8363706	0.568859	1.75791	0.752728	1.36337	0.0038411	0.0170879
