Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
10	0	-854.5885	-868.4774	13.88892	0.681342	0.163892	0.852977	0.205178	0.888136	1.11186	0.1665466	0.893746	1.11889	0.76716	0.184535	0.0003358589	0.000335859	0.000335859	0.00470157	0.803643	0.146578	0.045077	0.709301	1.15233	0.884597	1.43711	0.890021	1.10998	0.1637179	0.895453	1.11675	0.796949	1.29472	0.000685935	0.000769311
11	1	-719.5851	-729.6574	10.07229	0.639062	0.26172	0.664431	0.27211	0.980537	1.01946	0.02885939	0.980723	1.01966	0.651746	0.266915	0.0005338623	0.000533862	0.000533862	0.125763	0.40259	0.091838	0.379809	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000175453	0.00620067
12	0	-844.4445	-858.1179	13.6734	0.681342	0.21904	0.852977	0.274218	0.888136	1.11186	0.1665466	0.893746	1.11889	0.76716	0.246629	0.0002589888	0.000258989	0.000258989	0.0111445	0.819015	0.149382	0.0204586	0.709301	1.15233	0.884597	1.43711	0.890021	1.10998	0.1637179	0.895453	1.11675	0.796949	1.29472	0.0006303	0.000769311
13	1	-693.7785	-703.8416	10.06313	0.639062	0.26172	0.664431	0.27211	0.980537	1.01946	0.02885939	0.980723	1.01966	0.651746	0.266915	0.000291696	0.000291696	0.000291696	0.0814771	0.638569	0.0338896	0.246064	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000232504	0.00640206
14	0	-804.7851	-818.5046	13.71947	0.680056	0.272552	0.854263	0.34237	0.88646	1.11354	0.1690641	0.892229	1.12079	0.76716	0.307461	0.0001929632	0.000192963	0.000192963	0.0604414	0.0184411	0.810162	0.110956	0.709301	0.932267	0.884597	1.16267	0.890021	1.10998	0.1637179	0.895453	1.11675	0.796949	1.04747	0.000494847	0.000866054
15	1	-693.4027	-702.0694	8.666705	0.630763	0.254875	0.672729	0.271832	0.967805	1.03219	0.04774886	0.968307	1.03273	0.651746	0.263354	0.000291696	0.000291696	0.000291696	0.0842221	0.626393	0.0350314	0.254354	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000288534	0.00879558
16	0	-755.6152	-768.7274	13.11221	0.678164	0.446428	0.856155	0.563598	0.883993	1.11601	0.1727696	0.890002	1.12359	0.76716	0.505013	0.0002385604	0.00023856	0.00023856	0.233657	0.0712905	0.397983	0.29707	0.708019	0.816237	0.88588	1.02128	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.918761	0.000385508	0.00134177
17	1	-676.0676	-683.6206	7.55304	0.638438	0.257976	0.665054	0.268731	0.979581	1.02042	0.03027729	0.979785	1.02063	0.651746	0.263354	0.0001490298	0.00014903	0.00014903	0.122966	0.599892	0.0335493	0.243593	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000242798	0.0110169
18	0	-685.0993	-698.1171	13.01778	0.678164	0.50497	0.856155	0.637505	0.883993	1.11601	0.1727696	0.890002	1.12359	0.76716	0.571237	0.000130953	0.000130953	0.000130953	0.184079	0.0561637	0.206451	0.553307	0.708019	0.614179	0.88588	0.768467	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.691323	0.00046129	0.0018281
19	1	-670.9664	-680.358	9.391675	0.638438	0.257976	0.665054	0.268731	0.979581	1.02042	0.03027729	0.979785	1.02063	0.651746	0.263354	0.0001133858	0.000113386	0.000113386	0.122966	0.599892	0.0335493	0.243593	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000311789	0.00771452
20	0	-671.1934	-683.9498	12.75641	0.688361	0.512563	0.845959	0.629912	0.897285	1.10272	0.1528247	0.902056	1.10858	0.76716	0.571237	0.0001506854	0.000150685	0.000150685	0.568167	0.0297251	0.109266	0.292842	0.708019	0.614179	0.88588	0.768467	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.691323	0.00046129	0.00233345
21	1	-671.9139	-681.2265	9.312621	0.637762	0.257703	0.665731	0.269004	0.978543	1.02146	0.03181659	0.978769	1.02169	0.651746	0.263354	0.0001133858	0.000113386	0.000113386	0.193219	0.348027	0.0527164	0.406038	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000326093	0.00783612
22	0	-648.7327	-661.5472	12.81449	0.699178	0.520617	0.835142	0.621858	0.911385	1.08862	0.1317264	0.914985	1.09291	0.76716	0.571237	9.069992e-05	9.06999e-05	9.06999e-05	0.568167	0.0297251	0.109266	0.292842	0.708019	0.566742	0.88588	0.709113	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.637927	0.000624787	0.00233345
23	1	-666.567	-675.2477	8.680743	0.641343	0.25915	0.66215	0.267557	0.984038	1.01596	0.02366722	0.984163	1.01609	0.651746	0.263354	7.564083e-05	7.56408e-05	7.56408e-05	0.177976	0.320573	0.139726	0.361725	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000343809	0.00900429
24	0	-645.1683	-657.4341	12.26577	0.699178	0.520617	0.835142	0.621858	0.911385	1.08862	0.1317264	0.914985	1.09291	0.76716	0.571237	8.982477e-05	8.98248e-05	8.98248e-05	0.717132	0.0631122	0.137914	0.081842	0.708019	0.566742	0.88588	0.709113	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.637927	0.000650178	0.00328456
25	1	-662.5906	-671.0733	8.48273	0.64496	0.25272	0.658533	0.258039	0.989587	1.01041	0.01543906	0.989641	1.01047	0.651746	0.255379	4.631903e-05	4.6319e-05	4.6319e-05	0.107948	0.587905	0.0847486	0.219398	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000519511	0.00928955
26	0	-644.5408	-656.5151	11.97429	0.695737	0.518055	0.838583	0.62442	0.906899	1.0931	0.1384322	0.910855	1.09787	0.76716	0.571237	0.0001150947	0.000115095	0.000115095	0.641904	0.0564916	0.228348	0.0732566	0.708019	0.566742	0.88588	0.709113	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.637927	0.000864055	0.00354336
27	1	-661.4119	-669.0495	7.637597	0.646928	0.253491	0.656565	0.257268	0.992606	1.00739	0.01096201	0.992634	1.00742	0.651746	0.255379	4.340265e-05	4.34027e-05	4.34027e-05	0.107948	0.587905	0.0847486	0.219398	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000577416	0.0107507
28	0	-643.2206	-654.9377	11.71709	0.695737	0.518055	0.838583	0.62442	0.906899	1.0931	0.1384322	0.910855	1.09787	0.76716	0.571237	7.865922e-05	7.86592e-05	7.86592e-05	0.506927	0.0935707	0.251863	0.14764	0.708019	0.566742	0.88588	0.709113	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.637927	0.00123208	0.00366907
29	1	-657.6594	-664.2815	6.622084	0.646335	0.253259	0.657158	0.2575	0.991697	1.0083	0.01231073	0.991731	1.00834	0.651746	0.255379	2.361316e-05	2.36132e-05	2.36132e-05	0.107948	0.587905	0.0847486	0.219398	0.644804	0.299289	2.04081	0.947252	0.480192	1.51981	0.8540928	0.562099	1.77905	1.3428	0.623271	0.000543722	0.0126057
30	0	-643.2895	-654.8257	11.53621	0.695737	0.518055	0.838583	0.62442	0.906899	1.0931	0.1384322	0.910855	1.09787	0.76716	0.571237	0.0001094962	0.000109496	0.000109496	0.536177	0.0773173	0.208114	0.178392	0.708019	0.566742	0.88588	0.709113	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.637927	0.00123215	0.00395977
31	1	-657.3014	-663.3395	6.038123	0.644922	0.252705	0.658571	0.258053	0.989529	1.01047	0.01552516	0.989583	1.01053	0.651746	0.255379	2.215657e-05	2.21566e-05	2.21566e-05	0.129546	0.573671	0.0826967	0.214086	0.649693	0.301559	2.03592	0.944982	0.483833	1.51617	0.8467142	0.564904	1.77021	1.3428	0.623271	0.000719584	0.0134822
32	0	-645.2812	-655.2283	9.947046	0.686684	0.511314	0.847635	0.631161	0.895099	1.1049	0.1561006	0.900065	1.11103	0.76716	0.571237	7.368417e-05	7.36842e-05	7.36842e-05	0.455921	0.0248063	0.176963	0.34231	0.708019	0.566742	0.88588	0.709113	0.888411	1.11159	0.166134	0.893994	1.11858	0.796949	0.637927	0.00189553	0.00610424
33	1	-655.9021	-661.8915	5.989438	0.665745	0.25625	0.678407	0.261124	0.99058	1.00942	0.0139672	0.990624	1.00947	0.672076	0.258687	1.482664e-05	1.48266e-05	1.48266e-05	0.223594	0.73524	0.0114707	0.0296954	0.649693	0.301559	2.03592	0.944982	0.483833	1.51617	0.8467142	0.564904	1.77021	1.3428	0.623271	0.000740697	0.0134822
34	0	-641.7568	-652.0938	10.33706	0.674096	0.501941	0.860224	0.640534	0.87869	1.12131	0.1807447	0.885228	1.12965	0.76716	0.571237	0.0001050651	0.000105065	0.000105065	0.54966	0.0368766	0.213347	0.200116	0.687144	0.550032	0.906755	0.725823	0.862218	1.13778	0.2055841	0.87052	1.14874	0.796949	0.637927	0.0020862	0.00499475
35	1	-656.6142	-660.5673	3.953099	0.665939	0.256325	0.678213	0.261049	0.990869	1.00913	0.01353791	0.99091	1.00917	0.672076	0.258687	2.004049e-05	2.00405e-05	2.00405e-05	0.223594	0.73524	0.0114707	0.0296954	0.651257	0.302285	2.03435	0.944256	0.484998	1.515	0.8443625	0.5658	1.76741	1.3428	0.623271	0.000740697	0.017106
36	0	-642.6373	-652.5734	9.936104	0.678068	0.504898	0.856251	0.637576	0.883868	1.11613	0.1729578	0.889889	1.12374	0.76716	0.571237	0.0001025219	0.000102522	0.000102522	0.30021	0.118751	0.285543	0.295496	0.695515	0.550032	0.917802	0.725823	0.862218	1.13778	0.2055841	0.87052	1.14874	0.806658	0.637927	0.00192789	0.00587054
37	1	-657.3013	-661.673	4.371716	0.663056	0.255215	0.681096	0.262159	0.986579	1.01342	0.01989859	0.986668	1.01351	0.672076	0.258687	2.227411e-05	2.22741e-05	2.22741e-05	0.424028	0.507465	0.012192	0.0563149	0.651257	0.302285	2.03435	0.944256	0.484998	1.515	0.8443625	0.5658	1.76741	1.3428	0.623271	0.000772236	0.0163087
38	0	-641.5809	-652.262	10.68105	0.684446	0.509648	0.849873	0.632827	0.892182	1.10782	0.160475	0.897413	1.11431	0.76716	0.571237	7.80989e-05	7.80989e-05	7.80989e-05	0.264131	0.10448	0.371405	0.259984	0.695515	0.550032	0.917802	0.725823	0.862218	1.13778	0.2055841	0.87052	1.14874	0.806658	0.637927	0.00175747	0.00477866
39	1	-658.4957	-661.0428	2.54713	0.660966	0.254411	0.683186	0.262963	0.983469	1.01653	0.02451153	0.983603	1.01667	0.672076	0.258687	2.397108e-05	2.39711e-05	2.39711e-05	0.424028	0.507465	0.012192	0.0563149	0.651257	0.302285	2.03435	0.944256	0.484998	1.515	0.8443625	0.5658	1.76741	1.3428	0.623271	0.00122694	0.0190824
40	0	-641.2369	-652.2151	10.97816	0.689515	0.513422	0.844804	0.629052	0.89879	1.10121	0.15057	0.903429	1.10689	0.76716	0.571237	5.240891e-05	5.24089e-05	5.24089e-05	0.577491	0.0516451	0.183588	0.187276	0.695515	0.550032	0.917802	0.725823	0.862218	1.13778	0.2055841	0.87052	1.14874	0.806658	0.637927	0.00121262	0.00485092
41	1	-658.1186	-661.8177	3.699168	0.647869	0.251215	0.686409	0.266159	0.971115	1.02888	0.04283667	0.971521	1.02931	0.667139	0.258687	2.645383e-05	2.64538e-05	2.64538e-05	0.402382	0.48156	0.0626181	0.0534401	0.649824	0.30162	2.03578	0.944922	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.623271	0.00146556	0.0167441
42	0	-640.0383	-650.4017	10.36343	0.689515	0.513422	0.844804	0.629052	0.89879	1.10121	0.15057	0.903429	1.10689	0.76716	0.571237	5.769684e-05	5.76968e-05	5.76968e-05	0.459026	0.0455732	0.330143	0.165258	0.702089	0.555231	0.911227	0.720623	0.870368	1.12963	0.1932806	0.877774	1.13925	0.806658	0.637927	0.00186441	0.00532408
43	1	-658.5016	-661.9544	3.452796	0.649943	0.252019	0.684335	0.265355	0.974225	1.02578	0.03822309	0.974548	1.02612	0.667139	0.258687	2.260246e-05	2.26025e-05	2.26025e-05	0.512146	0.288738	0.107431	0.0916851	0.649824	0.30162	2.03578	0.944922	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.623271	0.00192143	0.0167441
44	0	-639.1222	-649.9058	10.78357	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	5.340886e-05	5.34089e-05	5.34089e-05	0.704903	0.0575015	0.158338	0.0792581	0.702089	0.545804	0.911227	0.708387	0.870368	1.12963	0.1932806	0.877774	1.13925	0.806658	0.627095	0.00175213	0.00472445
45	1	-654.74	-660.4456	5.705603	0.643815	0.249643	0.690463	0.267731	0.965039	1.03496	0.05185502	0.965629	1.03559	0.667139	0.258687	1.128278e-05	1.12828e-05	1.12828e-05	0.477108	0.268984	0.100082	0.153827	0.649824	0.30162	2.03578	0.944922	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.623271	0.00166847	0.0129616
46	0	-639.1005	-648.3013	9.2008	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	4.854151e-05	4.85415e-05	4.85415e-05	0.704903	0.0575015	0.158338	0.0792581	0.702089	0.545804	0.911227	0.708387	0.870368	1.12963	0.1932806	0.877774	1.13925	0.806658	0.627095	0.00234315	0.00695245
47	1	-656.8375	-661.872	5.034485	0.643815	0.249643	0.690463	0.267731	0.965039	1.03496	0.05185502	0.965629	1.03559	0.667139	0.258687	1.286899e-05	1.2869e-05	1.2869e-05	0.49413	0.326959	0.019596	0.159315	0.649824	0.316519	2.03578	0.991599	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.654059	0.00147981	0.0142562
48	0	-639.325	-647.6709	8.345846	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	4.789853e-05	4.78985e-05	4.78985e-05	0.723109	0.0331581	0.162427	0.0813052	0.698204	0.545804	0.906184	0.708387	0.870368	1.12963	0.1932806	0.877774	1.13925	0.802194	0.627095	0.00320073	0.00762548
49	1	-656.3771	-662.8832	6.506019	0.634362	0.245978	0.699915	0.271396	0.95087	1.04913	0.07289884	0.95202	1.0504	0.667139	0.258687	6.1968e-06	6.1968e-06	6.1968e-06	0.271323	0.569435	0.00542481	0.153817	0.649824	0.316519	2.03578	0.991599	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.654059	0.00147493	0.0115877
50	0	-639.8262	-648.3583	8.532047	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	6.069214e-05	6.06921e-05	6.06921e-05	0.630408	0.0442593	0.216807	0.108526	0.698204	0.545804	0.906184	0.708387	0.870368	1.12963	0.1932806	0.877774	1.13925	0.802194	0.627095	0.00314093	0.00734143
51	1	-657.4278	-664.3583	6.93047	0.646666	0.250749	0.687611	0.266625	0.969313	1.03069	0.04551083	0.96977	1.03117	0.667139	0.258687	5.593617e-06	5.59362e-06	5.59362e-06	0.0545579	0.725724	0.0236835	0.196035	0.649824	0.312133	2.03578	0.977858	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.644995	0.00147493	0.0109414
52	0	-639.8437	-649.0019	9.158159	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	7.61541e-05	7.61541e-05	7.61541e-05	0.636608	0.0348592	0.21894	0.109593	0.698204	0.545804	0.906184	0.708387	0.870368	1.12963	0.1932806	0.877774	1.13925	0.802194	0.627095	0.00270103	0.00665264
53	1	-659.0554	-667.8279	8.77248	0.646666	0.250749	0.687611	0.266625	0.969313	1.03069	0.04551083	0.96977	1.03117	0.667139	0.258687	5.238546e-06	5.23855e-06	5.23855e-06	0.0392341	0.521888	0.0065263	0.432351	0.649824	0.312133	2.03578	0.977858	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.644995	0.00121828	0.00792329
54	0	-640.5288	-648.7326	8.203836	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	5.48662e-05	5.48662e-05	5.48662e-05	0.642369	0.0148213	0.196271	0.14654	0.708513	0.553863	0.895875	0.700328	0.883219	1.11678	0.1739332	0.889304	1.12447	0.802194	0.627095	0.00278463	0.00834567
55	1	-658.6681	-666.9213	8.253195	0.646666	0.250749	0.687611	0.266625	0.969313	1.03069	0.04551083	0.96977	1.03117	0.667139	0.258687	6.670577e-06	6.67058e-06	6.67058e-06	0.0659074	0.188168	0.01964	0.726285	0.649824	0.312133	2.03578	0.977858	0.483931	1.51607	0.8465178	0.564979	1.76998	1.3428	0.644995	0.000970706	0.00909272
56	0	-639.1707	-648.4473	9.2766	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	5.26288e-05	5.26288e-05	5.26288e-05	0.60533	0.0139667	0.313014	0.067689	0.707125	0.552778	0.897263	0.701413	0.881489	1.11851	0.1765345	0.887745	1.12645	0.802194	0.627095	0.00240382	0.00681348
57	1	-652.8886	-661.7257	8.837096	0.642747	0.276023	0.691531	0.296973	0.963437	1.03656	0.05423206	0.964082	1.03726	0.667139	0.286498	6.665541e-06	6.66554e-06	6.66554e-06	0.0467193	0.762672	0.013922	0.176687	0.65409	0.314182	2.03152	0.975809	0.487108	1.51289	0.8401119	0.567425	1.76235	1.3428	0.644995	0.000992104	0.00784459
58	0	-639.2452	-648.4198	9.174545	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	4.01883e-05	4.01883e-05	4.01883e-05	0.606919	0.0113787	0.313836	0.0678667	0.707125	0.552778	0.897263	0.701413	0.881489	1.11851	0.1765345	0.887745	1.12645	0.802194	0.627095	0.00341996	0.00599123
59	1	-654.3929	-662.0401	7.647193	0.643857	0.275896	0.69042	0.295848	0.965102	1.0349	0.05176024	0.965691	1.03553	0.667139	0.285872	9.316817e-06	9.31682e-06	9.31682e-06	0.0764932	0.567987	0.066231	0.289288	0.65409	0.314182	2.03152	0.975809	0.487108	1.51289	0.8401119	0.567425	1.76235	1.3428	0.644995	0.00165968	0.00930136
60	0	-639.8964	-649.0003	9.103926	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	6.132432e-05	6.13243e-05	6.13243e-05	0.538015	0.0100869	0.278206	0.173693	0.707125	0.552778	0.897263	0.701413	0.881489	1.11851	0.1765345	0.887745	1.12645	0.802194	0.627095	0.00341996	0.00609565
61	1	-653.7823	-662.0606	8.278349	0.643857	0.275896	0.69042	0.295848	0.965102	1.0349	0.05176024	0.965691	1.03553	0.667139	0.285872	8.355987e-06	8.35599e-06	8.35599e-06	0.1452	0.54211	0.036582	0.276108	0.65409	0.314182	2.03152	0.975809	0.487108	1.51289	0.8401119	0.567425	1.76235	1.3428	0.644995	0.00165968	0.00818014
62	0	-639.2207	-649.2914	10.07072	0.689579	0.513469	0.844741	0.629005	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.571237	4.847399e-05	4.8474e-05	4.8474e-05	0.608318	0.00855191	0.235869	0.147261	0.707125	0.552778	0.897263	0.701413	0.881489	1.11851	0.1765345	0.887745	1.12645	0.802194	0.627095	0.00279826	0.00501124
63	1	-653.6785	-661.2653	7.586736	0.643857	0.275896	0.69042	0.295848	0.965102	1.0349	0.05176024	0.965691	1.03553	0.667139	0.285872	9.119146e-06	9.11915e-06	9.11915e-06	0.0544743	0.714918	0.00845898	0.222149	0.65409	0.314182	2.03152	0.975809	0.487108	1.51289	0.8401119	0.567425	1.76235	1.3428	0.644995	0.00147221	0.00959652
64	0	-638.8793	-649.4895	10.61019	0.689579	0.519843	0.844741	0.636813	0.898872	1.10113	0.1504466	0.903504	1.1068	0.76716	0.578328	4.113511e-05	4.11351e-05	4.11351e-05	0.608318	0.00855191	0.235869	0.147261	0.707125	0.552778	0.897263	0.701413	0.881489	1.11851	0.1765345	0.887745	1.12645	0.802194	0.627095	0.00242405	0.00441168
65	1	-654.7325	-662.0783	7.345853	0.63816	0.273454	0.696118	0.29829	0.956562	1.04344	0.06444216	0.957466	1.04442	0.667139	0.285872	7.844456e-06	7.84446e-06	7.84446e-06	0.0580938	0.508448	0.0158998	0.417558	0.65409	0.314182	2.03152	0.975809	0.487108	1.51289	0.8401119	0.567425	1.76235	1.3428	0.644995	0.00247014	0.00898977
66	0	-639.0979	-649.6541	10.55613	0.691287	0.521131	0.843033	0.635526	0.901099	1.0989	0.1471123	0.905538	1.10432	0.76716	0.578328	4.362554e-05	4.36255e-05	4.36255e-05	0.608318	0.00855191	0.235869	0.147261	0.707125	0.552778	0.897263	0.701413	0.881489	1.11851	0.1765345	0.887745	1.12645	0.802194	0.627095	0.00300789	0.00393158
67	1	-653.614	-660.396	6.781976	0.63816	0.273454	0.696118	0.29829	0.956562	1.04344	0.06444216	0.957466	1.04442	0.667139	0.285872	1.024858e-05	1.02486e-05	1.02486e-05	0.0605231	0.854586	0.0189043	0.0659868	0.65409	0.314182	2.03152	0.975809	0.487108	1.51289	0.8401119	0.567425	1.76235	1.3428	0.644995	0.00261456	0.00984552
68	0	-639.8675	-650.9145	11.04695	0.686701	0.517674	0.847619	0.638983	0.895121	1.10488	0.1560678	0.900085	1.11101	0.76716	0.578328	5.302525e-05	5.30253e-05	5.30253e-05	0.620876	0.015273	0.136739	0.227113	0.707125	0.552778	0.897263	0.701413	0.881489	1.11851	0.1765345	0.887745	1.12645	0.802194	0.627095	0.00241293	0.00361735
69	1	-653.7863	-660.799	7.012684	0.646072	0.276845	0.688206	0.294899	0.968422	1.03158	0.04683354	0.968905	1.03209	0.667139	0.285872	6.874658e-06	6.87466e-06	6.87466e-06	0.0614344	0.809503	0.0200629	0.109	0.65409	0.313584	2.03152	0.973949	0.487108	1.51289	0.8401119	0.567425	1.76235	1.3428	0.643766	0.00302988	0.00908006
